date,transactionType,shares,value
2024-05-07,Stock Award(Grant) at price 0.00 per share.,236,0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,465,0
2024-11-20,Stock Gift at price 0.00 per share.,850,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,2177,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,5802,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,5788,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,2527,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,21266,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,16004,0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,32198,0
2025-04-15,Stock Award(Grant) at price 0.00 per share.,9727,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1004,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,1813,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,4124,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,18354,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,27552,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,10922,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,77060,0
2026-02-19,Stock Award(Grant) at price 0.00 per share.,33832,0
