date,transactionType,shares,value
2024-03-06,Conversion of Exercise of derivative security at price 34.81 - 41.92 per share.,12120,464527.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,32,3300.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,8,855.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,20,2093.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,31,3281.0
2024-03-07,Sale at price 103.61 per share.,24380,2526061.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,32,3300.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,32,3300.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,112,11642.0
2024-03-07,Conversion of Exercise of derivative security at price 73.87 per share.,24380,1800951.0
2024-03-07,Stock Award(Grant) at price 103.08 per share.,32,3300.0
2024-03-11,Conversion of Exercise of derivative security at price 53.75 per share.,5590,300462.0
2024-03-11,Conversion of Exercise of derivative security at price 41.76 per share.,275000,11482625.0
2024-03-11,Conversion of Exercise of derivative security at price 51.67 per share.,4500,232515.0
2024-03-11,Sale at price 103.83 per share.,275000,28552535.0
2024-03-11,Sale at price 105.00 per share.,4500,472500.0
2024-03-11,Sale at price 104.12 per share.,5590,582014.0
2024-03-13,Sale at price 104.55 per share.,9926,1037805.0
2024-03-13,Conversion of Exercise of derivative security at price 49.62 per share.,9926,492528.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,750,0.0
2024-05-06,Sale at price 105.47 per share.,7752,817608.0
2024-05-06,Conversion of Exercise of derivative security at price 34.81 per share.,7752,269847.0
2024-05-08,Sale at price 106.36 per share.,13200,1403990.0
2024-05-08,Conversion of Exercise of derivative security at price 50.28 per share.,13200,663696.0
2024-06-04,Sale at price 107.67 per share.,20000,2153400.0
2024-06-14,Conversion of Exercise of derivative security at price 84.54 per share.,86740,7333000.0
2024-06-14,Conversion of Exercise of derivative security at price 75.24 per share.,2500,188100.0
2024-06-14,Conversion of Exercise of derivative security at price 50.28 per share.,54654,2748022.0
2024-06-14,Sale at price 106.71 per share.,2500,266778.0
2024-06-14,Sale at price 106.56 per share.,86740,9243171.0
2024-06-14,Sale at price 107.00 per share.,54654,5848018.0
2024-06-28,Stock Award(Grant) at price 103.68 per share.,1351,140072.0
2024-06-28,Stock Award(Grant) at price 103.68 per share.,676,70088.0
2024-06-28,Stock Award(Grant) at price 103.68 per share.,1158,120061.0
2024-06-28,Stock Award(Grant) at price 103.68 per share.,1158,120061.0
2024-07-08,Stock Award(Grant) at price 0.00 per share.,760,0.0
2024-07-08,Stock Award(Grant) at price 0.00 per share.,760,0.0
2024-08-05,Sale at price 99.37 per share.,59328,5895441.0
2024-08-05,Conversion of Exercise of derivative security at price 50.28 - 86.60 per share.,59328,4337095.0
2024-09-23,Stock Gift at price 0.00 per share.,46,0.0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,330,0.0
2024-10-01,Stock Award(Grant) at price 0.00 per share.,450,0.0
2024-11-04,Sale at price 103.73 - 103.94 per share.,11590,1203463.0
2024-11-04,Sale at price 103.03 per share.,165823,17085291.0
2024-11-04,Conversion of Exercise of derivative security at price 53.75 per share.,11590,622962.0
2024-11-04,Conversion of Exercise of derivative security at price 41.76 - 53.75 per share.,165823,8831420.0
2024-11-05,Sale at price 104.00 per share.,100000,10400160.0
2024-11-05,Conversion of Exercise of derivative security at price 53.75 per share.,100000,5375000.0
2024-11-06,Sale at price 103.84 per share.,300000,31151670.0
2024-11-06,Conversion of Exercise of derivative security at price 50.28 - 53.75 per share.,300000,15568159.0
2024-11-07,Sale at price 104.30 per share.,34177,3564688.0
2024-11-07,Conversion of Exercise of derivative security at price 50.28 per share.,34177,1718420.0
2024-11-12,Sale at price 107.43 - 107.44 per share.,13200,1418151.0
2024-11-12,Conversion of Exercise of derivative security at price 50.28 per share.,13200,663696.0
2024-11-21,Sale at price 112.19 per share.,45120,5062220.0
2024-11-21,Conversion of Exercise of derivative security at price 77.33 per share.,45120,3489130.0
2024-11-22,Conversion of Exercise of derivative security at price 73.87 per share.,7780,574709.0
2024-11-22,Stock Gift at price 0.00 per share.,3063,0.0
2024-11-22,Sale at price 112.44 per share.,7780,874789.0
2024-12-02,Sale at price 112.00 per share.,39520,4426240.0
