date,transactionType,shares,value
2024-02-27,Sale at price 134.52 - 135.14 per share.,5267,708742
2024-02-27,Sale at price 134.93 per share.,1539,207654
2024-02-27,Stock Gift at price 0.00 per share.,331800,0
2024-02-29,Sale at price 137.35 per share.,6167,847044
2024-03-06,Sale at price 140.00 - 140.68 per share.,45000,6310215
2024-03-06,Stock Gift at price 0.00 per share.,43500,0
2024-03-07,Sale at price 140.13 per share.,632,88563
2024-03-08,Sale at price 140.10 - 141.55 per share.,30000,4224744
2024-03-11,Stock Gift at price 0.00 per share.,1036400,0
2024-03-12,Sale at price 142.12 - 146.12 per share.,30000,4323586
2024-03-15,Stock Gift at price 0.00 per share.,1742500,0
2024-03-15,Sale at price 146.15 - 148.89 per share.,45000,6637905
2024-03-18,Stock Gift at price 0.00 per share.,45600,0
2024-05-10,Stock Gift at price 0.00 per share.,594,0
2024-05-23,Stock Gift at price 0.00 per share.,40000,0
2024-06-03,Stock Gift at price 0.00 per share.,650000,0
2024-06-04,Sale at price 163.45 - 163.87 per share.,4126,674675
2024-06-07,Stock Gift at price 0.00 per share.,1028050,0
2024-06-07,Stock Gift at price 0.00 per share.,36360,0
2024-06-07,Stock Gift at price 0.00 per share.,36360,0
2024-06-07,Stock Award(Grant) at price 0.00 per share.,1090,0
2024-06-07,Stock Award(Grant) at price 0.00 per share.,1090,0
2024-06-07,Stock Award(Grant) at price 0.00 per share.,1090,0
2024-06-07,Stock Award(Grant) at price 0.00 per share.,1090,0
2024-06-10,Sale at price 161.58 - 162.75 per share.,2350,379839
2024-06-10,Sale at price 161.58 - 162.75 per share.,2350,379839
2024-06-10,Stock Gift at price 0.00 per share.,826600,0
2024-06-11,Stock Gift at price 0.00 per share.,39390,0
2024-06-13,Stock Gift at price 0.00 per share.,1673350,0
2024-06-18,Sale at price 160.07 - 160.76 per share.,15931,2552384
2024-08-13,Stock Gift at price 0.00 per share.,16472,0
2024-08-14,Stock Gift at price 0.00 per share.,131600,0
2024-08-16,Stock Gift at price 0.00 per share.,800000,0
2024-08-20,Stock Gift at price 0.00 per share.,35025,0
2024-08-21,Sale at price 177.16 per share.,10055,1781304
2024-08-28,Sale at price 181.78 per share.,87,15815
2024-08-30,Sale at price 181.46 per share.,2750,499023
2024-09-04,Stock Gift at price 0.00 per share.,41445,0
2024-09-11,Stock Gift at price 0.00 per share.,10000,0
2024-09-13,Stock Gift at price 0.00 per share.,114300,0
2024-11-04,Stock Gift at price 0.00 per share.,7,0
2024-11-06,Stock Gift at price 0.00 per share.,198,0
2024-11-07,Sale at price 210.10 per share.,587,123328
2024-11-12,Stock Gift at price 0.00 per share.,500,0
2024-11-27,Stock Gift at price 0.00 per share.,919150,0
2024-12-02,Stock Gift at price 0.00 per share.,9300,0
2024-12-10,Stock Gift at price 0.00 per share.,1014,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,714,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,4767,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,1191,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,2382,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,4050,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,3933,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,1548,0
2024-12-13,Stock Award(Grant) at price 0.00 per share.,3336,0
