date,transactionType,shares,value
2024-02-28,Sale at price 209.50 per share.,2500,523750
2024-03-01,Stock Gift at price 0.00 per share.,21473,0
2024-03-01,Stock Award(Grant) at price 204.76 per share.,331,67775
2024-03-01,Sale at price 204.43 per share.,36207,7401797
2024-03-01,Sale at price 204.86 per share.,840,172082
2024-03-01,Stock Award(Grant) at price 0.00 per share.,412,0
2024-06-06,Sale at price 204.07 - 204.50 per share.,4208,859631
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-15,Stock Award(Grant) at price 215.06 per share.,651,140007
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-15,Stock Award(Grant) at price 215.06 per share.,418,89897
2024-07-16,Sale at price 220.00 per share.,1500,330000
2024-07-18,Conversion of Exercise of derivative security at price 98.90 per share.,5319,526038
2024-09-03,Stock Award(Grant) at price 0.00 per share.,2885,0
2024-11-05,Conversion of Exercise of derivative security at price 145.67 per share.,44125,6427689
2024-11-05,Sale at price 215.47 per share.,310,66796
2024-11-08,Conversion of Exercise of derivative security at price 98.90 per share.,7500,741735
2024-11-08,Conversion of Exercise of derivative security at price 98.90 per share.,2455,242795
2024-11-21,Conversion of Exercise of derivative security at price 126.00 per share.,13907,1752352
2024-11-26,Conversion of Exercise of derivative security at price 150.12 per share.,19805,2973028
2024-11-27,Conversion of Exercise of derivative security at price 98.90 per share.,8458,836479
2024-12-05,Stock Gift at price 0.00 per share.,714,0
2024-12-05,Stock Gift at price 0.00 per share.,1670,0
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-15,Stock Award(Grant) at price 207.78 per share.,674,140040
2025-01-15,Stock Award(Grant) at price 207.78 per share.,433,89967
2025-01-30,Stock Award(Grant) at price 218.72 per share.,72092,15768251
2025-01-30,Stock Award(Grant) at price 218.72 per share.,21422,4685506
2025-01-30,Stock Award(Grant) at price 218.72 per share.,18125,3964372
2025-01-30,Stock Award(Grant) at price 218.72 per share.,14007,3063667
2025-01-30,Stock Award(Grant) at price 218.72 per share.,1390,304026
2025-01-30,Stock Award(Grant) at price 218.72 per share.,1266,276905
2025-01-30,Stock Award(Grant) at price 218.72 per share.,3706,810591
2025-01-30,Stock Award(Grant) at price 218.72 per share.,1235,270124
2025-01-30,Stock Award(Grant) at price 218.72 per share.,14007,3063667
2025-01-30,Stock Award(Grant) at price 218.72 per share.,9062,1982077
2025-01-30,Stock Award(Grant) at price 218.72 per share.,14007,3063667
2025-01-30,Stock Award(Grant) at price 218.72 per share.,1329,290684
2025-01-31,Sale at price 220.57 per share.,693,152855
2025-01-31,Sale at price 220.24 per share.,693,152630
2025-01-31,Sale at price 220.43 per share.,693,152758
2025-01-31,Sale at price 220.55 per share.,209,46095
2025-01-31,Sale at price 220.22 per share.,191,42062
2025-01-31,Sale at price 220.11 per share.,560,123260
2025-01-31,Sale at price 220.04 per share.,187,41147
2025-01-31,Sale at price 220.59 per share.,693,152870
2025-01-31,Sale at price 220.59 per share.,693,152869
2025-01-31,Sale at price 220.36 per share.,200,44072
2025-01-31,Sale at price 220.41 per share.,693,152744
2025-02-04,Sale at price 222.12 per share.,4576,1016421
2025-02-04,Sale at price 222.93 per share.,318,70892
2025-02-04,Sale at price 222.12 per share.,5826,1294071
2025-02-07,Sale at price 225.89 per share.,4000,903562
2025-02-24,Sale at price 228.43 per share.,44405,10143621
2025-02-24,Sale at price 227.51 per share.,5732,1304098
2025-02-24,Conversion of Exercise of derivative security at price 110.81 per share.,11594,1284731
2025-02-25,Stock Award(Grant) at price 0.00 per share.,727,0
2025-03-03,Sale at price 234.77 per share.,62,14556
2025-03-03,Sale at price 234.83 per share.,45,10567
2025-03-03,Conversion of Exercise of derivative security at price 145.67 per share.,22063,3213917
2025-03-03,Sale at price 234.96 per share.,124,29134
2025-03-03,Sale at price 234.76 per share.,47,11034
2025-03-03,Sale at price 234.81 per share.,43,10097
2025-03-05,Sale at price 228.11 per share.,3094,705772
2025-03-05,Sale at price 228.11 per share.,1547,352886
2025-03-05,Sale at price 228.11 per share.,4126,941182
2025-03-06,Sale at price 229.03 per share.,928,212540
2025-03-07,Sale at price 224.71 per share.,19153,4303896
2025-03-07,Sale at price 225.92 per share.,1251,282626
2025-03-07,Conversion of Exercise of derivative security at price 150.12 per share.,19805,2973028
2025-05-02,Sale at price 233.32 per share.,23795,5551859
2025-05-02,Conversion of Exercise of derivative security at price 145.67 - 150.12 per share.,30636,4511503
2025-05-20,Conversion of Exercise of derivative security at price 110.81 - 145.67 per share.,53429,6685700
2025-05-20,Stock Award(Grant) at price 0.00 per share.,4585,0
2025-05-27,Conversion of Exercise of derivative security at price 98.90 per share.,818,80899
2025-05-27,Conversion of Exercise of derivative security at price 110.81 - 204.76 per share.,79183,10440850
2025-05-27,Sale at price 236.81 per share.,674,159610
2025-05-27,Sale at price 237.36 per share.,57888,13740429
2025-05-30,Sale at price 240.00 per share.,1941,465840
2025-05-30,Conversion of Exercise of derivative security at price 110.81 per share.,15072,1670128
2025-05-30,Conversion of Exercise of derivative security at price 110.81 per share.,2319,256968
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-07-15,Stock Award(Grant) at price 227.44 per share.,1063,241774
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-07-15,Stock Award(Grant) at price 227.44 per share.,696,158302
2025-09-02,Stock Award(Grant) at price 0.00 per share.,9130,0
2025-09-04,Sale at price 225.20 per share.,100,22520
2025-11-03,Stock Award(Grant) at price 0.00 per share.,2628,0
2025-11-03,Purchase at price 196.42 per share.,2000,392840
2025-11-20,Sale at price 217.06 per share.,1380,299543
2025-11-25,Stock Gift at price 0.00 per share.,693,0
2026-01-29,Stock Award(Grant) at price 226.41 per share.,59516,13475018
2026-01-29,Stock Award(Grant) at price 226.41 per share.,16481,3731463
2026-01-29,Stock Award(Grant) at price 226.41 per share.,10378,2349683
2026-01-29,Stock Award(Grant) at price 226.41 per share.,1392,315163
2026-01-29,Stock Award(Grant) at price 226.41 per share.,2746,621722
2026-01-29,Stock Award(Grant) at price 226.41 per share.,1373,310861
2026-01-29,Stock Award(Grant) at price 226.41 per share.,1717,388746
2026-01-29,Stock Award(Grant) at price 226.41 per share.,10988,2487793
2026-01-29,Stock Award(Grant) at price 226.41 per share.,8668,1962522
2026-01-29,Stock Award(Grant) at price 226.41 per share.,12208,2764013
2026-01-29,Stock Award(Grant) at price 226.41 per share.,12208,2764013
2026-01-29,Stock Award(Grant) at price 226.41 per share.,1006,227768
2026-01-30,Sale at price 219.01 per share.,690,151114
2026-01-30,Sale at price 218.62 per share.,270,59028
2026-01-30,Sale at price 219.48 per share.,690,151445
2026-01-30,Sale at price 219.79 per share.,687,150996
2026-01-30,Sale at price 219.58 per share.,690,151514
2026-01-30,Sale at price 219.70 per share.,690,151596
2026-01-30,Sale at price 218.85 per share.,215,47053
2026-01-30,Sale at price 219.64 per share.,428,94004
2026-01-30,Sale at price 219.65 per share.,157,34485
2026-01-30,Sale at price 219.32 per share.,689,151111
2026-01-30,Sale at price 219.57 per share.,220,48306
2026-02-10,Sale at price 230.00 - 230.86 per share.,36753,8469157
2026-02-11,Sale at price 234.71 per share.,1021,239634
2026-02-13,Sale at price 234.50 per share.,7352,1724052
2026-02-17,Sale at price 233.48 per share.,12194,2847055
2026-02-17,Conversion of Exercise of derivative security at price 110.81 - 126.00 per share.,4842,573998
