date,transactionType,shares,value
2024-03-15,,212,
2024-04-02,Stock Gift at price 0.00 per share.,160,0.0
2024-05-21,Sale at price 73.75 per share.,80000,5900024.0
2024-05-21,Conversion of Exercise of derivative security at price 38.14 per share.,80000,3051600.0
2024-12-20,Stock Gift at price 0.00 per share.,2325,0.0
2025-01-27,Stock Award(Grant) at price 0.00 per share.,1626,0.0
2025-01-27,Stock Award(Grant) at price 0.00 per share.,2259,0.0
2025-02-13,Sale at price 77.03 per share.,7150,550764.0
2025-03-14,,1344,
2025-03-14,,1344,
2025-03-14,,711,
2025-03-14,,319,
2025-10-08,Sale at price 65.86 per share.,50000,3293000.0
2025-10-08,Conversion of Exercise of derivative security at price 49.96 per share.,50000,2498000.0
