date,transactionType,shares,value
2024-03-04,Stock Gift at price 0.00 per share.,45346,0.0
2024-03-12,Sale at price 62.93 per share.,3500,220255.0
2024-03-15,Sale at price 61.88 per share.,235,14542.0
2024-03-21,Sale at price 65.00 per share.,176,11440.0
2024-04-09,Sale at price 62.50 per share.,3500,218750.0
2024-04-15,Sale at price 61.14 per share.,235,14368.0
2024-04-15,,2201,
2024-04-15,Conversion of Exercise of derivative security at price 60.54 per share.,3242,196271.0
2024-04-15,,6361,
2024-04-15,Conversion of Exercise of derivative security at price 60.54 per share.,6849,414638.0
2024-04-15,Conversion of Exercise of derivative security at price 60.54 per share.,2398,145175.0
2024-04-15,,4589,
2024-04-15,Conversion of Exercise of derivative security at price 60.54 per share.,43037,2605460.0
2024-04-15,Conversion of Exercise of derivative security at price 60.54 per share.,14675,888424.0
2024-04-16,Sale at price 59.10 per share.,1447,85518.0
2024-04-16,Sale at price 59.10 per share.,2322,137230.0
2024-05-15,Conversion of Exercise of derivative security at price 57.09 per share.,1188,67823.0
2024-05-15,,1779,
2024-05-15,Conversion of Exercise of derivative security at price 57.09 per share.,2512,143410.0
2024-05-15,,503,
2024-05-15,Conversion of Exercise of derivative security at price 57.09 per share.,1413,80668.0
2024-05-15,,16872,
2024-05-15,Conversion of Exercise of derivative security at price 57.09 per share.,6279,358468.0
2024-05-15,,942,
2024-06-03,,1858,
2024-06-03,,6003,
2024-06-03,Conversion of Exercise of derivative security at price 55.50 per share.,6003,333166.0
2024-06-03,,1858,
2024-06-03,Conversion of Exercise of derivative security at price 55.50 per share.,6003,333166.0
2024-06-03,,6003,
2024-06-03,,6003,
2024-06-03,,6003,
2024-06-03,,6003,
2024-08-15,Conversion of Exercise of derivative security at price 53.17 per share.,4777,253993.0
2024-10-15,Conversion of Exercise of derivative security at price 63.05 per share.,496,31273.0
2024-12-16,Conversion of Exercise of derivative security at price 74.87 per share.,2615,195785.0
2025-01-15,,7084,
2025-01-17,Sale at price 74.74 - 74.77 per share.,3571,266934.0
2025-02-24,Sale at price 71.79 per share.,2141,153702.0
2025-02-25,Sale at price 72.00 per share.,5709,411036.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,3083,0.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,98720,0.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,9595,0.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,3203,0.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,7299,0.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,8225,0.0
2025-04-10,Stock Award(Grant) at price 0.00 per share.,5312,0.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,3106,184776.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,4850,288526.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,8371,497991.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,12881,766291.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,5417,322257.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,6821,405781.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,10621,631843.0
2025-04-15,Conversion of Exercise of derivative security at price 59.49 per share.,59122,3517168.0
2025-05-08,Sale at price 66.54 per share.,1900,126436.0
2025-05-08,Stock Gift at price 0.00 per share.,177431,0.0
2025-05-12,Conversion of Exercise of derivative security at price 49.90 per share.,180,8982.0
2025-05-12,Sale at price 70.79 - 70.80 per share.,1100,77879.0
2025-05-21,Sale at price 71.69 per share.,6511,466774.0
2025-05-22,,238,
2025-05-22,,634,
2025-05-22,,740,
2025-05-22,,384,
2025-05-22,,410,
2025-05-22,,7602,
2025-05-27,Sale at price 71.53 per share.,7500,536475.0
2025-05-28,Sale at price 72.00 per share.,696,50112.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,,4952,
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-05-30,Conversion of Exercise of derivative security at price 71.66 per share.,4952,354860.0
2025-06-02,Sale at price 70.94 per share.,6003,425853.0
2025-06-10,Sale at price 72.47 per share.,7500,543525.0
2025-06-16,Sale at price 72.75 per share.,1500,109125.0
2025-06-26,Sale at price 75.00 per share.,2500,187500.0
2025-07-03,Sale at price 78.00 per share.,1476,115128.0
2025-07-08,Sale at price 78.86 per share.,7500,591450.0
2025-07-10,Sale at price 80.00 per share.,1404,112320.0
2025-07-10,Sale at price 80.00 per share.,3156,252480.0
2025-08-11,Sale at price 82.67 - 84.54 per share.,208847,17457386.0
2025-08-11,Conversion of Exercise of derivative security at price 41.51 per share.,208847,8669239.0
2025-08-12,Sale at price 82.93 per share.,7500,621975.0
2025-08-26,Stock Gift at price 0.00 per share.,325,0.0
2025-08-27,Sale at price 81.55 per share.,2676,218228.0
2025-08-27,Sale at price 81.55 per share.,2500,203875.0
2025-08-27,Conversion of Exercise of derivative security at price 49.90 - 63.47 per share.,2176,115408.0
