date,transactionType,shares,value
2024-10-07,Sale at price 85.00 per share.,132527,11264888.0
2024-10-07,Conversion of Exercise of derivative security at price 16.31 - 17.26 per share.,111886,1878261.0
2024-10-07,Sale at price 84.31 - 84.94 per share.,162777,13775792.0
2024-11-01,Conversion of Exercise of derivative security at price 17.26 - 24.55 per share.,4263,82306.0
2024-11-01,Sale at price 84.33 per share.,6983,588876.0
2024-11-05,Conversion of Exercise of derivative security at price 16.31 - 17.26 per share.,111887,1878277.0
2024-11-05,Sale at price 84.74 - 85.17 per share.,162778,13794851.0
2024-11-08,Conversion of Exercise of derivative security at price 24.55 per share.,17362,426237.0
2024-11-08,Sale at price 87.66 per share.,30580,2680572.0
2024-11-12,Stock Gift at price 0.00 per share.,2610,0.0
2024-11-21,Sale at price 91.63 per share.,4877,446902.0
2024-11-25,Sale at price 89.27 per share.,14010,1250664.0
2024-11-25,Conversion of Exercise of derivative security at price 17.26 - 22.71 per share.,4186,89565.0
2024-11-26,Stock Gift at price 0.00 per share.,12349,0.0
2024-11-26,Stock Gift at price 0.00 per share.,7800,0.0
2024-11-27,Sale at price 90.65 per share.,1336,121105.0
2024-12-02,Conversion of Exercise of derivative security at price 17.26 - 24.55 per share.,4263,82306.0
2024-12-02,Sale at price 90.78 per share.,6983,633917.0
2024-12-03,Purchase at price 90.29 per share.,50,4515.0
2024-12-10,Sale at price 89.97 per share.,20,1799.0
2024-12-31,,13907,
2024-12-31,,57121,
2024-12-31,,4469,
2024-12-31,,14901,
2024-12-31,,10430,
2024-12-31,,6456,
2024-12-31,,8940,
2025-01-03,Sale at price 89.86 - 90.02 per share.,6461,581241.0
2025-01-03,Sale at price 89.86 per share.,9689,870636.0
2025-01-03,Sale at price 89.86 per share.,7152,642658.0
2025-02-03,Conversion of Exercise of derivative security at price 17.26 - 27.09 per share.,17313,429493.0
2025-02-03,Sale at price 101.45 - 102.14 per share.,17313,1762507.0
2025-02-07,Sale at price 104.97 per share.,6528,685244.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,14708,0.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,23760,0.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,130118,0.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,33944,0.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,10182,0.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,20366,0.0
2025-02-11,Stock Gift at price 0.00 per share.,3000,0.0
2025-02-11,Sale at price 105.48 per share.,12000,1265815.0
2025-02-11,Stock Award(Grant) at price 0.00 per share.,31680,0.0
2025-02-12,,1442,
2025-02-12,,480,
2025-02-12,,1026,
2025-02-12,Sale at price 105.06 per share.,13022,1368073.0
2025-02-12,,2115,
2025-02-12,Sale at price 105.07 per share.,15087,1585135.0
2025-02-12,Conversion of Exercise of derivative security at price 16.31 per share.,15087,246069.0
2025-02-12,,3654,
2025-02-12,Stock Gift at price 0.00 per share.,2156,0.0
2025-02-12,Sale at price 105.06 per share.,6389,671249.0
2025-02-12,,1731,
2025-02-12,,13704,
2025-02-12,,3462,
2025-02-12,,2692,
2025-02-14,,4689,
2025-02-14,,1964,
2025-02-14,,3404,
2025-02-14,,9080,
2025-02-14,,8552,
2025-02-14,Sale at price 106.31 per share.,1201,127678.0
2025-02-14,,4888,
2025-02-14,,51123,
2025-02-14,,12489,
2025-02-14,,13189,
2025-02-19,Sale at price 104.41 - 105.19 per share.,5960,624861.0
2025-02-19,Conversion of Exercise of derivative security at price 17.26 - 40.12 per share.,60523,1550275.0
2025-02-19,Sale at price 104.08 - 105.24 per share.,84863,8919296.0
2025-02-19,Sale at price 105.35 per share.,1510,159078.0
2025-02-20,Stock Gift at price 0.00 per share.,1000,0.0
2025-02-21,Sale at price 104.64 per share.,4826,504993.0
2025-02-24,Sale at price 104.23 per share.,13586,1416134.0
2025-02-25,Stock Gift at price 0.00 per share.,2040,0.0
2025-02-25,Sale at price 104.00 - 104.25 per share.,7363,766921.0
2025-02-28,Conversion of Exercise of derivative security at price 42.16 per share.,8055,304311.0
2025-02-28,Sale at price 101.13 per share.,9887,999872.0
2025-03-03,Conversion of Exercise of derivative security at price 37.50 per share.,5949,223088.0
2025-03-04,Sale at price 104.63 - 104.97 per share.,7631,800897.0
2025-03-21,Sale at price 100.85 per share.,4826,486702.0
2025-04-01,Conversion of Exercise of derivative security at price 17.26 - 24.55 per share.,105618,2183144.0
2025-04-01,Sale at price 100.01 per share.,164442,16445072.0
2025-04-21,Sale at price 95.09 per share.,4826,458904.0
2025-05-01,Conversion of Exercise of derivative security at price 17.26 - 27.09 per share.,17314,429515.0
2025-05-01,Sale at price 102.06 per share.,17314,1766982.0
2025-05-01,Sale at price 102.13 - 102.92 per share.,164443,16851974.0
2025-05-01,Conversion of Exercise of derivative security at price 17.26 - 24.55 per share.,105619,2183161.0
2025-05-02,,2102,
2025-05-02,,4204,
2025-05-05,Sale at price 104.54 per share.,4572,477957.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2686,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,2081,0.0
2025-05-21,Sale at price 106.42 per share.,4826,513583.0
2025-05-29,Sale at price 104.59 per share.,4000,418368.0
2025-06-02,Conversion of Exercise of derivative security at price 17.26 - 24.55 per share.,105619,2183161.0
2025-06-02,Sale at price 103.39 - 104.05 per share.,164443,17051136.0
2025-06-04,Sale at price 102.88 per share.,56372,5799630.0
2025-06-04,Conversion of Exercise of derivative security at price 26.15 per share.,56372,1474128.0
2025-07-01,Conversion of Exercise of derivative security at price 26.15 per share.,50000,1307500.0
2025-07-01,Sale at price 106.97 per share.,50000,5348315.0
2025-07-01,,4036,
2025-07-25,Sale at price 106.03 per share.,4000,424120.0
2025-07-29,Sale at price 106.99 per share.,2901,310378.0
2025-08-01,,1090,
2025-08-01,Conversion of Exercise of derivative security at price 26.15 per share.,50000,1307500.0
2025-08-01,Sale at price 104.63 per share.,50000,5231670.0
2025-08-01,Conversion of Exercise of derivative security at price 17.26 - 27.09 per share.,17313,429493.0
