date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2157,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2157,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2157,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,3559,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2157,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2157,0
2024-03-07,Stock Award(Grant) at price 92.04 per share.,33,3037
2024-03-07,Stock Award(Grant) at price 92.04 per share.,89,8192
2024-03-19,Stock Gift at price 0.00 per share.,150,0
2024-03-19,Stock Gift at price 0.00 per share.,274,0
2024-04-30,Sale at price 95.28 per share.,4000,381120
2024-05-01,Stock Gift at price 0.00 per share.,500,0
2024-06-04,Sale at price 103.91 per share.,1800,187038
2024-06-24,Stock Gift at price 0.00 per share.,244,0
2024-08-21,Stock Award(Grant) at price 116.33 per share.,88,10237
2024-09-30,Stock Award(Grant) at price 128.03 per share.,273,34952
2024-11-21,Stock Award(Grant) at price 101.87 - 137.91 per share.,168,20286
2024-11-29,Stock Award(Grant) at price 89.46 - 138.18 per share.,259,28968
2024-11-29,Stock Award(Grant) at price 89.46 - 138.18 per share.,265,27848
2024-11-29,Stock Award(Grant) at price 89.46 - 138.18 per share.,262,28554
2024-11-29,Stock Award(Grant) at price 89.46 - 138.18 per share.,267,27394
2024-11-29,Stock Award(Grant) at price 89.46 - 138.18 per share.,268,27142
2024-11-29,Stock Award(Grant) at price 89.46 - 138.18 per share.,169,18919
2024-12-09,Sale at price 130.19 per share.,2200,286418
2024-12-09,Stock Gift at price 0.00 per share.,700,0
2025-02-18,Conversion of Exercise of derivative security at price 149.71 per share.,9248,1384518
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1434,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,2427,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1434,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1434,0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,1434,0
2025-03-06,Stock Award(Grant) at price 148.97 per share.,91,13556
2025-05-22,Stock Award(Grant) at price 146.90 per share.,108,15865
2025-05-30,Stock Award(Grant) at price 154.28 per share.,141,21753
2025-05-30,Stock Award(Grant) at price 154.28 per share.,112,17279
2025-05-30,Stock Award(Grant) at price 154.28 per share.,81,12497
2025-05-30,Stock Award(Grant) at price 154.28 per share.,150,23142
2025-05-30,Stock Award(Grant) at price 154.28 per share.,61,9411
2025-06-17,Stock Gift at price 0.00 per share.,495,0
2025-06-30,Purchase at price 151.46 per share.,20000,3029200
2025-08-21,Stock Award(Grant) at price 166.94 per share.,73,12187
2025-11-20,Stock Award(Grant) at price 197.58 per share.,62,12250
2025-11-28,Stock Award(Grant) at price 208.22 per share.,39,8121
2025-11-28,Stock Award(Grant) at price 154.28 - 208.22 per share.,177,30166
2025-11-28,Stock Award(Grant) at price 208.22 per share.,64,13326
2025-11-28,Stock Award(Grant) at price 208.22 per share.,71,14784
2025-11-28,Stock Award(Grant) at price 208.22 per share.,31,6455
2025-11-28,Stock Award(Grant) at price 208.22 per share.,53,11036
2025-12-16,Stock Gift at price 0.00 per share.,500,0
2025-12-31,Stock Award(Grant) at price 0.00 per share.,57,0
2026-02-13,Stock Gift at price 0.00 per share.,541,0
