date,transactionType,shares,value
2024-03-06,Sale at price 110.64 per share.,20000,2212800.0
2024-03-06,Conversion of Exercise of derivative security at price 43.99 per share.,20000,879800.0
2024-04-30,Stock Gift at price 0.00 per share.,19412,0.0
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-15,,2375,
2024-05-17,Stock Award(Grant) at price 0.00 per share.,1365,0.0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,1365,0.0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,1365,0.0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,1365,0.0
2024-05-22,Stock Gift at price 0.00 per share.,14745,0.0
2024-05-23,Sale at price 135.14 - 135.68 per share.,185000,25038135.0
2024-05-23,Conversion of Exercise of derivative security at price 43.99 per share.,225000,9897750.0
2024-07-26,Sale at price 64.54 per share.,750000,48403725.0
2024-07-26,Sale at price 64.65 per share.,90000,5818329.0
2024-07-26,Conversion of Exercise of derivative security at price 18.23 per share.,750000,13672500.0
2024-07-26,Conversion of Exercise of derivative security at price 22.00 per share.,90000,1979550.0
2024-07-29,Sale at price 64.10 - 64.19 per share.,276000,17700822.0
2024-07-29,Conversion of Exercise of derivative security at price 22.37 per share.,276000,6174120.0
2024-07-31,Sale at price 64.28 per share.,400000,25710480.0
2024-07-31,Conversion of Exercise of derivative security at price 18.22 per share.,400000,7290000.0
2024-08-05,Stock Gift at price 0.00 per share.,100000,0.0
2024-08-14,Sale at price 65.01 per share.,250000,16251825.0
2024-08-14,Conversion of Exercise of derivative security at price 14.50 per share.,250000,3624375.0
2024-08-15,Conversion of Exercise of derivative security at price 22.00 per share.,100000,2199500.0
2024-08-15,Conversion of Exercise of derivative security at price 22.37 per share.,300000,6711750.0
2024-08-15,Sale at price 65.63 per share.,100000,6563040.0
2024-08-15,Sale at price 65.83 per share.,300000,19748580.0
2024-10-29,Sale at price 68.81 - 69.93 per share.,1190000,82204731.0
2024-10-29,Sale at price 68.76 per share.,150000,10314060.0
2024-10-29,Sale at price 68.84 per share.,180000,12391938.0
2024-10-29,Conversion of Exercise of derivative security at price 18.23 per share.,1190000,21693700.0
2024-10-29,Conversion of Exercise of derivative security at price 22.00 per share.,100000,2200000.0
2024-10-29,Conversion of Exercise of derivative security at price 14.50 per share.,150000,2175000.0
2024-10-29,Conversion of Exercise of derivative security at price 14.50 per share.,180000,2610000.0
2024-10-30,Sale at price 68.80 per share.,75000,5159738.0
2024-11-06,Sale at price 71.81 per share.,180000,12926214.0
2024-11-06,Conversion of Exercise of derivative security at price 18.23 per share.,400000,7292000.0
2024-11-06,Conversion of Exercise of derivative security at price 14.50 per share.,180000,2610000.0
2024-11-06,Sale at price 71.56 per share.,300000,21469140.0
2024-11-08,Sale at price 74.12 per share.,132000,9783272.0
2024-11-08,Conversion of Exercise of derivative security at price 22.37 per share.,132000,2952840.0
2024-12-03,Stock Gift at price 0.00 per share.,160000,0.0
2025-01-28,Stock Gift at price 0.00 per share.,58116,0.0
2025-01-28,Stock Gift at price 0.00 per share.,14000,0.0
2025-01-28,Stock Gift at price 0.00 per share.,25000,0.0
2025-04-25,Stock Gift at price 0.00 per share.,46000,0.0
2025-04-25,Sale at price 75.91 per share.,390000,29605797.0
2025-04-25,Sale at price 75.73 per share.,2000000,151457200.0
2025-04-25,Sale at price 75.93 per share.,400000,30370320.0
2025-04-25,Sale at price 76.22 - 76.28 per share.,205000,15635626.0
2025-04-25,Sale at price 75.88 per share.,100000,7587890.0
2025-04-25,Sale at price 75.49 per share.,100000,7549470.0
2025-04-25,Conversion of Exercise of derivative security at price 22.00 per share.,2000000,43990000.0
2025-04-25,Conversion of Exercise of derivative security at price 22.00 - 22.55 per share.,440000,9859225.0
2025-04-25,Conversion of Exercise of derivative security at price 22.37 per share.,205000,4586362.0
2025-04-25,Conversion of Exercise of derivative security at price 18.22 per share.,400000,7290000.0
2025-04-25,Conversion of Exercise of derivative security at price 18.22 per share.,100000,1822500.0
2025-04-25,Conversion of Exercise of derivative security at price 22.37 per share.,100000,2237250.0
2025-05-02,Sale at price 80.03 per share.,87500,7002966.0
2025-05-02,Conversion of Exercise of derivative security at price 18.22 per share.,100000,1822500.0
2025-05-02,Sale at price 80.28 per share.,126000,10115910.0
2025-05-02,Conversion of Exercise of derivative security at price 22.37 - 22.55 per share.,126000,2834820.0
2025-05-13,Sale at price 86.36 per share.,100000,8635560.0
2025-05-13,Conversion of Exercise of derivative security at price 22.37 per share.,125000,2796562.0
2025-05-16,Stock Award(Grant) at price 0.00 per share.,2360,0.0
2025-05-29,Sale at price 88.79 per share.,40000,3551408.0
2025-05-29,Conversion of Exercise of derivative security at price 18.23 per share.,40000,729200.0
2025-05-30,Sale at price 89.54 per share.,160000,14326512.0
2025-05-30,Sale at price 89.09 per share.,100000,8909350.0
2025-05-30,Conversion of Exercise of derivative security at price 18.22 per share.,100000,1822500.0
2025-05-30,Conversion of Exercise of derivative security at price 22.55 per share.,160000,3608400.0
