date,transactionType,shares,value
2024-09-24,Sale at price 289.45 - 297.88 per share.,3289,965183.0
2024-09-24,Sale at price 293.64 - 298.36 per share.,13584,4022406.0
2024-10-08,Stock Award(Grant) at price 0.00 per share.,5566,0.0
2024-10-09,Stock Gift at price 0.00 per share.,32709,0.0
2024-10-10,Stock Gift at price 0.00 per share.,365470,0.0
2024-10-11,Sale at price 320.38 - 321.42 per share.,6250,2002376.0
2024-10-15,Sale at price 309.38 per share.,4000,1237520.0
2024-11-07,Sale at price 320.20 - 332.81 per share.,6250,2011173.0
2024-11-15,Sale at price 340.44 per share.,4000,1361760.0
2024-11-29,,30000,
2024-11-29,Sale at price 347.49 - 349.79 per share.,30000,10468026.0
2024-12-03,Sale at price 345.25 - 351.50 per share.,6250,2183361.0
2024-12-04,,4500,
2024-12-04,Sale at price 362.74 - 362.76 per share.,17530,6359008.0
2024-12-11,,6742579,
2024-12-11,,66669,
2024-12-11,,40000,
2024-12-11,,90000,
2024-12-11,,155471,
2024-12-11,Stock Gift at price 0.00 per share.,1001000,0.0
2024-12-16,Sale at price 387.01 per share.,5000,1935050.0
2024-12-16,Sale at price 366.22 - 369.38 per share.,4500,1656619.0
2024-12-16,Conversion of Exercise of derivative security at price 11.13 per share.,5000,55650.0
2024-12-20,Stock Award(Grant) at price 0.00 per share.,34,0.0
2024-12-20,Stock Award(Grant) at price 0.00 per share.,41,0.0
2024-12-20,Stock Award(Grant) at price 0.00 per share.,31,0.0
2024-12-20,Stock Award(Grant) at price 0.00 per share.,74,0.0
2024-12-20,Stock Award(Grant) at price 0.00 per share.,34,0.0
2024-12-23,Sale at price 357.09 - 358.47 per share.,10801,3871812.0
2024-12-23,Sale at price 356.91 - 358.47 per share.,11217,4017296.0
2024-12-23,Sale at price 355.39 - 365.38 per share.,18071,6500108.0
2024-12-24,Sale at price 358.47 - 361.06 per share.,13584,4890381.0
2024-12-26,Stock Gift at price 0.00 per share.,50000,0.0
2024-12-26,Sale at price 356.70 - 364.29 per share.,4721,1708958.0
2025-01-02,Sale at price 342.13 - 349.91 per share.,6250,2160282.0
2025-01-08,Stock Gift at price 0.00 per share.,1000000,0.0
2025-01-13,Stock Gift at price 0.00 per share.,40000,0.0
2025-01-15,Sale at price 354.28 - 355.77 per share.,4000,1419652.0
2025-02-05,Sale at price 405.87 - 418.53 per share.,6250,2577461.0
2025-02-10,Sale at price 425.56 - 431.20 per share.,25000,10698940.0
2025-02-18,Sale at price 448.83 - 451.76 per share.,4000,1802664.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,40966,0.0
2025-02-28,Stock Award(Grant) at price 0.00 per share.,29262,0.0
2025-03-03,Sale at price 379.15 - 401.79 per share.,6250,2443264.0
2025-03-17,Sale at price 353.00 per share.,4500,1588500.0
2025-03-20,Stock Award(Grant) at price 0.00 per share.,27,0.0
2025-03-20,Stock Award(Grant) at price 0.00 per share.,33,0.0
2025-03-20,Stock Award(Grant) at price 0.00 per share.,40,0.0
2025-03-20,Stock Award(Grant) at price 0.00 per share.,30,0.0
2025-03-20,Stock Award(Grant) at price 0.00 per share.,72,0.0
2025-03-20,Stock Award(Grant) at price 0.00 per share.,33,0.0
2025-03-21,Sale at price 354.12 - 358.70 per share.,13543,4856803.0
2025-03-21,Sale at price 357.15 - 358.70 per share.,22449,8051996.0
2025-03-21,Sale at price 354.29 - 360.14 per share.,13529,4844717.0
2025-03-24,Sale at price 353.76 - 371.79 per share.,3637,1332497.0
2025-03-24,Sale at price 354.18 - 369.00 per share.,7643,2758659.0
2025-03-25,Stock Gift at price 0.00 per share.,6276,0.0
2025-03-31,Stock Gift at price 0.00 per share.,3207913,0.0
2025-04-01,Sale at price 359.43 - 360.39 per share.,10000,3595654.0
2025-04-04,Sale at price 321.61 - 328.86 per share.,6250,2026011.0
2025-04-09,Sale at price 380.00 per share.,5000,1900000.0
2025-04-09,Conversion of Exercise of derivative security at price 11.13 per share.,5000,55650.0
2025-04-15,Sale at price 378.93 - 390.19 per share.,10000,3868358.0
