date,transactionType,shares,value
2024-03-01,Sale at price 275.00 per share.,5000,1375000
2024-03-07,Sale at price 251.49 - 252.14 per share.,1628,409510
2024-03-15,Sale at price 256.66 per share.,550,141163
2024-03-26,Stock Award(Grant) at price 0.00 per share.,7095,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,5977,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,7129,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,6046,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,1459,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,16213,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,13812,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,49181,0
2024-03-26,Stock Award(Grant) at price 0.00 per share.,41758,0
2024-03-27,Sale at price 260.47 per share.,1757,457646
2024-03-27,Sale at price 259.02 - 261.69 per share.,5553,1443821
2024-03-27,Sale at price 259.04 - 261.54 per share.,21053,5473609
2024-04-02,Sale at price 249.69 per share.,75,18727
2024-04-10,Stock Award(Grant) at price 0.00 per share.,10470,0
2024-04-10,Stock Award(Grant) at price 0.00 per share.,12501,0
2024-04-10,Stock Award(Grant) at price 0.00 per share.,35943,0
2024-04-10,Stock Award(Grant) at price 0.00 per share.,6250,0
2024-04-10,Stock Award(Grant) at price 0.00 per share.,2344,0
2024-04-10,Stock Award(Grant) at price 0.00 per share.,6250,0
2024-06-14,Sale at price 226.40 per share.,17413,3942303
2024-06-17,Sale at price 226.21 - 235.00 per share.,1650,378081
2024-06-27,Sale at price 244.22 per share.,75,18316
2024-07-11,Sale at price 250.00 per share.,19693,4923250
2024-07-15,Sale at price 253.33 per share.,550,139332
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1433,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,984,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1338,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1385,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1338,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1693,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1338,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1338,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1456,0
2024-07-16,Stock Award(Grant) at price 0.00 per share.,1338,0
2024-08-15,Sale at price 248.18 per share.,550,136499
2024-08-30,Sale at price 270.00 per share.,17344,4682880
2024-09-16,Sale at price 265.50 per share.,550,146025
2024-09-30,Purchase at price 275.48 per share.,54,14876
2024-09-30,Stock Award(Grant) at price 275.48 per share.,54,14876
2024-09-30,Sale at price 274.84 per share.,286,78604
2024-10-01,Sale at price 274.61 per share.,54,14829
2024-10-01,Sale at price 274.61 per share.,54,14829
2024-10-15,Sale at price 285.31 per share.,550,156920
2024-11-15,Sale at price 305.06 per share.,550,167783
2024-12-06,Sale at price 305.92 per share.,1778,543926
2024-12-11,Sale at price 305.37 per share.,1778,542948
2024-12-16,Stock Award(Grant) at price 0.00 per share.,33514,0
2024-12-16,Stock Award(Grant) at price 305.83 per share.,33514,10249587
2024-12-18,Stock Award(Grant) at price 0.00 per share.,491,0
2024-12-18,Stock Award(Grant) at price 0.00 per share.,491,0
2025-03-21,Purchase at price 267.10 per share.,2000,534194
2025-03-26,Stock Gift at price 0.00 per share.,4000,0
2025-03-27,Stock Award(Grant) at price 0.00 per share.,56493,0
2025-03-27,Stock Award(Grant) at price 0.00 per share.,19908,0
2025-03-27,Stock Award(Grant) at price 0.00 per share.,10033,0
2025-03-27,Stock Award(Grant) at price 0.00 per share.,10447,0
2025-03-27,Stock Award(Grant) at price 0.00 per share.,1936,0
2025-03-28,Sale at price 267.29 per share.,2452,655395
2025-04-01,Sale at price 261.18 per share.,57,14887
2025-06-17,Sale at price 300.00 per share.,486,145800
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1150,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1150,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1252,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,846,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1232,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,846,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1455,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1191,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1150,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1150,0
2025-06-18,Stock Award(Grant) at price 0.00 per share.,1150,0
2025-06-24,Sale at price 305.00 per share.,2544,775920
2025-06-30,Sale at price 310.00 per share.,3110,964100
2025-07-03,Sale at price 315.00 per share.,3251,1024065
2025-08-29,Sale at price 325.00 per share.,3159,1026675
2025-08-29,Sale at price 320.00 - 325.00 per share.,6129,1980040
2025-09-03,Sale at price 315.10 per share.,2761,869991
2025-09-05,Sale at price 322.51 - 325.03 per share.,22420,7258476
2025-09-29,Sale at price 325.00 per share.,917,298025
2025-12-02,Stock Gift at price 0.00 per share.,26268,0
