date,transactionType,shares,value
2024-03-04,Sale at price 35.16 per share.,9272,326000
2024-03-04,Conversion of Exercise of derivative security at price 23.09 per share.,9272,214090
2024-03-28,Sale at price 36.03 per share.,8349,300784
2024-05-10,Stock Award(Grant) at price 0.00 per share.,5790,0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,5790,0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,5790,0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,5790,0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,5790,0
2024-05-10,Stock Award(Grant) at price 0.00 per share.,5790,0
2024-05-20,Stock Gift at price 0.00 per share.,22660,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,33506,0
2024-06-07,Sale at price 29.40 per share.,5776,169814
2024-08-26,Purchase at price 31.38 per share.,31500,988376
2024-08-27,Sale at price 30.77 per share.,12000,369252
2024-09-13,Purchase at price 32.01 per share.,7800,249676
2024-12-06,Stock Gift at price 0.00 per share.,4700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,1788,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,1026,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,13635,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,8308,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,13635,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,63778,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,12897,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,25735,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,28074,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,30080,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,34759,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,140374,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,26069,0
2025-02-14,Stock Award(Grant) at price 0.00 per share.,25401,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6849,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6849,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6849,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6849,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6849,0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6849,0
2025-08-11,Purchase at price 25.28 per share.,4000,101140
2025-11-14,Stock Award(Grant) at price 0.00 per share.,3964,0
2025-12-15,Sale at price 23.33 per share.,90162,2103624
2025-12-15,Conversion of Exercise of derivative security at price 23.09 per share.,90162,2081841
2025-12-17,Purchase at price 23.61 per share.,4500,106226
2026-02-03,Conversion of Exercise of derivative security at price 23.09 per share.,11157,257615
2026-02-03,Sale at price 25.82 per share.,11157,288037
2026-02-13,Stock Award(Grant) at price 0.00 per share.,4629,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,32240,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,34101,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,56898,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,62805,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,49540,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,270148,0
2026-02-13,Stock Award(Grant) at price 0.00 per share.,49116,0
2026-02-19,Purchase at price 25.70 per share.,20000,514000
2026-02-20,Purchase at price 25.35 per share.,4000,101400
