date,transactionType,shares,value
2024-03-11,Sale at price 184.94 per share.,275,50858.0
2024-03-11,,5410,
2024-03-11,Sale at price 185.00 per share.,6968,1289080.0
2024-03-11,,150,
2024-05-09,Sale at price 185.06 per share.,1100,203566.0
2024-05-13,Conversion of Exercise of derivative security at price 182.15 per share.,484,88161.0
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-05-16,,937,
2024-06-21,Sale at price 175.00 per share.,6000,1050000.0
2024-07-22,Sale at price 186.67 per share.,2500,466675.0
2024-07-26,Sale at price 188.14 - 189.01 per share.,2427,456809.0
2024-08-02,Sale at price 190.23 - 194.54 per share.,5073,974851.0
2024-08-05,,6000,
2024-08-07,Sale at price 203.15 - 203.25 per share.,600,121937.0
2024-08-19,Conversion of Exercise of derivative security at price 204.59 per share.,105,21482.0
2024-08-19,,356,
2024-08-22,Sale at price 206.11 per share.,2000,412220.0
2024-08-26,Sale at price 213.49 per share.,74,15798.0
2024-09-03,Sale at price 204.89 per share.,6000,1229340.0
2024-09-04,Sale at price 213.33 per share.,1622,346021.0
2024-10-11,Conversion of Exercise of derivative security at price 206.00 per share.,14817,3052302.0
2024-12-13,Sale at price 200.43 per share.,25,5011.0
2025-02-10,Sale at price 211.85 per share.,3000,635550.0
2025-02-10,Sale at price 211.66 per share.,80,16933.0
2025-02-10,,19882,
2025-02-10,,5734,
2025-02-10,,4291,
2025-02-10,,18523,
2025-02-12,Sale at price 206.01 per share.,11036,2273526.0
2025-02-12,,7133,
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,744,156426.0
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,1099,231065.0
2025-02-19,,1996,
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,2595,545599.0
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,3561,748700.0
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,6742,1417506.0
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,10247,2154432.0
2025-02-19,Conversion of Exercise of derivative security at price 210.25 per share.,2889,607412.0
2025-02-20,Sale at price 209.67 per share.,200,41934.0
2025-02-20,Sale at price 207.05 - 209.43 per share.,5659,1180744.0
2025-02-24,Sale at price 211.12 per share.,228,48135.0
2025-03-13,Sale at price 206.24 - 211.33 per share.,2684,560593.0
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-06,,729,
2025-05-19,,1278,
2025-05-23,Sale at price 226.58 per share.,3598,815235.0
2025-06-09,Sale at price 221.37 per share.,5000,1106850.0
2025-07-01,,623,
2025-08-19,,1941,
2025-09-02,Sale at price 236.66 per share.,5000,1183300.0
2025-10-10,Conversion of Exercise of derivative security at price 244.71 per share.,14817,3625868.0
2026-02-12,,264,
2026-02-12,,6734,
2026-02-12,,9726,
2026-02-12,,15512,
2026-02-18,Sale at price 285.36 per share.,1500,428040.0
2026-02-18,Sale at price 285.87 per share.,3947,1128329.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,2842,813295.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,4600,1316382.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,1695,485058.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,787,225216.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,4683,1340134.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,224,64102.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,355,101590.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,10965,3137854.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,1882,538572.0
2026-02-19,Conversion of Exercise of derivative security at price 286.17 per share.,5961,1705859.0
