date,transactionType,shares,value
2024-04-01,Stock Award(Grant) at price 88.36 per share.,240,21206
2024-04-01,Stock Award(Grant) at price 88.36 per share.,297,26243
2024-04-01,Stock Award(Grant) at price 88.36 per share.,212,18732
2024-04-01,Stock Award(Grant) at price 88.36 per share.,106,9366
2024-05-01,Conversion of Exercise of derivative security at price 72.29 per share.,6115,442053
2024-05-01,Conversion of Exercise of derivative security at price 62.04 per share.,6329,392651
2024-05-01,Sale at price 91.59 per share.,6329,579696
2024-05-01,Sale at price 91.92 per share.,6115,562091
2024-05-07,Sale at price 93.48 per share.,3497,326882
2024-05-09,Conversion of Exercise of derivative security at price 72.29 per share.,12226,883818
2024-05-09,Conversion of Exercise of derivative security at price 72.29 per share.,12000,867480
2024-05-09,Sale at price 94.15 per share.,12000,1129854
2024-05-09,Sale at price 94.06 per share.,12226,1149926
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1587,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-13,Stock Award(Grant) at price 0.00 per share.,1905,0
2024-05-14,Conversion of Exercise of derivative security at price 72.29 per share.,22250,1608452
2024-05-14,Sale at price 94.15 per share.,22250,2094940
2024-07-01,Stock Award(Grant) at price 95.61 per share.,222,21225
2024-07-01,Stock Award(Grant) at price 95.61 per share.,196,18740
2024-07-01,Stock Award(Grant) at price 95.61 per share.,98,9370
2024-07-01,Stock Award(Grant) at price 95.61 per share.,274,26197
2024-07-31,Conversion of Exercise of derivative security at price 72.29 per share.,40000,2891600
2024-07-31,Sale at price 99.47 per share.,40000,3978660
2024-08-06,Sale at price 103.28 per share.,15850,1636926
2024-08-06,Sale at price 103.10 per share.,10533,1085957
2024-08-06,Conversion of Exercise of derivative security at price 76.41 per share.,15850,1211098
2024-08-06,Conversion of Exercise of derivative security at price 72.29 per share.,24781,1791418
2024-08-06,Sale at price 102.88 per share.,24781,2549405
2024-08-06,Conversion of Exercise of derivative security at price 72.29 per share.,12341,892131
2024-08-08,Conversion of Exercise of derivative security at price 72.29 per share.,14794,1069458
2024-08-08,Sale at price 102.76 per share.,22000,2260729
2024-08-08,Sale at price 102.94 per share.,14794,1522920
2024-08-08,Conversion of Exercise of derivative security at price 72.29 per share.,22000,1590380
2024-08-23,Conversion of Exercise of derivative security at price 69.38 per share.,3462,240194
2024-08-23,Sale at price 103.86 per share.,2313,240228
2024-09-12,Stock Award(Grant) at price 0.00 per share.,2370,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,1536,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,884,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,5455,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,3630,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,20689,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,3630,0
2024-09-12,Stock Award(Grant) at price 0.00 per share.,4538,0
2024-10-01,Stock Award(Grant) at price 105.24 per share.,201,21153
2024-10-01,Stock Award(Grant) at price 105.24 per share.,249,26205
2024-10-01,Stock Award(Grant) at price 105.24 per share.,178,18733
2024-10-01,Stock Award(Grant) at price 105.24 per share.,89,9366
2024-11-01,Conversion of Exercise of derivative security at price 77.04 per share.,50000,3852000
2024-11-01,Sale at price 93.53 per share.,50000,4676310
2024-11-04,Sale at price 93.30 per share.,20032,1869010
2024-11-05,Sale at price 94.11 per share.,45410,4273426
2024-11-05,Conversion of Exercise of derivative security at price 77.04 per share.,45410,3498386
2024-11-22,Sale at price 95.00 per share.,33333,3166635
2024-11-26,Sale at price 95.94 per share.,1054,101121
2024-11-27,Stock Gift at price 0.00 per share.,1387,0
2025-01-02,Stock Award(Grant) at price 93.18 per share.,228,21245
2025-01-02,Stock Award(Grant) at price 93.18 per share.,201,18729
2025-01-02,Stock Award(Grant) at price 93.18 per share.,281,26184
2025-02-13,Stock Award(Grant) at price 0.00 per share.,12132,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,18601,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,4498,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,22493,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,18601,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,96041,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,18601,0
2025-02-25,Sale at price 92.02 per share.,8000,736152
2025-04-01,Stock Award(Grant) at price 91.99 per share.,231,21250
2025-04-01,Stock Award(Grant) at price 91.99 per share.,203,18674
2025-04-01,Stock Award(Grant) at price 91.99 per share.,258,23733
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,1514,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-12,Stock Award(Grant) at price 0.00 per share.,2019,0
2025-05-15,Sale at price 88.97 per share.,2250,200183
2025-06-16,Stock Award(Grant) at price 0.00 per share.,90000,0
2025-07-01,Stock Award(Grant) at price 89.91 per share.,264,23736
2025-07-01,Stock Award(Grant) at price 89.91 per share.,208,18701
2025-07-01,Stock Award(Grant) at price 89.91 per share.,292,26254
2025-09-11,Stock Award(Grant) at price 0.00 per share.,3569,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,3450,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,1119,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,4045,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,28314,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,4759,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,8328,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,4592,0
2025-09-11,Stock Award(Grant) at price 0.00 per share.,4592,0
2025-10-01,Stock Award(Grant) at price 82.13 per share.,289,23736
2025-10-01,Stock Award(Grant) at price 82.13 per share.,319,26199
2025-10-01,Stock Award(Grant) at price 82.13 per share.,228,18726
2025-11-21,Sale at price 80.89 per share.,1237,100061
2026-01-02,Stock Award(Grant) at price 78.66 per share.,301,23677
2026-01-02,Stock Award(Grant) at price 78.66 per share.,333,26194
2026-01-02,Stock Award(Grant) at price 78.66 per share.,238,18721
2026-02-04,Sale at price 94.27 per share.,97843,9223288
2026-02-04,Sale at price 94.34 per share.,22000,2075399
2026-02-04,Conversion of Exercise of derivative security at price 81.78 per share.,97843,8001601
2026-02-04,Conversion of Exercise of derivative security at price 72.29 per share.,22000,1590380
2026-02-04,Sale at price 93.91 per share.,45568,4279496
2026-02-05,Conversion of Exercise of derivative security at price 76.41 per share.,15851,1211175
2026-02-05,Sale at price 95.03 per share.,15851,1506287
2026-02-06,Conversion of Exercise of derivative security at price 76.41 per share.,12747,973998
2026-02-06,Sale at price 94.91 per share.,12747,1209822
