date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 0.00 per share.,74220,0.0
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,107009,3905864.0
2024-03-01,,18221,
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,36273,1323989.0
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,7866,287109.0
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,8665,316272.0
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,92741,3385072.0
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,74220,2709030.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,92741,0.0
2024-03-01,Conversion of Exercise of derivative security at price 36.50 per share.,142698,5208477.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,7866,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,8665,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,107009,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,142698,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,36273,0.0
2024-04-01,Stock Award(Grant) at price 38.33 per share.,1695,64969.0
2024-04-01,Stock Award(Grant) at price 38.33 per share.,1043,39978.0
2024-07-01,Stock Award(Grant) at price 38.48 per share.,1039,39981.0
2024-07-01,Stock Award(Grant) at price 38.48 per share.,1688,64954.0
2024-10-01,Stock Award(Grant) at price 44.41 per share.,1462,64927.0
2024-10-01,Stock Award(Grant) at price 44.41 per share.,900,39969.0
2025-01-02,Stock Award(Grant) at price 39.99 per share.,1625,64984.0
2025-01-02,Stock Award(Grant) at price 39.99 per share.,1000,39990.0
2025-02-28,,32989,
2025-02-28,Stock Award(Grant) at price 0.00 per share.,13967,0.0
2025-02-28,,17380,
2025-02-28,,6320,
2025-02-28,,3793,
2025-02-28,,41105,
2025-02-28,,133587,
2025-02-28,,12622,
2025-03-19,Stock Award(Grant) at price 0.00 per share.,19137,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,13643,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,3780,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,28642,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,103110,0.0
2025-03-19,Stock Award(Grant) at price 0.00 per share.,17371,0.0
2025-04-01,Stock Award(Grant) at price 40.23 per share.,1056,42483.0
2025-04-01,Stock Award(Grant) at price 40.23 per share.,1056,42483.0
2025-04-01,Stock Award(Grant) at price 40.23 per share.,1056,42483.0
2025-05-07,Sale at price 43.03 per share.,12000,516360.0
2025-05-22,Sale at price 41.97 per share.,12000,503652.0
2025-07-01,Stock Award(Grant) at price 40.26 per share.,1055,42474.0
2025-07-01,Stock Award(Grant) at price 40.26 per share.,1055,42474.0
2025-07-01,Stock Award(Grant) at price 40.26 per share.,1055,42474.0
2025-10-01,Stock Award(Grant) at price 45.93 per share.,925,42485.0
2025-10-01,Stock Award(Grant) at price 45.93 per share.,925,42485.0
2025-10-01,Stock Award(Grant) at price 45.93 per share.,925,42485.0
2026-01-02,Stock Award(Grant) at price 45.00 per share.,944,42480.0
2026-01-02,Stock Award(Grant) at price 45.00 per share.,944,42480.0
2026-01-02,Stock Award(Grant) at price 45.00 per share.,944,42480.0
