date,transactionType,shares,value
2024-02-27,Sale at price 42.02 per share.,4876,204904
2024-04-22,Sale at price 49.05 per share.,100000,4904600
2024-04-23,Sale at price 48.86 per share.,24073,1176183
2024-04-24,Sale at price 47.90 per share.,15806,757028
2024-04-29,Sale at price 50.00 per share.,50000,2500000
2024-05-01,Purchase at price 49.50 per share.,10000,494955
2024-05-08,Sale at price 52.30 per share.,4846,253422
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,6460,0
2024-06-20,Stock Award(Grant) at price 0.00 per share.,4040,0
2024-07-12,Purchase at price 43.90 per share.,10000,438967
2024-10-11,Sale at price 50.46 per share.,3431,173132
2024-10-16,Sale at price 55.78 per share.,18100,1009618
2024-10-17,Sale at price 55.48 per share.,10000,554800
2024-10-17,Sale at price 55.26 per share.,19490,1076978
2024-10-28,Sale at price 56.33 per share.,68000,3830508
2024-10-30,Sale at price 58.53 per share.,10000,585330
2024-10-31,Sale at price 58.30 per share.,75000,4372425
2024-11-01,Sale at price 58.72 per share.,10279,603542
2024-11-06,Sale at price 62.62 per share.,7510,470306
2024-11-06,Sale at price 62.56 per share.,40000,2502360
2024-11-06,Conversion of Exercise of derivative security at price 49.33 per share.,7510,370468
2024-11-07,Sale at price 62.14 per share.,18600,1155711
2024-11-08,Conversion of Exercise of derivative security at price 49.33 - 51.23 per share.,21530,1085141
2024-11-08,Sale at price 60.62 per share.,21530,1305256
2024-11-21,Sale at price 60.71 - 64.70 per share.,23867,1527392
2025-01-17,Conversion of Exercise of derivative security at price 58.89 per share.,8400,494676
2025-01-17,Sale at price 66.02 per share.,8400,554534
2025-01-22,Sale at price 69.85 per share.,91710,6405944
2025-01-22,Conversion of Exercise of derivative security at price 46.14 per share.,91710,4231499
2025-02-03,Sale at price 65.94 per share.,6783,447285
2025-02-05,Sale at price 69.07 - 69.09 per share.,17970,1241364
2025-02-05,Conversion of Exercise of derivative security at price 49.33 per share.,11270,555949
2025-02-05,Stock Award(Grant) at price 0.00 per share.,109928,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,48314,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,52726,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,12070,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,142309,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,108118,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,5800,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,392652,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,216220,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,85709,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,61168,0
2025-02-11,Sale at price 64.89 per share.,38023,2467312
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,6780,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,4240,0
2025-07-11,Sale at price 54.95 - 56.32 per share.,45423,2523684
2025-07-15,Sale at price 57.19 per share.,17550,1003684
2025-07-15,Sale at price 55.96 per share.,18000,1007352
2025-07-23,Sale at price 56.28 per share.,35000,1969975
2025-08-19,Sale at price 60.70 per share.,2500,151762
2025-08-27,Sale at price 61.31 per share.,10000,613070
2025-10-15,Conversion of Exercise of derivative security at price 39.78 - 58.89 per share.,14010,680202
2025-10-15,Sale at price 61.25 per share.,14010,858070
2025-10-21,Conversion of Exercise of derivative security at price 49.33 - 51.23 per share.,23323,1182193
2025-10-21,Sale at price 62.33 per share.,23323,1453653
2026-01-12,Stock Award(Grant) at price 0.00 per share.,14080,0
2026-01-14,Sale at price 70.00 per share.,20000,1400000
2026-01-14,Conversion of Exercise of derivative security at price 51.23 per share.,40460,2072766
2026-01-14,Conversion of Exercise of derivative security at price 49.33 per share.,31290,1543536
2026-01-14,Sale at price 69.57 per share.,57003,3965699
2026-01-14,Sale at price 69.68 per share.,31290,2180444
2026-01-15,Sale at price 69.21 per share.,36000,2491560
2026-01-15,Sale at price 71.00 per share.,173230,12299330
2026-01-15,Conversion of Exercise of derivative security at price 43.61 per share.,173230,7554560
2026-01-15,Sale at price 70.30 per share.,14300,1005290
2026-01-16,Conversion of Exercise of derivative security at price 39.78 - 58.89 per share.,36420,1855079
2026-01-16,Sale at price 71.02 per share.,39420,2799411
2026-02-02,Sale at price 68.10 per share.,5967,406329
2026-02-04,Stock Award(Grant) at price 0.00 per share.,146420,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,69600,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,86070,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,11770,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,97440,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,14120,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,16470,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,1489660,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,485960,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,81370,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,741030,0
2026-02-04,Stock Award(Grant) at price 0.00 per share.,249030,0
2026-02-05,Sale at price 71.00 per share.,13576,963896
2026-02-05,Sale at price 70.18 per share.,62528,4388403
2026-02-06,Conversion of Exercise of derivative security at price 49.33 per share.,123910,6112480
2026-02-06,Sale at price 74.82 per share.,27000,2020232
2026-02-09,Sale at price 71.00 - 75.27 per share.,426933,31365216
2026-02-09,Sale at price 75.05 per share.,38600,2896969
2026-02-09,Sale at price 75.20 per share.,35212,2647942
