date,transactionType,shares,value
2025-02-28,Sale at price 100.82 per share.,7000,705711.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,27278,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,32461,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,53157,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,12751,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,22298,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,87773,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,25305,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,8554,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,32461,0.0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,197993,0.0
2025-03-03,Sale at price 102.93 per share.,4097,421693.0
2025-03-03,,3698,
2025-03-03,,3867,
2025-03-03,,7406,
2025-03-03,,47164,
2025-03-03,Conversion of Exercise of derivative security at price 99.97 per share.,7837,783465.0
2025-03-03,,25942,
2025-03-03,Sale at price 102.93 per share.,10680,1099262.0
2025-05-13,Purchase at price 99.16 per share.,1492,147941.0
2025-08-12,Sale at price 110.91 per share.,40000,4436392.0
