date,transactionType,shares,value
2024-03-05,Sale at price 90.69 per share.,2000,181380
2024-03-07,Sale at price 91.46 per share.,5000,457300
2024-03-15,Sale at price 93.63 per share.,8250,772448
2024-04-25,Sale at price 96.42 per share.,20000,1928400
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,1789,175036
2024-05-08,Stock Award(Grant) at price 97.84 per share.,2416,236381
2024-07-25,Sale at price 113.01 per share.,20000,2260200
2024-08-08,Sale at price 115.35 per share.,9000,1038150
2024-08-22,Sale at price 119.30 per share.,20000,2386000
2024-10-23,Sale at price 130.96 per share.,25000,3274000
2024-10-23,Sale at price 129.85 per share.,101918,13234052
2024-10-23,Sale at price 129.98 per share.,7500,974850
2024-10-31,Sale at price 132.48 per share.,10000,1324800
2024-11-07,Stock Gift at price 0.00 per share.,398412,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,8653,0
2025-02-05,Stock Award(Grant) at price 0.00 per share.,64311,0
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,6400,480672
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,9293,780312
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,6310,405762
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,54300,1685475
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,27102,845234
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,22983,855222
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,15915,745354
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,21617,765330
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,30462,1519424
2025-02-06,Stock Award(Grant) at price 0.00 - 124.85 per share.,131538,5568310
2025-02-07,Sale at price 144.54 per share.,15000,2168100
2025-02-12,Sale at price 149.41 - 149.88 per share.,8000,1197630
2025-02-20,Sale at price 151.28 per share.,2500,378200
2025-02-20,Sale at price 148.85 per share.,30000,4465500
2025-02-20,Sale at price 148.67 per share.,10000,1486700
2025-02-20,Sale at price 149.06 per share.,40643,6058246
2025-02-20,Sale at price 148.87 per share.,40000,5954800
2025-02-24,Sale at price 156.05 per share.,17500,2730875
2025-03-06,Sale at price 152.96 per share.,3679,562740
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2025-05-07,Stock Award(Grant) at price 174.82 per share.,1002,175170
2026-02-05,Stock Award(Grant) at price 0.00 per share.,40052,0
2026-02-06,Stock Award(Grant) at price 0.00 - 172.93 per share.,171039,5786238
2026-02-06,Stock Award(Grant) at price 0.00 - 172.93 per share.,33079,1839975
2026-02-06,Stock Award(Grant) at price 0.00 - 172.93 per share.,16210,766080
2026-02-06,Stock Award(Grant) at price 0.00 - 172.93 per share.,6538,466911
2026-02-06,Stock Award(Grant) at price 0.00 - 172.93 per share.,8280,873296
2026-02-06,Stock Award(Grant) at price 0.00 - 172.93 per share.,61386,1961026
2026-02-19,Sale at price 181.69 per share.,4000,726760
2026-02-19,Sale at price 181.61 per share.,33800,6138418
2026-02-19,Sale at price 182.58 per share.,20000,3651600
2026-02-19,Sale at price 182.18 per share.,80000,14574400
2026-02-20,Sale at price 183.46 - 183.58 per share.,6000,1100880
2026-02-20,Sale at price 183.13 per share.,14350,2627916
