date,transactionType,shares,value
2024-06-26,Sale at price 140.32 - 142.06 per share.,3900,547804
2024-06-27,Sale at price 140.76 - 142.71 per share.,3900,553407
2024-06-28,Sale at price 141.16 - 142.20 per share.,3900,553852
2024-07-01,Sale at price 141.48 - 143.02 per share.,3900,555491
2024-07-02,Sale at price 140.84 - 142.61 per share.,3900,551244
2024-07-03,Sale at price 142.70 - 144.15 per share.,3900,558887
2024-07-05,Sale at price 141.27 - 142.86 per share.,3900,552296
2024-07-08,Sale at price 140.61 - 142.11 per share.,3900,549092
2024-07-09,Sale at price 140.19 per share.,3900,546741
2024-07-10,Sale at price 140.20 per share.,3900,546780
2024-07-11,Sale at price 141.47 - 144.32 per share.,3900,558101
2024-07-12,Sale at price 145.51 - 149.47 per share.,3900,578791
2024-07-15,Sale at price 148.74 - 156.69 per share.,3900,600036
2024-07-16,Sale at price 156.75 - 162.02 per share.,3900,625572
2024-07-17,Sale at price 157.36 - 161.70 per share.,3900,624440
2024-07-18,Sale at price 154.15 - 160.95 per share.,3900,619800
2024-07-19,Sale at price 152.52 - 157.96 per share.,3900,607832
2024-07-22,Sale at price 155.22 - 160.00 per share.,3900,617248
2024-07-23,Sale at price 160.03 - 167.32 per share.,3900,639958
2024-07-24,Sale at price 159.17 - 165.38 per share.,3900,626182
2024-07-25,Sale at price 159.58 - 166.69 per share.,3900,640648
2024-07-26,Sale at price 162.36 - 163.97 per share.,3900,636085
2024-07-29,Sale at price 164.19 - 167.32 per share.,3900,645658
2024-07-30,Stock Award(Grant) at price 0.00 per share.,710,0
2024-07-30,Sale at price 162.84 - 167.21 per share.,3900,639193
2024-07-31,Sale at price 166.94 - 169.51 per share.,3900,655086
2024-08-01,Sale at price 165.99 - 175.80 per share.,3900,660641
2024-08-02,Sale at price 159.47 - 166.19 per share.,3900,638461
2024-08-05,Sale at price 156.44 - 162.71 per share.,3900,625719
2024-08-06,Sale at price 159.15 - 161.68 per share.,3900,626272
2024-08-07,Sale at price 154.38 - 160.92 per share.,3900,617399
2024-08-08,Sale at price 157.62 per share.,1524,240205
2024-08-08,Sale at price 153.80 - 159.80 per share.,3900,616170
2024-08-09,Sale at price 158.14 - 158.87 per share.,3900,617257
2024-08-12,Sale at price 155.98 per share.,11882,1853354
2024-08-12,Sale at price 154.31 - 158.21 per share.,3900,606938
2024-08-13,Sale at price 153.82 - 157.18 per share.,3900,609230
2024-08-14,Sale at price 154.23 - 156.05 per share.,3900,606393
2024-08-15,Sale at price 158.19 - 160.58 per share.,3900,618757
2024-08-16,Sale at price 157.72 - 160.53 per share.,3900,621570
2024-08-19,Sale at price 158.97 - 160.30 per share.,3900,623164
2024-08-20,Sale at price 157.89 - 158.42 per share.,3900,616183
2024-08-21,Sale at price 158.03 - 161.03 per share.,3900,623209
2024-08-22,Sale at price 159.85 - 160.34 per share.,3900,623900
2024-08-23,Sale at price 160.23 - 163.27 per share.,3900,632859
2024-08-26,Sale at price 164.29 - 165.07 per share.,3900,642523
2024-08-27,Sale at price 162.46 - 164.08 per share.,3900,636186
2024-08-28,Sale at price 162.37 - 164.52 per share.,3900,636861
2024-08-29,Sale at price 163.21 - 164.95 per share.,3900,640096
