date,transactionType,shares,value
2024-03-11,Sale at price 143.60 per share.,3961,568819
2024-03-13,Conversion of Exercise of derivative security at price 123.44 - 125.85 per share.,28845,3604450
2024-03-13,Sale at price 145.00 per share.,28845,4182525
2024-03-14,Sale at price 140.84 per share.,703,99014
2024-04-17,Sale at price 138.21 per share.,1638,226388
2024-04-23,Stock Gift at price 0.00 per share.,35,0
2024-04-26,Conversion of Exercise of derivative security at price 129.54 per share.,20000,2590800
2024-04-26,Sale at price 147.11 - 148.00 per share.,20000,2951143
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,970,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-04-30,Stock Award(Grant) at price 0.00 per share.,935,0
2024-05-03,Sale at price 147.27 per share.,3362,495125
2024-05-06,Sale at price 148.01 per share.,16179,2394730
2024-05-06,Conversion of Exercise of derivative security at price 129.54 - 137.42 per share.,65547,8902980
2024-05-06,Conversion of Exercise of derivative security at price 129.54 - 137.42 per share.,15225,2045948
2024-05-06,Sale at price 147.00 - 149.26 per share.,65547,9711594
2024-05-09,Conversion of Exercise of derivative security at price 149.39 per share.,7767,1160312
2024-05-10,Sale at price 153.78 per share.,1821,280034
2024-05-10,Sale at price 152.39 - 153.21 per share.,22738,3477313
2024-05-14,Conversion of Exercise of derivative security at price 149.39 per share.,43426,6487410
2024-05-14,Sale at price 154.50 per share.,43426,6709456
2024-05-30,Stock Gift at price 0.00 per share.,1220,0
2024-07-23,Sale at price 172.23 per share.,1000,172230
2024-07-23,Stock Gift at price 0.00 per share.,500,0
2024-07-24,Sale at price 172.50 per share.,500,86249
2024-07-26,Sale at price 175.00 per share.,7413,1297275
2024-08-09,Stock Gift at price 0.00 per share.,1400,0
2024-08-09,Sale at price 162.58 per share.,4791,778897
2024-08-09,Sale at price 162.28 per share.,6095,989066
2024-08-23,Sale at price 162.91 - 168.68 per share.,15317,2521237
2024-09-03,Sale at price 172.02 per share.,10000,1720250
2024-10-22,Sale at price 193.97 per share.,20000,3879412
2024-10-28,Conversion of Exercise of derivative security at price 132.47 - 173.04 per share.,4855,768597
2024-10-28,Sale at price 193.88 per share.,23071,4472939
2024-10-28,Sale at price 195.03 per share.,1436,280057
2024-10-28,Sale at price 196.93 per share.,4855,956118
2024-10-29,Stock Gift at price 0.00 per share.,1904,0
2024-10-30,Sale at price 198.00 per share.,2000,396000
2024-11-01,Sale at price 195.88 per share.,7500,1469109
2024-11-06,Sale at price 204.00 - 210.22 per share.,16635,3459141
2024-11-12,Conversion of Exercise of derivative security at price 132.47 per share.,4487,594393
2024-11-12,Sale at price 214.10 per share.,4786,1024693
2024-11-14,Conversion of Exercise of derivative security at price 132.47 - 173.04 per share.,8442,1344505
2024-11-14,Sale at price 213.04 per share.,11249,2396647
2024-11-19,Stock Gift at price 0.00 per share.,26,0
2024-11-21,Sale at price 216.33 - 217.63 per share.,20000,4349025
2024-11-25,Sale at price 223.41 per share.,10000,2234052
2024-11-26,Sale at price 220.74 per share.,2121,468200
2024-11-26,Conversion of Exercise of derivative security at price 132.47 per share.,2121,280969
2024-12-03,Sale at price 215.89 per share.,2490,537566
2024-12-03,Stock Gift at price 0.00 per share.,120,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,1795,0
2025-01-31,Stock Award(Grant) at price 0.00 per share.,40,0
