date,transactionType,shares,value
2024-06-03,Stock Award(Grant) at price 0.00 per share.,1233,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,1233,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,1233,0
2024-06-03,Stock Award(Grant) at price 0.00 per share.,1233,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,165,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,66,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,191,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,40,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,8,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,157,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,172,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,18,0
2024-07-12,Stock Award(Grant) at price 0.00 per share.,5,0
2024-07-30,Sale at price 129.78 per share.,1825,236848
2024-08-15,Stock Award(Grant) at price 0.00 per share.,147,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,294,0
2024-08-15,Stock Award(Grant) at price 0.00 per share.,89,0
2024-09-19,Sale at price 118.33 per share.,1800,212994
2024-10-11,Stock Award(Grant) at price 0.00 per share.,169,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,67,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,39,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,195,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,160,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,176,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,18,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,9,0
2024-10-11,Stock Award(Grant) at price 0.00 per share.,5,0
2024-10-21,Sale at price 132.95 - 133.21 per share.,17941,2387825
2024-10-22,Sale at price 129.35 - 130.13 per share.,10000,1295450
2024-10-28,Sale at price 134.86 per share.,2000,269720
2024-11-07,Stock Award(Grant) at price 0.00 per share.,110,0
2024-11-07,Stock Award(Grant) at price 0.00 per share.,219,0
2024-11-13,Sale at price 143.00 per share.,6650,950950
2024-11-15,Sale at price 138.75 per share.,2000,277500
2024-11-19,Stock Gift at price 0.00 per share.,1350,0
