date,transactionType,shares,value
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,168119,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,17465,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,57440,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,9993,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,12141,0
2024-04-08,Stock Award(Grant) at price 0.00 per share.,20080,0
2024-10-29,Sale at price 21.72 per share.,17500,380100
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,33842,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,262257,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,21435,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,73774,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,11117,0
2025-04-16,Stock Award(Grant) at price 0.00 per share.,29692,0
2025-05-15,Sale at price 22.84 per share.,105010,2398533
2025-08-05,Sale at price 29.75 per share.,12500,371912
2026-02-10,Sale at price 33.22 per share.,361790,12016891
2026-02-10,Stock Award(Grant) at price 0.00 per share.,63581,0
2026-02-10,Stock Award(Grant) at price 0.00 per share.,333805,0
2026-02-10,Stock Award(Grant) at price 0.00 per share.,18164,0
2026-02-10,Stock Award(Grant) at price 0.00 per share.,47686,0
2026-02-10,Stock Award(Grant) at price 0.00 per share.,635820,0
