date,transactionType,shares,value
2024-03-19,Sale at price 113.32 per share.,2400,271980
2024-04-29,Sale at price 119.01 per share.,2426,288730
2024-05-03,Stock Award(Grant) at price 0.00 per share.,218,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,958,0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,8000,0
2024-05-24,Stock Gift at price 0.00 per share.,889,0
2024-06-17,Purchase at price 109.25 per share.,18310,2000386
2024-11-26,Stock Award(Grant) at price 0.00 per share.,50700,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,69400,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,50700,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,43400,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,36200,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,111600,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,102960,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,102800,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,102960,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,225000,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,124000,0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,124000,0
2024-12-13,Stock Gift at price 0.00 per share.,5000,0
2024-12-17,Stock Gift at price 0.00 per share.,946,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2025-02-04,Stock Gift at price 0.00 per share.,10000,0
2025-02-04,Sale at price 110.00 per share.,2100,231000
2025-03-17,Sale at price 113.00 per share.,2100,237300
2025-05-05,Stock Gift at price 0.00 per share.,976,0
2025-08-22,Sale at price 110.45 per share.,2158,238351
2025-11-03,Stock Award(Grant) at price 0.00 per share.,8000,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,102800,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,117800,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,225000,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,117800,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,105400,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,69700,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,50700,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,102800,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,45700,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,32600,0
2025-11-25,Stock Award(Grant) at price 0.00 per share.,50700,0
2025-12-11,Stock Gift at price 0.00 per share.,5000,0
2025-12-12,Stock Gift at price 0.00 per share.,17000,0
2025-12-15,Sale at price 118.75 per share.,3000,356250
2025-12-17,Sale at price 117.19 per share.,3000,351570
2025-12-18,Stock Gift at price 0.00 per share.,1340,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-01-02,Stock Award(Grant) at price 0.00 per share.,2500,0
2026-02-02,Sale at price 139.75 - 139.76 per share.,5000,698753
2026-02-09,Sale at price 149.18 per share.,3230,481835
