date,transactionType,shares,value
2024-12-31,Stock Award(Grant) at price 0.00 per share.,11,0
2024-12-31,Stock Award(Grant) at price 0.00 per share.,28,0
2024-12-31,Stock Award(Grant) at price 0.00 per share.,28,0
2024-12-31,Stock Award(Grant) at price 0.00 per share.,35,0
2024-12-31,Stock Award(Grant) at price 0.00 per share.,35,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,2627,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,525,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,1776,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,1594,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,1026,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,926,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,3599,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,7505,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,4803,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,2326,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-16,Stock Award(Grant) at price 0.00 per share.,250,0
2025-01-21,Conversion of Exercise of derivative security at price 513.50 per share.,10000,5135000
2025-01-21,Sale at price 1010.00 per share.,10000,10100000
2025-01-30,Conversion of Exercise of derivative security at price 513.50 per share.,10000,5135000
2025-01-30,Sale at price 1070.50 - 1075.15 per share.,10000,10726365
