date,transactionType,shares,value
2024-02-29,Sale at price 63.02 per share.,2748,173167
2024-02-29,Sale at price 62.99 per share.,5585,351837
2024-03-01,Stock Award(Grant) at price 62.00 per share.,5746,356310
2024-03-01,Stock Award(Grant) at price 62.00 per share.,10380,643585
2024-03-01,Stock Award(Grant) at price 62.00 per share.,7711,478093
2024-03-01,Stock Award(Grant) at price 62.00 per share.,2520,156300
2024-03-01,Stock Award(Grant) at price 62.00 per share.,3262,202295
2024-03-01,Stock Award(Grant) at price 62.00 per share.,2520,156300
2024-03-01,Stock Award(Grant) at price 62.00 per share.,14236,882649
2024-03-01,Stock Award(Grant) at price 62.00 per share.,1398,86688
2024-03-04,Sale at price 63.00 per share.,1374,86562
2024-03-14,Sale at price 64.18 per share.,4800,308064
2024-03-14,Purchase at price 58.15 - 63.99 per share.,25,1495
2024-03-21,Sale at price 64.20 per share.,200,12840
2024-04-01,Sale at price 66.37 per share.,1374,91192
2024-04-22,Sale at price 65.78 per share.,200,13156
2024-05-01,Stock Award(Grant) at price 69.81 per share.,2579,180040
2024-05-01,Sale at price 69.55 per share.,1374,95566
2024-05-01,Stock Award(Grant) at price 69.81 per share.,2579,180040
2024-06-03,Sale at price 74.99 per share.,1373,102959
2024-08-15,Sale at price 80.26 per share.,19127,1535133
2024-08-26,Sale at price 81.15 per share.,1378,111819
2024-09-03,Sale at price 80.69 per share.,1378,111192
2024-09-09,Sale at price 79.54 per share.,9563,760641
2024-10-01,Sale at price 90.20 per share.,1378,124300
2024-10-09,Sale at price 90.61 per share.,9564,866594
2024-11-01,Sale at price 88.47 per share.,1378,121917
2024-11-11,Sale at price 87.95 per share.,5900,518883
2024-11-19,Sale at price 90.09 per share.,955,86116
2024-12-02,Sale at price 92.96 per share.,1378,128094
2025-01-02,Sale at price 84.91 per share.,1378,117009
2025-01-17,Sale at price 88.26 per share.,139,12268
2025-02-03,Sale at price 83.10 per share.,1378,114509
2025-02-11,Stock Award(Grant) at price 83.77 per share.,2388,200043
2025-02-11,Stock Award(Grant) at price 83.77 per share.,7163,600045
2025-02-11,Stock Award(Grant) at price 83.77 per share.,8954,750077
2025-02-11,Stock Award(Grant) at price 83.77 per share.,4656,390033
2025-02-11,Stock Award(Grant) at price 83.77 per share.,3582,300064
2025-02-11,Stock Award(Grant) at price 83.77 per share.,2149,180022
2025-02-11,Stock Award(Grant) at price 83.77 per share.,32232,2700075
2025-02-28,Stock Award(Grant) at price 81.04 per share.,147441,11948648
2025-02-28,Stock Award(Grant) at price 81.04 per share.,4028,326503
2025-02-28,Stock Award(Grant) at price 81.04 per share.,10740,870430
2025-02-28,Stock Award(Grant) at price 81.04 per share.,8056,652859
2025-02-28,Stock Award(Grant) at price 81.04 per share.,3452,279797
2025-02-28,Stock Award(Grant) at price 81.04 per share.,33116,2683765
2025-02-28,Stock Award(Grant) at price 81.04 per share.,23271,1885956
2025-02-28,Stock Award(Grant) at price 81.04 per share.,4603,373062
2025-02-28,Stock Award(Grant) at price 81.04 per share.,25062,2031052
2025-03-03,Sale at price 81.65 per share.,1378,112518
2025-04-01,Sale at price 82.88 per share.,1378,114213
2025-05-01,Stock Award(Grant) at price 78.66 per share.,2289,180053
2025-05-01,Stock Award(Grant) at price 78.66 per share.,2289,180053
2025-05-01,Sale at price 79.26 per share.,1378,109219
2025-06-02,Sale at price 81.88 per share.,1378,112826
2025-07-01,Sale at price 83.12 per share.,1387,115288
2025-11-07,Sale at price 82.34 per share.,4920,405088
2025-12-03,Stock Gift at price 0.00 per share.,1000,0
