date,transactionType,shares,value
2024-03-01,,9306,
2024-03-01,Stock Award(Grant) at price 0.00 per share.,238846,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,38991,0.0
2024-03-01,,11465,
2024-03-01,Stock Award(Grant) at price 0.00 per share.,23884,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,34118,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,9298,0.0
2024-03-01,,6770,
2024-03-01,Stock Award(Grant) at price 0.00 per share.,21894,0.0
2024-03-01,,21123,
2024-03-01,,20519,
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,1165,0.0
2024-05-10,Sale at price 163.38 - 167.43 per share.,262,43717.0
2024-05-21,Sale at price 159.90 per share.,5464,873694.0
2024-05-21,Conversion of Exercise of derivative security at price 128.97 per share.,6073,783235.0
2024-05-22,Conversion of Exercise of derivative security at price 128.97 per share.,5667,730873.0
2024-05-22,Sale at price 160.19 per share.,5127,821294.0
2024-05-23,Conversion of Exercise of derivative security at price 128.97 per share.,50604,6526398.0
2024-05-23,Sale at price 162.82 per share.,45309,7377211.0
2024-05-31,,16391,
2024-05-31,Sale at price 162.71 per share.,6958,1132136.0
2024-08-02,,10779,
2024-08-02,,8803,
2024-08-02,,10799,
2024-08-30,,52487,
2024-09-03,,75064,
2024-11-06,Sale at price 181.13 per share.,7000,1267910.0
2024-11-18,Conversion of Exercise of derivative security at price 123.31 per share.,11842,1460237.0
2024-11-18,Sale at price 178.19 - 178.35 per share.,15550,2772444.0
2024-11-21,Conversion of Exercise of derivative security at price 36.65 per share.,19022,697156.0
2024-11-22,Sale at price 178.34 - 179.37 per share.,23745,4253635.0
2025-02-21,Conversion of Exercise of derivative security at price 123.31 per share.,11841,1460114.0
2025-02-24,Sale at price 199.80 - 201.19 per share.,11841,2377966.0
2025-02-28,,14385,
2025-02-28,,9815,
2025-02-28,,7897,
2025-02-28,,6405,
2025-02-28,,2877,
2025-02-28,,13775,
2025-03-04,Sale at price 194.31 - 201.70 per share.,6196,1223304.0
2025-04-24,Conversion of Exercise of derivative security at price 123.31 per share.,5061,624072.0
2025-04-25,Sale at price 196.73 - 199.58 per share.,5061,998378.0
2025-04-29,Conversion of Exercise of derivative security at price 123.31 per share.,2023,249456.0
2025-04-30,Sale at price 199.53 - 200.67 per share.,2023,405475.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-06,Stock Award(Grant) at price 0.00 per share.,968,0.0
2025-05-13,Conversion of Exercise of derivative security at price 123.31 per share.,5061,624072.0
2025-05-13,Sale at price 222.26 - 222.78 per share.,6111,1358949.0
2025-05-30,,16391,
2025-08-05,Conversion of Exercise of derivative security at price 146.33 per share.,1517,221983.0
2025-08-05,Sale at price 268.76 - 268.80 per share.,1517,407755.0
2025-08-13,Stock Gift at price 0.00 per share.,90,0.0
2025-08-29,,52488,
2025-11-19,Sale at price 297.71 per share.,8000,2381680.0
2025-12-01,,6805,
2025-12-01,,2722,
2025-12-01,Stock Award(Grant) at price 0.00 per share.,262,0.0
2026-01-30,Conversion of Exercise of derivative security at price 146.33 per share.,3035,444112.0
2026-01-30,Sale at price 305.16 - 305.70 per share.,3035,927235.0
2026-01-30,Conversion of Exercise of derivative security at price 148.80 per share.,30363,4518014.0
2026-01-30,Sale at price 306.46 - 306.51 per share.,30363,9305490.0
2026-02-02,Sale at price 305.73 per share.,4000,1222920.0
2026-02-03,Sale at price 310.11 per share.,800,248088.0
