date,transactionType,shares,value
2024-03-04,Stock Gift at price 0.00 per share.,5242,0
2024-03-28,Stock Award(Grant) at price 290.06 per share.,136,39448
2024-03-28,Stock Award(Grant) at price 290.06 per share.,104,30166
2024-03-28,Stock Award(Grant) at price 290.06 per share.,104,30166
2024-03-28,Stock Award(Grant) at price 290.06 per share.,115,33357
2024-03-28,Stock Award(Grant) at price 290.06 per share.,147,42639
2024-03-28,Stock Award(Grant) at price 290.06 per share.,69,20014
2024-04-09,Conversion of Exercise of derivative security at price 293.34 per share.,5163,1514515
2024-04-19,Conversion of Exercise of derivative security at price 260.38 per share.,5163,1344341
2024-05-02,Stock Gift at price 0.00 per share.,696,0
2024-05-07,Stock Award(Grant) at price 273.20 per share.,60,16392
2024-05-14,Purchase at price 278.96 per share.,2149,599485
2024-06-10,Sale at price 274.28 per share.,400,109714
2024-06-28,Stock Award(Grant) at price 287.65 per share.,111,31929
2024-06-28,Stock Award(Grant) at price 287.65 per share.,70,20136
2024-06-28,Stock Award(Grant) at price 287.65 per share.,148,42572
2024-06-28,Stock Award(Grant) at price 287.65 per share.,105,30203
2024-06-28,Stock Award(Grant) at price 287.65 per share.,116,33367
2024-07-29,Conversion of Exercise of derivative security at price 302.80 per share.,1889,571989
2024-08-16,Conversion of Exercise of derivative security at price 319.41 per share.,20655,6597411
2024-08-23,Sale at price 339.95 per share.,400,135978
2024-09-12,Conversion of Exercise of derivative security at price 359.12 per share.,6196,2225108
2024-09-30,Conversion of Exercise of derivative security at price 363.87 per share.,36000,13099324
2024-09-30,Conversion of Exercise of derivative security at price 363.87 per share.,103275,37578685
2024-09-30,Stock Award(Grant) at price 363.87 per share.,92,33476
2024-09-30,Stock Award(Grant) at price 363.87 per share.,92,33476
2024-09-30,Stock Award(Grant) at price 363.87 per share.,119,43461
2024-09-30,Stock Award(Grant) at price 363.87 per share.,84,30834
2024-09-30,Stock Award(Grant) at price 363.87 per share.,55,20013
2024-11-05,Stock Award(Grant) at price 0.00 per share.,7182,0
2024-12-13,Sale at price 317.99 per share.,450,143096
2024-12-31,Stock Award(Grant) at price 299.44 per share.,103,31127
2024-12-31,Stock Award(Grant) at price 299.44 per share.,146,43766
2024-12-31,Stock Award(Grant) at price 299.44 per share.,67,20062
2024-12-31,Stock Award(Grant) at price 299.44 per share.,111,33238
2024-12-31,Stock Award(Grant) at price 299.44 per share.,111,33238
2025-01-27,Conversion of Exercise of derivative security at price 297.32 per share.,5163,1535064
2025-01-31,Conversion of Exercise of derivative security at price 298.48 per share.,50000,14924000
2025-02-04,Conversion of Exercise of derivative security at price 296.74 per share.,53275,15808824
2025-02-21,Conversion of Exercise of derivative security at price 304.19 per share.,103275,31415212
2025-03-28,Stock Award(Grant) at price 294.37 per share.,4,1198
2025-03-28,Stock Award(Grant) at price 294.37 per share.,5,1687
2025-03-31,Stock Award(Grant) at price 299.29 per share.,111,33221
2025-03-31,Stock Award(Grant) at price 299.29 per share.,111,33221
2025-03-31,Stock Award(Grant) at price 299.29 per share.,67,20052
2025-04-23,Conversion of Exercise of derivative security at price 295.23 per share.,5163,1524272
2025-05-08,Stock Gift at price 0.00 per share.,734,0
2025-06-27,Stock Award(Grant) at price 289.88 per share.,4,1209
2025-06-27,Stock Award(Grant) at price 289.88 per share.,5,1704
2025-06-30,Stock Award(Grant) at price 293.42 per share.,113,33156
2025-06-30,Stock Award(Grant) at price 293.42 per share.,113,33156
2025-06-30,Stock Award(Grant) at price 293.42 per share.,68,19953
2025-08-08,Purchase at price 284.25 per share.,700,198975
2025-09-30,Stock Award(Grant) at price 288.85 per share.,4,1219
2025-09-30,Stock Award(Grant) at price 288.85 per share.,5,1724
2025-09-30,Stock Award(Grant) at price 288.85 per share.,115,33218
2025-09-30,Stock Award(Grant) at price 288.85 per share.,70,20220
2025-09-30,Stock Award(Grant) at price 288.85 per share.,115,33218
2025-12-30,Stock Award(Grant) at price 261.13 per share.,4,1240
2025-12-30,Stock Award(Grant) at price 261.13 per share.,6,1750
2025-12-31,Stock Award(Grant) at price 259.50 per share.,128,33216
2025-12-31,Stock Award(Grant) at price 259.50 per share.,77,19982
2025-12-31,Stock Award(Grant) at price 259.50 per share.,128,33216
2026-01-22,Conversion of Exercise of derivative security at price 286.58 per share.,50000,14329005
2026-02-06,Conversion of Exercise of derivative security at price 287.00 per share.,25000,7175000
