date,transactionType,shares,value
2024-03-06,Conversion of Exercise of derivative security at price 58.08 per share.,1722,100014
2024-03-06,Sale at price 80.00 per share.,1722,137760
2024-03-14,Sale at price 80.41 per share.,4000,321640
2024-03-28,Stock Award(Grant) at price 81.18 per share.,384,31173
2024-03-28,Stock Award(Grant) at price 81.18 per share.,101,8199
2024-03-28,Stock Award(Grant) at price 81.18 per share.,230,18671
2024-03-28,Stock Award(Grant) at price 81.18 per share.,338,27439
2024-06-28,Stock Award(Grant) at price 72.47 per share.,113,8189
2024-06-28,Stock Award(Grant) at price 72.47 per share.,361,26162
2024-06-28,Stock Award(Grant) at price 72.47 per share.,379,27466
2024-08-01,Stock Award(Grant) at price 76.44 per share.,800,61226
2024-08-01,Stock Award(Grant) at price 76.44 per share.,8947,683936
2024-08-01,Stock Award(Grant) at price 76.44 per share.,53426,4083917
2024-08-01,Stock Award(Grant) at price 76.44 per share.,10678,816267
2024-08-01,Stock Award(Grant) at price 76.44 per share.,6411,490062
2024-08-01,Stock Award(Grant) at price 76.44 per share.,35697,2728694
2024-08-01,Stock Award(Grant) at price 76.44 per share.,3333,254785
2024-08-01,Stock Award(Grant) at price 76.44 per share.,4714,360373
2024-08-21,Stock Award(Grant) at price 0.00 per share.,49420,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,8373,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,3874,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,4269,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,4145,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,3874,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,12305,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,10585,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,13647,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,5139,0
2024-08-21,Stock Award(Grant) at price 0.00 per share.,4475,0
2024-09-30,Stock Award(Grant) at price 77.66 per share.,354,27492
2024-09-30,Stock Award(Grant) at price 77.66 per share.,106,8232
2024-09-30,Stock Award(Grant) at price 77.66 per share.,337,26171
2024-11-01,Conversion of Exercise of derivative security at price 38.89 per share.,4036,156960
2024-11-01,Sale at price 75.10 per share.,4036,303104
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-15,Stock Award(Grant) at price 0.00 per share.,2801,0
2024-11-19,Sale at price 74.63 per share.,2900,216427
2024-12-04,Sale at price 80.00 per share.,21844,1747520
2024-12-04,Conversion of Exercise of derivative security at price 40.59 per share.,6499,263794
2024-12-04,Sale at price 80.00 per share.,6499,519920
2024-12-31,Stock Award(Grant) at price 76.36 per share.,108,8247
2024-12-31,Stock Award(Grant) at price 76.36 per share.,343,26191
2024-12-31,Stock Award(Grant) at price 76.36 per share.,360,27490
2025-01-02,Conversion of Exercise of derivative security at price 52.42 per share.,43750,2293375
2025-01-02,Sale at price 77.00 per share.,48027,3698079
2025-03-31,Stock Award(Grant) at price 74.10 per share.,67,4965
