date,transactionType,shares,value
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-07,Stock Award(Grant) at price 0.00 per share.,850,0.0
2024-05-09,,920,
2024-05-09,,1840,
2024-05-09,,1840,
2024-05-09,,1840,
2024-05-09,,1840,
2024-05-09,,1840,
2024-05-09,,920,
2024-05-10,Sale at price 248.13 - 250.36 per share.,16000,3974558.0
2024-05-16,Conversion of Exercise of derivative security at price 79.59 - 127.90 per share.,3395,335048.0
2024-05-16,Sale at price 254.00 per share.,3395,862330.0
2024-05-17,Sale at price 257.04 per share.,5100,1310904.0
2024-05-20,Conversion of Exercise of derivative security at price 70.74 per share.,16800,1188432.0
2024-05-20,Sale at price 253.00 - 258.11 per share.,24376,6227505.0
2024-05-22,Sale at price 257.84 per share.,850,219164.0
2024-05-24,Stock Gift at price 0.00 per share.,11740,0.0
2024-05-30,Stock Gift at price 0.00 per share.,568,0.0
2024-06-03,Stock Gift at price 0.00 per share.,395,0.0
2024-06-04,Stock Gift at price 0.00 per share.,2160,0.0
2024-06-18,Sale at price 263.45 per share.,10000,2634530.0
2024-06-18,Sale at price 262.74 per share.,8303,2181547.0
2024-07-24,Stock Award(Grant) at price 0.00 per share.,669,0.0
2024-07-26,,8710,
2024-07-30,Sale at price 284.06 per share.,6335,1799530.0
2024-08-01,Sale at price 285.07 per share.,8710,2482960.0
2024-08-08,Conversion of Exercise of derivative security at price 70.74 per share.,15000,1061100.0
2024-08-08,Sale at price 282.96 per share.,15000,4244400.0
2024-09-13,Conversion of Exercise of derivative security at price 70.74 per share.,7100,502254.0
2024-09-13,Sale at price 296.20 per share.,7100,2103020.0
2024-09-19,Sale at price 284.68 per share.,7000,1992740.0
2024-09-19,Conversion of Exercise of derivative security at price 70.74 per share.,7000,495180.0
2024-09-19,Stock Gift at price 0.00 per share.,860,0.0
2024-10-28,Sale at price 284.70 per share.,7000,1992900.0
2024-10-28,Conversion of Exercise of derivative security at price 70.74 per share.,2800,198072.0
2024-10-28,Conversion of Exercise of derivative security at price 70.74 per share.,7000,495180.0
2024-10-28,Sale at price 287.00 per share.,2800,803600.0
2024-10-30,Stock Gift at price 0.00 per share.,10065,0.0
2024-11-05,,74087,
2024-11-08,Stock Gift at price 0.00 per share.,847,0.0
2024-11-08,Sale at price 294.64 per share.,878,258698.0
2024-12-18,,2907,
2024-12-19,Stock Gift at price 0.00 per share.,840,0.0
2024-12-23,Purchase at price 284.14 per share.,1115,316814.0
2025-02-03,Sale at price 306.59 per share.,23042,7064484.0
2025-02-03,Conversion of Exercise of derivative security at price 70.74 per share.,23042,1629991.0
2025-02-03,Conversion of Exercise of derivative security at price 70.74 per share.,2900,205146.0
2025-02-03,Sale at price 302.61 per share.,2900,877569.0
2025-02-03,Sale at price 304.33 per share.,2500,760831.0
2025-02-05,Conversion of Exercise of derivative security at price 70.74 per share.,14800,1046952.0
2025-02-05,,94731,
2025-02-10,Sale at price 321.03 - 324.63 per share.,10000,3229881.0
2025-02-12,Sale at price 322.06 per share.,325,104670.0
