date,transactionType,shares,value
2024-02-29,Stock Gift at price 0.00 per share.,550,0.0
2024-03-05,Sale at price 562.98 per share.,1404,790427.0
2024-03-05,Conversion of Exercise of derivative security at price 245.79 per share.,1404,345089.0
2024-03-06,Sale at price 557.94 - 559.33 per share.,8104,4525596.0
2024-03-06,Conversion of Exercise of derivative security at price 206.94 - 544.08 per share.,8104,3423547.0
2024-05-06,,257,
2024-05-06,,257,
2024-05-06,,257,
2024-05-06,,339,
2024-05-06,,208,
2024-05-06,,257,
2024-05-06,,257,
2024-05-08,Stock Gift at price 0.00 per share.,257,0.0
2024-05-17,Sale at price 540.80 per share.,200,108160.0
2024-05-17,Sale at price 540.80 per share.,200,108160.0
2024-08-05,,384,
2024-08-05,,192,
2024-08-30,,18,
2024-08-30,,164,
2024-09-05,Stock Gift at price 0.00 per share.,500,0.0
2024-09-06,Sale at price 469.37 per share.,500,234686.0
2024-09-06,Stock Gift at price 0.00 per share.,532179,0.0
2024-11-27,Stock Gift at price 0.00 per share.,224,0.0
2024-11-27,Sale at price 420.44 per share.,344,144630.0
2025-02-07,Sale at price 465.94 per share.,3000,1397835.0
2025-02-10,Conversion of Exercise of derivative security at price 79.54 per share.,11242,894189.0
2025-02-10,Sale at price 462.53 per share.,9986,4618862.0
2025-02-11,Conversion of Exercise of derivative security at price 67.85 per share.,1544,104760.0
2025-02-14,,1162,
2025-02-14,,872,
2025-02-14,,355,
2025-02-14,,2747,
2025-02-14,,1459,
2025-02-14,Conversion of Exercise of derivative security at price 444.53 per share.,137,60901.0
2025-02-14,,304,
2025-02-14,,885,
2025-02-14,Stock Award(Grant) at price 0.00 per share.,704,0.0
2025-02-14,,1231,
2025-02-14,,557,
2025-05-06,,262,
2025-05-06,,262,
2025-05-06,,262,
2025-05-06,,262,
2025-05-06,,346,
2025-05-09,Sale at price 491.34 per share.,1279,628425.0
2025-05-09,Conversion of Exercise of derivative security at price 283.59 per share.,1279,362712.0
2025-05-13,Sale at price 506.41 per share.,2683,1358697.0
2025-05-13,Conversion of Exercise of derivative security at price 245.79 - 283.59 per share.,2683,707801.0
2025-05-21,Sale at price 512.34 - 513.74 per share.,2306,1182917.0
2025-05-21,Conversion of Exercise of derivative security at price 160.28 per share.,1046,167653.0
2025-05-30,,3382,
2025-08-06,Conversion of Exercise of derivative security at price 206.94 - 288.78 per share.,8411,2323682.0
2025-08-06,Conversion of Exercise of derivative security at price 141.60 - 206.94 per share.,12794,2399798.0
2025-08-06,Sale at price 629.86 - 630.91 per share.,7143,4503163.0
2025-08-06,Sale at price 626.90 - 639.37 per share.,29260,18491642.0
2025-08-06,Sale at price 627.56 - 628.89 per share.,8411,5279893.0
2025-08-06,Conversion of Exercise of derivative security at price 67.85 per share.,29260,1985291.0
2025-08-07,Conversion of Exercise of derivative security at price 141.60 per share.,1849,261818.0
2025-08-08,Sale at price 651.60 per share.,5450,3551220.0
2025-08-08,Conversion of Exercise of derivative security at price 598.49 per share.,183,109523.0
2025-08-11,Sale at price 656.53 per share.,1200,787840.0
2025-08-12,Sale at price 649.85 - 649.99 per share.,405,263813.0
2025-08-12,Conversion of Exercise of derivative security at price 206.94 - 544.08 per share.,5633,1227390.0
2025-08-12,Conversion of Exercise of derivative security at price 178.26 - 544.08 per share.,1226,299344.0
2025-08-15,Stock Gift at price 0.00 per share.,1051,0.0
2025-08-22,Conversion of Exercise of derivative security at price 206.62 per share.,2187,451878.0
2025-08-22,Sale at price 647.33 per share.,2187,1415700.0
2025-08-22,Stock Gift at price 0.00 per share.,259,0.0
2025-08-29,,18,
2025-10-30,Stock Award(Grant) at price 628.54 per share.,39,24513.0
2025-11-07,Sale at price 702.20 - 705.54 per share.,9425,6629014.0
2025-11-07,Conversion of Exercise of derivative security at price 288.78 - 505.53 per share.,12530,4789947.0
2026-01-30,Stock Award(Grant) at price 670.46 per share.,36,24137.0
2026-02-10,Sale at price 643.00 - 650.32 per share.,11345,7336993.0
2026-02-10,Conversion of Exercise of derivative security at price 67.85 per share.,12821,869905.0
2026-02-13,,2587,
2026-02-13,,573,
2026-02-13,,1959,
2026-02-13,,2363,
2026-02-13,,1004,
2026-02-13,,2057,
2026-02-13,,832,
2026-02-13,,454,
2026-02-13,,1092,
2026-02-13,,456,
2026-02-17,Sale at price 628.56 - 628.65 per share.,1464,920293.0
2026-02-17,Sale at price 623.76 - 629.86 per share.,5371,3369666.0
2026-02-17,Conversion of Exercise of derivative security at price 333.90 per share.,945,315536.0
2026-02-19,Conversion of Exercise of derivative security at price 141.60 - 544.08 per share.,7770,1460329.0
