date,transactionType,shares,value
2024-02-27,Stock Award(Grant) at price 0.00 per share.,60278,0
2024-03-01,Stock Gift at price 0.00 per share.,65595,0
2024-03-01,Stock Gift at price 0.00 per share.,305452,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,16004,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,199252,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,575558,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,44494,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,48193,0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,44494,0
2024-03-15,Stock Award(Grant) at price 0.00 per share.,213949,0
2024-04-30,Sale at price 17.08 per share.,59000,1007720
2024-05-03,Stock Award(Grant) at price 0.00 per share.,152401,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,15053,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-17,Stock Award(Grant) at price 0.00 per share.,9677,0
2024-05-31,Stock Award(Grant) at price 0.00 per share.,78468,0
2024-08-15,Sale at price 18.32 per share.,38601,707170
2024-11-12,Stock Gift at price 0.00 per share.,48683,0
2024-12-02,Sale at price 20.66 per share.,55555,1147766
2025-02-20,Purchase at price 15.66 per share.,6389,100052
2025-02-21,Purchase at price 15.79 per share.,1347,21269
2025-02-25,Purchase at price 15.79 per share.,3170,50054
2025-02-25,Purchase at price 15.91 per share.,3142,49989
2025-02-28,Stock Gift at price 0.00 per share.,95636,0
2025-02-28,Stock Gift at price 0.00 per share.,434988,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,206966,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,156959,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,206966,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,307489,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,222487,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,32867,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,1166965,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,103267,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,29219,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,31954,0
2025-03-04,Sale at price 16.37 per share.,32521,532369
2025-03-04,Sale at price 16.37 per share.,125702,2057742
2025-03-06,Sale at price 16.21 per share.,14984,242891
2025-03-10,Sale at price 15.71 per share.,40239,632155
2025-03-11,Purchase at price 15.96 per share.,6300,100548
2025-04-29,Sale at price 17.30 per share.,32519,562579
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,17038,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-05-22,Stock Award(Grant) at price 0.00 per share.,10575,0
2025-08-11,Sale at price 15.15 per share.,7000,106050
2025-10-28,Stock Award(Grant) at price 0.00 per share.,5584,0
2025-10-30,Sale at price 15.95 per share.,29473,470094
2025-11-04,Purchase at price 15.96 per share.,7500,119700
2026-02-18,Sale at price 17.90 per share.,31250,559375
2026-02-19,Sale at price 18.00 - 18.01 per share.,50000,900044
