date,transactionType,shares,value
2024-02-27,Stock Award(Grant) at price 0.00 per share.,74377,0
2024-02-27,Stock Award(Grant) at price 0.00 per share.,5113,0
2024-02-28,Stock Award(Grant) at price 0.00 per share.,11510,0
2024-08-13,Sale at price 28.66 per share.,5154,147714
2024-10-30,Purchase at price 28.24 per share.,1000,28240
2025-02-13,Purchase at price 25.65 per share.,19457,499072
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,85824,2589310
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,63573,1917997
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,8741,263716
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,8741,263716
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,11125,335641
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,12714,383581
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,8741,263716
2025-02-21,Conversion of Exercise of derivative security at price 30.17 per share.,238399,7192498
2025-02-26,Stock Award(Grant) at price 0.00 per share.,9687,0
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,156914,4912977
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,72629,2274014
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,85182,2667048
2025-02-27,Stock Award(Grant) at price 0.00 per share.,17450,0
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,48419,1515999
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,19054,596581
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,22416,701845
2025-02-27,Conversion of Exercise of derivative security at price 31.31 per share.,582823,18248188
2025-03-04,Sale at price 25.93 per share.,2500,64825
2025-03-04,Stock Award(Grant) at price 0.00 per share.,5583,0
