date,transactionType,shares,value
2024-03-25,Sale at price 697.85 per share.,3257,2272897
2024-03-26,Sale at price 705.04 per share.,7018,4947971
2024-05-06,Sale at price 699.16 per share.,3537,2472929
2024-05-07,Stock Gift at price 0.00 per share.,3055,0
2024-05-07,Sale at price 716.63 per share.,14009,10039270
2024-05-21,Sale at price 760.00 per share.,7833,5953080
2024-05-23,Sale at price 788.58 per share.,1019,803563
2024-06-28,Stock Award(Grant) at price 824.51 per share.,44,36783
2024-07-02,Sale at price 819.40 per share.,44,36054
2024-07-02,Sale at price 819.40 per share.,44,36054
2024-08-01,Stock Award(Grant) at price 0.00 per share.,7314,0
2024-08-01,Stock Award(Grant) at price 0.00 per share.,1874,0
2024-08-01,Stock Award(Grant) at price 0.00 per share.,18256,0
2024-08-01,Stock Award(Grant) at price 0.00 per share.,8464,0
2024-08-01,Stock Award(Grant) at price 0.00 per share.,57819,0
2024-08-01,Stock Award(Grant) at price 0.00 per share.,19218,0
2024-08-05,Sale at price 649.84 per share.,825,536118
2024-08-05,Sale at price 649.84 - 675.00 per share.,2611,1702821
2024-08-05,Sale at price 649.84 per share.,709,460737
2024-08-06,Sale at price 705.01 per share.,1291,910168
2024-08-06,Sale at price 705.01 per share.,17437,12293259
2024-08-06,Stock Gift at price 0.00 per share.,3055,0
2024-08-06,Sale at price 705.01 per share.,814,573878
2024-08-07,Sale at price 740.63 per share.,5361,3970517
2024-08-07,Sale at price 740.63 per share.,2038,1509404
2024-08-19,Sale at price 818.51 per share.,9676,7919903
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,433,0
2024-11-06,Stock Award(Grant) at price 0.00 per share.,350,0
2024-11-12,Stock Gift at price 0.00 per share.,3056,0
2024-11-12,Sale at price 663.01 per share.,14306,9485021
2025-02-11,Stock Gift at price 0.00 per share.,805,0
2025-03-25,Sale at price 724.62 per share.,7008,5078137
2025-04-30,Stock Award(Grant) at price 0.00 per share.,174,0
2025-05-06,Sale at price 683.30 per share.,10802,7381007
2025-05-06,Stock Gift at price 0.00 per share.,805,0
2025-05-08,Stock Award(Grant) at price 0.00 per share.,166,0
2025-05-22,Sale at price 766.46 per share.,1019,781023
2025-06-30,Sale at price 891.16 per share.,1320,1176331
2025-07-02,Sale at price 891.50 per share.,39,34768
2025-08-04,Sale at price 896.75 per share.,320,286960
2025-08-04,Sale at price 896.75 per share.,763,684220
2025-08-05,Sale at price 917.00 per share.,511,468587
2025-08-05,Sale at price 917.00 per share.,1920,1760640
2025-08-07,Stock Award(Grant) at price 0.00 per share.,55761,0
2025-08-07,Stock Award(Grant) at price 0.00 per share.,9254,0
2025-08-07,Stock Award(Grant) at price 0.00 per share.,19208,0
2025-08-07,Stock Award(Grant) at price 0.00 per share.,1758,0
2025-08-07,Stock Award(Grant) at price 0.00 per share.,18761,0
2025-08-07,Stock Award(Grant) at price 0.00 per share.,7187,0
2025-08-08,Sale at price 913.00 per share.,338,308594
2025-08-08,Sale at price 913.00 per share.,1022,933086
2025-08-12,Sale at price 913.68 per share.,8049,7354210
2025-08-12,Sale at price 913.68 per share.,10801,9868658
2025-08-12,Stock Gift at price 0.00 per share.,804,0
2025-08-20,Sale at price 878.53 per share.,2301,2021498
2025-08-29,Sale at price 881.50 per share.,13716,12090654
2025-09-05,Sale at price 900.00 per share.,4564,4107600
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,256,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-05,Stock Award(Grant) at price 0.00 per share.,203,0
2025-11-11,Stock Gift at price 0.00 per share.,804,0
2025-11-11,Sale at price 1203.10 per share.,10803,12997089
2025-11-12,Stock Gift at price 0.00 per share.,85,0
2025-12-16,Sale at price 1237.01 per share.,2254,2788221
2026-02-05,Stock Award(Grant) at price 0.00 per share.,11,0
