date,transactionType,shares,value
2024-04-02,Stock Award(Grant) at price 0.00 per share.,31693,0.0
2024-04-02,Stock Award(Grant) at price 0.00 per share.,695,0.0
2024-04-02,Stock Award(Grant) at price 0.00 per share.,462,0.0
2024-04-02,Stock Award(Grant) at price 0.00 per share.,18,0.0
2024-04-02,Stock Award(Grant) at price 0.00 per share.,2764,0.0
2024-04-02,Stock Award(Grant) at price 0.00 per share.,1524,0.0
2024-08-22,Conversion of Exercise of derivative security at price 132.00 per share.,14832,1957824.0
2024-08-22,Conversion of Exercise of derivative security at price 132.00 per share.,534,70488.0
2024-09-03,,73337,
2024-11-29,,17730,
2025-02-07,,26955,
2025-02-28,,1778,
2025-02-28,,2489,
2025-02-28,,2489,
2025-02-28,,8524,
2025-02-28,,2867,
2025-02-28,,1778,
2025-02-28,,2667,
2025-02-28,,23596,
2025-04-03,,11906,
2025-04-03,,8504,
2025-04-28,Sale at price 368.16 per share.,18803,6922512.0
2025-05-09,Conversion of Exercise of derivative security at price 126.21 per share.,17798,2246286.0
2025-05-14,,1329,
2025-05-14,Stock Award(Grant) at price 0.00 per share.,1329,0.0
2025-05-14,Conversion of Exercise of derivative security at price 432.84 per share.,1329,575244.0
2025-05-14,Conversion of Exercise of derivative security at price 126.21 - 149.78 per share.,3678,534109.0
2025-05-14,,1329,
2025-05-14,,1329,
2025-05-14,,1329,
2025-05-14,,1329,
2025-05-14,,1329,
2025-05-14,,1329,
2025-08-26,Sale at price 620.00 per share.,3300,2046000.0
2025-12-01,,17730,
