date,transactionType,shares,value
2024-03-01,Stock Award(Grant) at price 0.00 per share.,2453,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,10703,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,6856,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,5876,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,4757,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,10634,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,4511,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,29032,0.0
2024-03-15,Stock Award(Grant) at price 0.00 per share.,562,0.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,32,2897.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,39,3570.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,90,8120.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,54,4844.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,39,3570.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,54,4844.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,54,4844.0
2024-03-19,Stock Award(Grant) at price 89.48 per share.,54,4844.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,2140,0.0
2024-05-06,Sale at price 86.80 per share.,3442,298748.0
2024-06-18,Stock Award(Grant) at price 84.40 per share.,78,6621.0
2024-06-18,Stock Award(Grant) at price 84.40 per share.,63,5336.0
2024-06-18,Stock Award(Grant) at price 84.40 per share.,78,6621.0
2024-06-18,Stock Award(Grant) at price 84.40 per share.,63,5336.0
2024-06-18,Stock Award(Grant) at price 84.40 per share.,55,4656.0
2024-06-18,Stock Award(Grant) at price 0.00 - 84.40 per share.,715,10382.0
2024-06-18,Stock Award(Grant) at price 84.40 per share.,20,1733.0
2024-08-01,Sale at price 103.91 per share.,13520,1404847.0
2024-08-01,Conversion of Exercise of derivative security at price 77.83 - 90.32 per share.,12620,1053732.0
2024-09-17,Stock Award(Grant) at price 103.22 per share.,17,1772.0
2024-09-17,Stock Award(Grant) at price 103.22 per share.,46,4759.0
2024-09-17,Stock Award(Grant) at price 103.22 per share.,52,5453.0
2024-09-17,Stock Award(Grant) at price 0.00 - 103.22 per share.,591,11097.0
2024-09-17,Stock Award(Grant) at price 103.22 per share.,52,5453.0
2024-09-17,Stock Award(Grant) at price 103.22 per share.,65,6767.0
2024-09-17,Stock Award(Grant) at price 103.22 per share.,65,6767.0
2024-12-03,,659,
2024-12-03,,207,
2024-12-03,,35,
2024-12-03,,413,
2024-12-06,,1953,
2024-12-06,,1953,
2024-12-06,,4514,
2024-12-06,,948,
2024-12-06,,3166,
2024-12-10,,588,
2024-12-10,,101,
2024-12-10,,587,
2024-12-16,,1219,
2024-12-17,Stock Award(Grant) at price 82.92 per share.,21,1786.0
2024-12-17,Stock Award(Grant) at price 82.92 per share.,57,4797.0
2024-12-17,Stock Award(Grant) at price 82.92 per share.,66,5497.0
2024-12-17,Stock Award(Grant) at price 0.00 - 82.92 per share.,742,11582.0
2024-12-17,Stock Award(Grant) at price 82.92 per share.,82,6821.0
2024-12-17,Stock Award(Grant) at price 82.92 per share.,66,5497.0
2024-12-17,Stock Award(Grant) at price 82.92 per share.,82,6821.0
2024-12-27,,953,
2025-02-07,Sale at price 85.24 per share.,1990,169630.0
2025-02-14,,1122,
2025-02-14,,1660,
2025-02-14,,8176,
2025-02-14,,807,
2025-02-14,,8010,
2025-02-20,,1000,
2025-02-28,,803,
2025-02-28,,818,
2025-02-28,,9272,
2025-02-28,,1586,
2025-02-28,,3545,
2025-02-28,,3568,
2025-02-28,,1959,
2025-03-18,Stock Award(Grant) at price 81.34 per share.,84,6888.0
2025-03-18,Stock Award(Grant) at price 0.00 - 81.34 per share.,764,12191.0
2025-03-18,Stock Award(Grant) at price 81.34 per share.,84,6888.0
2025-03-18,Stock Award(Grant) at price 81.34 per share.,68,5551.0
2025-03-18,Stock Award(Grant) at price 81.34 per share.,59,4844.0
2025-03-18,Stock Award(Grant) at price 81.34 per share.,22,1803.0
2025-03-18,Stock Award(Grant) at price 81.34 per share.,68,5551.0
2025-04-11,,15038,
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-04-25,Stock Award(Grant) at price 0.00 per share.,3238,0.0
2025-06-17,Stock Award(Grant) at price 64.85 per share.,148,9613.0
2025-06-17,Stock Award(Grant) at price 64.85 per share.,148,9613.0
2025-06-17,Stock Award(Grant) at price 0.00 - 64.85 per share.,1009,15473.0
2025-06-17,Stock Award(Grant) at price 64.85 per share.,127,8262.0
2025-06-17,Stock Award(Grant) at price 64.85 per share.,69,4477.0
2025-06-17,Stock Award(Grant) at price 64.85 per share.,40,2655.0
2025-06-17,Stock Award(Grant) at price 64.85 per share.,116,7548.0
2025-06-27,,22852,
2025-07-03,,2000,
2025-09-16,Stock Award(Grant) at price 78.39 per share.,34,2722.0
2025-09-16,Stock Award(Grant) at price 78.39 per share.,58,4589.0
2025-09-16,Stock Award(Grant) at price 78.39 per share.,98,7738.0
2025-09-16,Stock Award(Grant) at price 78.39 per share.,108,8469.0
2025-09-16,Stock Award(Grant) at price 0.00 - 78.39 per share.,848,16501.0
2025-09-16,Stock Award(Grant) at price 78.39 per share.,125,9854.0
2025-09-16,Stock Award(Grant) at price 78.39 per share.,125,9854.0
2025-11-06,Sale at price 69.08 per share.,11766,812764.0
2025-12-05,,948,
2025-12-05,,3166,
2025-12-05,,4514,
2025-12-10,,588,
2025-12-10,,101,
2025-12-15,,1290,
2025-12-16,Stock Award(Grant) at price 73.40 per share.,37,2750.0
2025-12-16,Stock Award(Grant) at price 73.40 per share.,63,4637.0
2025-12-16,Stock Award(Grant) at price 73.40 per share.,106,7819.0
2025-12-16,Stock Award(Grant) at price 73.40 per share.,116,8558.0
2025-12-16,Stock Award(Grant) at price 0.00 - 73.40 per share.,404,17204.0
2025-12-16,Stock Award(Grant) at price 73.40 per share.,135,9957.0
2025-12-16,Stock Award(Grant) at price 73.40 per share.,135,9957.0
2025-12-29,,953,
2026-02-13,,1122,
2026-02-13,,807,
2026-02-13,,8175,
