date,transactionType,shares,value
2024-03-28,Stock Gift at price 0.00 per share.,39500,0
2024-05-07,Sale at price 693.71 per share.,1318,914310
2024-05-07,Conversion of Exercise of derivative security at price 247.96 - 293.56 per share.,3798,1036053
2024-05-07,Conversion of Exercise of derivative security at price 71.17 per share.,2554,181768
2024-05-07,Sale at price 693.95 - 693.96 per share.,2291,1589840
2024-05-14,Conversion of Exercise of derivative security at price 71.17 per share.,2554,181768
2024-07-24,Conversion of Exercise of derivative security at price 71.17 per share.,2554,181768
2024-07-24,Sale at price 765.72 per share.,1100,842292
2024-07-29,Conversion of Exercise of derivative security at price 260.79 - 388.86 per share.,21341,6844575
2024-07-29,Sale at price 764.05 per share.,6896,5268889
2024-07-31,Conversion of Exercise of derivative security at price 247.96 - 388.86 per share.,12078,3736362
2024-08-12,Stock Award(Grant) at price 759.63 per share.,6788,5156368
2024-08-12,Stock Award(Grant) at price 759.63 per share.,5776,4387623
2024-08-12,Stock Award(Grant) at price 759.63 per share.,2689,2042645
2024-08-12,Stock Award(Grant) at price 759.63 per share.,2055,1561040
2024-08-12,Stock Award(Grant) at price 759.63 per share.,18119,13763736
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2024-10-30,Stock Award(Grant) at price 0.00 per share.,409,0
2025-04-07,Sale at price 190.37 per share.,2000,380740
2025-04-14,Sale at price 208.96 per share.,8521,1780548
2025-04-14,Conversion of Exercise of derivative security at price 22.67 per share.,9560,216725
2025-07-21,Purchase at price 222.55 per share.,1200,267060
2025-07-28,Conversion of Exercise of derivative security at price 73.39 - 97.22 per share.,52192,4682150
2025-07-28,Sale at price 220.90 per share.,17301,3821791
2025-07-30,Sale at price 223.47 per share.,5084,1136121
2025-08-11,Conversion of Exercise of derivative security at price 61.99 - 99.46 per share.,45976,4059974
2025-08-11,Stock Award(Grant) at price 223.88 per share.,4569,1022908
2025-08-11,Stock Award(Grant) at price 223.88 per share.,46350,10376838
2025-08-11,Stock Award(Grant) at price 223.88 per share.,6852,1534026
2025-08-11,Stock Award(Grant) at price 223.88 per share.,4448,995818
2025-08-11,Stock Award(Grant) at price 223.88 per share.,976,218507
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-10-29,Stock Award(Grant) at price 0.00 per share.,503,0
2025-12-23,Stock Gift at price 0.00 per share.,29000,0
2025-12-23,Stock Gift at price 0.00 per share.,14000,0
2026-01-28,Stock Gift at price 0.00 per share.,10400,0
2026-01-28,Stock Gift at price 0.00 per share.,5200,0
