date,transactionType,shares,value
2024-03-04,Stock Award(Grant) at price 0.00 per share.,3789,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,6641,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,1507,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,12668,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,1145,0
2024-03-08,Conversion of Exercise of derivative security at price 1411.00 per share.,300,423300
2024-03-08,Sale at price 3477.18 - 3485.00 per share.,720,2505916
2024-03-15,Sale at price 3410.85 - 3485.77 per share.,4302,14724656
2024-03-15,Sale at price 3435.54 - 3485.72 per share.,5827,20137703
2024-03-15,Sale at price 3498.29 per share.,28,97952
2024-04-15,Sale at price 3486.22 - 3608.55 per share.,750,2650572
2024-04-15,Sale at price 3583.07 per share.,22,78828
2024-05-01,Sale at price 3437.25 per share.,22,75620
2024-05-07,Conversion of Exercise of derivative security at price 1411.00 per share.,227,320297
2024-05-08,Sale at price 3580.75 - 3621.11 per share.,525,1891921
2024-05-10,Stock Award(Grant) at price 0.00 per share.,3337,0
2024-05-15,Sale at price 3755.63 - 3792.10 per share.,750,2832384
2024-05-30,Stock Gift at price 0.00 per share.,102,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,100,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-05-30,Stock Award(Grant) at price 0.00 per share.,71,0
2024-06-17,Sale at price 3854.80 - 3955.84 per share.,750,2925377
2024-07-15,Sale at price 4027.31 - 4097.75 per share.,750,3050735
2024-08-15,Sale at price 3614.01 - 3616.00 per share.,858,3101414
2024-08-27,Sale at price 3887.60 per share.,100,388760
2024-11-12,Stock Gift at price 0.00 per share.,200,0
2024-11-14,Stock Gift at price 0.00 per share.,200,0
2024-11-22,Sale at price 5165.70 per share.,170,878170
2025-02-24,Stock Award(Grant) at price 0.00 per share.,157,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,209,0
2025-03-03,Stock Gift at price 0.00 per share.,20,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,607,0
2025-03-04,Sale at price 4930.41 per share.,850,4190844
2025-03-04,Stock Award(Grant) at price 0.00 per share.,4353,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,655,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,15401,0
2025-03-04,Stock Award(Grant) at price 0.00 per share.,480,0
2025-05-01,Sale at price 5142.42 per share.,300,1542724
2025-05-14,Stock Gift at price 0.00 per share.,20,0
2025-05-15,Sale at price 5202.60 - 5281.92 per share.,1013,5310502
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,68,0
2025-05-30,Stock Award(Grant) at price 0.00 per share.,48,0
