date,transactionType,shares,value
2024-02-23,,5880,
2024-02-23,,5880,
2024-02-23,,3920,
2024-02-23,,5880,
2024-02-23,,1176,
2024-03-01,Stock Award(Grant) at price 0.00 per share.,21978,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,21978,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,21978,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,36630,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,14652,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,36630,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,102564,0.0
2024-03-01,Stock Award(Grant) at price 0.00 per share.,36630,0.0
2024-03-08,,6177,
2024-03-08,,824,
2024-03-08,,3088,
2024-03-08,,1544,
2024-03-08,,6177,
2024-03-22,Sale at price 68.88 - 70.82 per share.,60000,4148139.0
2024-03-22,Conversion of Exercise of derivative security at price 44.91 per share.,50000,2245500.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,4363,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,5454,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,4363,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,5367,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,6458,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,4363,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,5236,0.0
2024-05-03,Stock Award(Grant) at price 0.00 per share.,4363,0.0
2024-05-20,Sale at price 63.28 per share.,5995,379364.0
2024-05-20,Conversion of Exercise of derivative security at price 19.04 - 44.91 per share.,5995,143585.0
2024-08-15,Sale at price 55.01 per share.,1000,55010.0
2024-09-16,Sale at price 60.06 per share.,1000,60060.0
2024-10-01,Sale at price 61.10 per share.,376,22974.0
2024-10-15,Sale at price 63.37 per share.,643,40747.0
2024-10-15,Sale at price 63.37 per share.,1000,63370.0
2024-10-15,Conversion of Exercise of derivative security at price 17.58 per share.,500,8790.0
2024-10-18,Sale at price 65.00 per share.,1000,65000.0
2024-10-30,Sale at price 68.50 - 70.00 per share.,2000,138500.0
2024-11-01,Sale at price 72.50 - 75.00 per share.,2000,147500.0
2024-11-01,Stock Award(Grant) at price 0.00 per share.,26585,0.0
2024-11-01,Stock Award(Grant) at price 0.00 per share.,13292,0.0
2024-11-05,Sale at price 77.00 per share.,1000,77000.0
2024-11-15,Sale at price 76.26 per share.,1000,76260.0
2024-11-26,Sale at price 79.55 per share.,858697,68309346.0
2024-11-26,Conversion of Exercise of derivative security at price 22.00 per share.,858697,18891334.0
2024-12-13,Sale at price 77.29 per share.,1000,77290.0
2024-12-30,Stock Gift at price 0.00 per share.,14000,0.0
2025-01-15,Sale at price 71.33 per share.,1000,71330.0
2025-02-03,,66114,
2025-02-03,,36032,
2025-02-03,,21730,
2025-02-03,,27930,
2025-02-03,,18484,
2025-02-03,,35135,
2025-02-03,,938,
2025-02-13,Sale at price 65.10 per share.,1000,65100.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,49799,0.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,29704,0.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,66398,0.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,17473,0.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,123012,0.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,66398,0.0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,30294,0.0
2025-03-17,Sale at price 55.55 per share.,1999,111044.0
2025-03-25,Sale at price 60.30 per share.,3523,212437.0
2025-04-15,Sale at price 56.16 per share.,2000,112320.0
2025-04-25,Sale at price 56.64 per share.,1916,108522.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,5598,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,5730,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,4408,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,4408,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,5378,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,6700,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,4408,0.0
2025-05-09,Stock Award(Grant) at price 0.00 per share.,4761,0.0
2025-05-23,Sale at price 56.90 per share.,3966,225665.0
2025-06-03,Sale at price 58.20 per share.,2000,116400.0
2025-06-13,Sale at price 58.00 per share.,2000,116000.0
2025-06-25,Sale at price 57.95 per share.,664,38479.0
2025-07-15,Sale at price 55.01 per share.,2059,113266.0
2025-07-15,Sale at price 55.01 per share.,2000,110020.0
2025-07-25,Sale at price 59.69 per share.,4659,278096.0
2025-08-15,Sale at price 53.61 per share.,2000,107220.0
2025-08-18,Sale at price 66.10 per share.,700,46270.0
2025-08-18,Sale at price 67.50 per share.,3000,202500.0
2025-08-18,Conversion of Exercise of derivative security at price 22.00 per share.,3000,66000.0
2025-08-25,Sale at price 68.95 per share.,3233,222915.0
2025-09-15,Sale at price 68.95 per share.,2000,137900.0
2025-09-25,Sale at price 68.78 per share.,3232,222297.0
2025-10-09,Sale at price 68.38 per share.,4499,307642.0
2025-10-15,Sale at price 68.25 per share.,2000,136500.0
2025-10-15,Sale at price 68.25 per share.,1912,130494.0
2025-10-23,Sale at price 68.35 - 68.50 per share.,4268,291896.0
2025-10-24,Sale at price 68.50 per share.,2977,203924.0
2025-10-24,Sale at price 68.55 per share.,3233,221622.0
2025-10-27,Sale at price 68.54 per share.,353,24195.0
2025-10-31,Sale at price 68.45 - 68.74 per share.,49705,3405250.0
2025-11-03,Sale at price 68.69 per share.,25005,1717596.0
2025-11-14,Sale at price 68.87 per share.,2000,137740.0
2025-11-25,Sale at price 69.00 per share.,3232,223008.0
2025-11-28,Sale at price 69.05 per share.,2000,138100.0
2025-12-19,Stock Gift at price 0.00 per share.,7300,0.0
2025-12-29,Stock Gift at price 0.00 per share.,34781,0.0
