date,transactionType,shares,value
2024-03-13,Sale at price 59.00 per share.,1938,114342
2024-05-06,Stock Award(Grant) at price 0.00 per share.,7017,0
2024-05-06,Stock Award(Grant) at price 0.00 per share.,30595,0
2024-05-06,Stock Award(Grant) at price 0.00 per share.,14035,0
2024-05-31,Conversion of Exercise of derivative security at price 38.61 per share.,30000,1158240
2024-05-31,Sale at price 78.29 - 80.00 per share.,51723,4062600
2024-08-01,Sale at price 76.97 per share.,658,50646
2024-08-05,Stock Award(Grant) at price 0.00 per share.,1170,0
2024-08-26,Conversion of Exercise of derivative security at price 25.90 per share.,99412,2575268
2024-08-26,Sale at price 80.00 per share.,99412,7952960
2024-09-16,Conversion of Exercise of derivative security at price 38.61 per share.,37588,1451198
2024-09-16,Sale at price 85.00 per share.,37588,3194980
2024-11-12,Sale at price 75.57 per share.,4007,302809
2024-12-04,Stock Gift at price 0.00 per share.,267,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,18486,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,9652,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,87982,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,133945,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,21876,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,133961,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,6781,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2103,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,4530,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,6959,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,37658,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,19416,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,22184,0
2025-02-13,Stock Award(Grant) at price 0.00 per share.,2700,0
2025-02-18,Sale at price 68.09 per share.,2383,162258
2025-03-17,Stock Award(Grant) at price 0.00 per share.,3267,0
2025-03-17,Stock Award(Grant) at price 0.00 per share.,2412,0
2025-05-09,Sale at price 70.00 per share.,23684,1657880
2025-05-16,Sale at price 75.00 per share.,18000,1350000
2025-07-22,Sale at price 77.50 per share.,2177,168718
2025-07-28,Sale at price 71.84 per share.,7500,538800
2025-09-08,Sale at price 70.79 per share.,10000,707900
2025-09-12,Sale at price 71.90 per share.,846,60827
2025-09-25,Sale at price 74.90 per share.,846,63365
2025-10-01,Sale at price 77.90 per share.,808,62943
2025-10-03,Sale at price 80.00 per share.,11336,906880
2025-11-17,Conversion of Exercise of derivative security at price 27.92 per share.,145140,4052019
2025-11-17,Sale at price 83.91 per share.,145140,12178697
2025-12-11,Sale at price 81.25 per share.,12129,985481
2026-01-22,Sale at price 85.00 per share.,10826,920210
2026-02-04,Conversion of Exercise of derivative security at price 45.65 per share.,12620,576128
2026-02-04,Sale at price 90.00 per share.,18620,1675800
2026-02-04,Conversion of Exercise of derivative security at price 45.65 per share.,30000,1369560
2026-02-04,Sale at price 90.00 per share.,30000,2700000
2026-02-09,Conversion of Exercise of derivative security at price 27.92 - 31.72 per share.,99603,2873876
2026-02-09,Sale at price 89.34 per share.,99603,8898532
2026-02-12,Stock Award(Grant) at price 0.00 per share.,18760,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,157085,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,29755,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,8063,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,10625,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,20161,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,5888,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,5082,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,3800,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,38958,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,16664,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,2130,0
2026-02-12,Stock Award(Grant) at price 0.00 per share.,7790,0
2026-02-17,Sale at price 95.00 per share.,5079,482505
