date,transactionType,shares,value
2024-02-28,Conversion of Exercise of derivative security at price 33.36 per share.,2331,77762
2024-02-28,Sale at price 86.28 per share.,40837,3523416
2024-02-28,Sale at price 86.39 per share.,5000,431950
2024-02-29,Sale at price 85.11 - 86.50 per share.,9948,859332
2024-03-04,Stock Award(Grant) at price 0.00 per share.,7430,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,5945,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,14110,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,16340,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,5945,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,7133,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,13370,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,6685,0
2024-03-04,Stock Award(Grant) at price 0.00 per share.,38620,0
2024-05-15,Conversion of Exercise of derivative security at price 30.42 per share.,29480,896782
2024-06-03,Stock Award(Grant) at price 0.00 per share.,1970,0
2024-06-03,Stock Award(Grant) at price 0.00 - 76.14 per share.,2955,74998
2024-06-03,Stock Award(Grant) at price 0.00 - 76.14 per share.,5745,217760
2024-06-03,Stock Award(Grant) at price 0.00 - 76.14 per share.,3615,125250
2024-06-03,Stock Award(Grant) at price 0.00 - 76.14 per share.,3680,130199
2024-06-03,Stock Award(Grant) at price 0.00 - 76.14 per share.,3680,130199
2024-06-03,Stock Award(Grant) at price 0.00 per share.,1970,0
2024-06-03,Stock Award(Grant) at price 0.00 - 76.14 per share.,3485,115352
2024-07-15,Conversion of Exercise of derivative security at price 31.75 per share.,14816,470408
2024-08-13,Stock Gift at price 0.00 per share.,44583,0
2024-09-13,Conversion of Exercise of derivative security at price 35.31 per share.,14223,502214
2024-09-13,Sale at price 74.03 per share.,6864,508142
2024-09-13,Sale at price 73.80 per share.,14223,1049657
2024-11-01,Conversion of Exercise of derivative security at price 35.38 - 67.85 per share.,171808,9969576
2024-11-01,Sale at price 71.71 per share.,171808,12320352
2024-11-11,Sale at price 76.58 per share.,5000,382900
2024-12-11,Stock Award(Grant) at price 0.00 per share.,6725,0
2024-12-26,Stock Award(Grant) at price 75.30 per share.,2,183
2025-02-24,Stock Award(Grant) at price 0.00 per share.,87434,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,13978,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,11738,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,27527,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,32976,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,11738,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,12480,0
2025-02-24,Stock Award(Grant) at price 0.00 per share.,13208,0
2025-02-24,Conversion of Exercise of derivative security at price 35.31 - 35.38 per share.,335999,11877853
2025-02-24,Sale at price 80.38 per share.,196117,15763884
2025-02-26,Sale at price 80.52 per share.,5688,457998
2025-02-26,Sale at price 79.95 - 80.12 per share.,7888,630883
2025-02-28,Conversion of Exercise of derivative security at price 35.84 per share.,16467,590177
2025-02-28,Sale at price 78.86 per share.,32085,2530223
2025-02-28,Sale at price 79.05 per share.,3002,237308
2025-03-03,Stock Award(Grant) at price 0.00 per share.,20235,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,14946,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,10120,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,7785,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,10895,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,17125,0
2025-03-03,Stock Award(Grant) at price 0.00 per share.,28020,0
2025-03-27,Stock Award(Grant) at price 74.82 per share.,2,183
2025-04-02,Stock Award(Grant) at price 0.00 per share.,53650,0
2025-05-12,Sale at price 73.88 per share.,14327,1058479
2025-05-15,Sale at price 72.40 per share.,175000,12670000
2025-06-02,Stock Award(Grant) at price 0.00 - 70.87 per share.,3110,70161
2025-06-02,Stock Award(Grant) at price 0.00 per share.,2120,0
2025-06-02,Stock Award(Grant) at price 0.00 per share.,2120,0
2025-06-02,Stock Award(Grant) at price 0.00 - 70.87 per share.,5890,197727
2025-06-02,Stock Award(Grant) at price 0.00 per share.,2120,0
2025-06-02,Stock Award(Grant) at price 0.00 - 70.87 per share.,3745,115164
2025-06-02,Stock Award(Grant) at price 0.00 - 70.87 per share.,3955,130046
2025-06-02,Stock Award(Grant) at price 0.00 per share.,2120,0
2025-06-27,Stock Award(Grant) at price 0.00 per share.,9181,0
2025-06-27,Stock Award(Grant) at price 0.00 per share.,21047,0
2025-06-27,Stock Award(Grant) at price 0.00 per share.,54636,0
2025-06-27,Stock Award(Grant) at price 0.00 per share.,8307,0
2025-06-27,Stock Award(Grant) at price 0.00 per share.,9835,0
2025-06-27,Stock Award(Grant) at price 0.00 per share.,21856,0
2025-07-02,Stock Award(Grant) at price 53.34 per share.,33100,1765554
2025-08-01,Purchase at price 47.03 per share.,21300,1001739
2025-10-31,Sale at price 50.35 per share.,2192,110367
2025-11-10,Conversion of Exercise of derivative security at price 28.92 per share.,58133,1681206
2025-11-10,Sale at price 51.28 per share.,58133,2981060
2025-12-26,Purchase at price 55.69 per share.,4,257
2026-02-18,Conversion of Exercise of derivative security at price 29.58 per share.,7131,210935
2026-02-18,Sale at price 58.34 per share.,7131,416023
