date,transactionType,shares,value
2024-02-28,Conversion of Exercise of derivative security at price 190.59 per share.,20000,3811800
2024-02-28,Sale at price 561.59 - 572.26 per share.,20000,11348955
2024-02-29,Sale at price 569.43 - 573.34 per share.,10000,5710818
2024-02-29,Conversion of Exercise of derivative security at price 190.59 per share.,10000,1905900
2024-03-11,Stock Gift at price 0.00 per share.,2000,0
2024-03-12,Conversion of Exercise of derivative security at price 190.59 per share.,20000,3811800
2024-03-12,Sale at price 590.68 - 599.81 per share.,20000,11933356
2024-03-12,Conversion of Exercise of derivative security at price 190.59 - 210.68 per share.,14345,2852545
2024-03-12,Sale at price 598.90 per share.,14345,8591220
2024-03-13,Conversion of Exercise of derivative security at price 190.59 per share.,10000,1905900
2024-03-13,Sale at price 591.82 - 597.99 per share.,10000,5945759
2024-03-25,Stock Award(Grant) at price 0.00 per share.,46,0
2024-04-26,Conversion of Exercise of derivative security at price 210.68 per share.,2000,421360
2024-04-26,Sale at price 567.94 per share.,2000,1135880
2024-04-30,Sale at price 568.88 - 579.22 per share.,20000,11483532
2024-04-30,Conversion of Exercise of derivative security at price 190.59 per share.,20000,3811800
2024-05-01,Conversion of Exercise of derivative security at price 190.59 per share.,10000,1905900
2024-05-01,Sale at price 569.79 - 579.93 per share.,10000,5737356
2024-05-13,Conversion of Exercise of derivative security at price 210.68 per share.,21925,4619159
2024-05-13,Sale at price 591.27 per share.,21925,12963595
2024-05-14,Stock Gift at price 0.00 per share.,15971,0
2024-05-14,Conversion of Exercise of derivative security at price 105.17 per share.,20000,2103400
2024-05-14,Sale at price 590.05 per share.,20000,11801000
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-22,Stock Award(Grant) at price 0.00 per share.,339,0
2024-05-28,Stock Gift at price 0.00 per share.,1112,0
2024-06-04,Sale at price 564.12 - 573.32 per share.,20000,11374358
2024-06-04,Conversion of Exercise of derivative security at price 190.59 per share.,20000,3811800
2024-07-26,Conversion of Exercise of derivative security at price 210.68 per share.,2000,421360
2024-07-26,Sale at price 600.85 per share.,2000,1201700
2024-07-26,Sale at price 612.92 - 613.32 per share.,3624,2221582
2024-07-26,Conversion of Exercise of derivative security at price 210.68 - 253.99 per share.,860,197859
2024-07-26,Sale at price 610.67 - 611.47 per share.,860,525484
2024-07-26,Sale at price 600.85 per share.,300,180255
2024-07-30,Conversion of Exercise of derivative security at price 190.59 - 210.68 per share.,16300,3307517
2024-07-30,Sale at price 596.35 - 614.98 per share.,16300,9879804
2024-07-31,Conversion of Exercise of derivative security at price 210.68 per share.,10000,2106800
