date,transactionType,shares,value
2024-03-01,Sale at price 56.29 per share.,2064,116183
2024-03-22,Sale at price 58.00 per share.,31000000,1797907000
2024-03-28,Stock Gift at price 0.00 per share.,3930,0
2024-04-01,Sale at price 62.91 per share.,7400,465534
2024-04-01,Stock Award(Grant) at price 0.00 per share.,44246,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,44246,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,8026,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,8026,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,12843,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,8026,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,12843,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,41740,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,9632,0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,2648,0
2024-05-01,Sale at price 59.89 per share.,3036,181826
2024-06-11,Stock Award(Grant) at price 0.00 per share.,4405,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,4405,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,4405,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,4405,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,7622,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,5929,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,6353,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,6522,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,4405,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,6522,0
2024-06-11,Stock Award(Grant) at price 0.00 per share.,4659,0
2024-07-29,Sale at price 64.58 per share.,42804207,2764295688
2024-08-09,Sale at price 67.79 per share.,40000,2711600
2024-09-12,Sale at price 71.97 per share.,11000,791670
2024-10-01,Stock Award(Grant) at price 0.00 per share.,6844,0
2024-10-28,Sale at price 75.25 - 75.38 per share.,13642,1027448
2024-10-29,Sale at price 75.71 - 76.05 per share.,10000,758460
