date,transactionType,shares,value
2024-03-13,Conversion of Exercise of derivative security at price 4.55 per share.,320000,1456000
2024-03-13,Sale at price 55.27 per share.,285000,15751950
2024-03-14,Stock Gift at price 0.00 per share.,33651,0
2024-03-28,Sale at price 57.77 per share.,600000,34662000
2024-06-11,Stock Gift at price 0.00 per share.,188,0
2024-10-07,Stock Gift at price 0.00 per share.,5000000,0
2024-10-14,Sale at price 55.25 per share.,4995000,275973750
2024-11-27,Sale at price 63.63 - 63.79 per share.,500000,31855228
2024-12-05,Stock Gift at price 0.00 per share.,7850,0
2024-12-05,Sale at price 61.86 per share.,83310,5153557
2024-12-05,Conversion of Exercise of derivative security at price 4.91 per share.,91160,447596
2024-12-23,Conversion of Exercise of derivative security at price 19.38 per share.,50000,969000
2024-12-23,Sale at price 58.01 per share.,30000,1740300
2025-01-02,Conversion of Exercise of derivative security at price 28.02 per share.,50000,1401125
2025-01-02,Sale at price 57.66 per share.,50000,2883000
2025-01-06,Sale at price 56.84 - 57.10 per share.,320000,18210775
2025-01-06,Stock Gift at price 0.00 per share.,47760,0
2025-01-06,Conversion of Exercise of derivative security at price 4.91 per share.,320000,1571200
2025-01-10,Stock Gift at price 0.00 per share.,20000,0
2025-03-19,Sale at price 54.00 per share.,100000,5400000
2025-03-19,Conversion of Exercise of derivative security at price 11.80 per share.,100000,1179750
2025-04-14,Conversion of Exercise of derivative security at price 11.80 per share.,100000,1180000
2025-04-14,Sale at price 60.01 per share.,100000,6001000
2025-07-15,Conversion of Exercise of derivative security at price 6.78 - 8.70 per share.,49775,422556
2025-07-15,Sale at price 46.35 - 46.90 per share.,24088,1118419
2025-09-15,Conversion of Exercise of derivative security at price 4.91 per share.,228840,1123604
2025-09-15,Sale at price 47.54 per share.,228840,10879054
2025-10-15,Sale at price 44.79 - 44.80 per share.,24283,1087668
2025-10-15,Conversion of Exercise of derivative security at price 6.78 - 8.70 per share.,49775,422805
2025-11-13,Conversion of Exercise of derivative security at price 11.80 per share.,100000,1180000
2025-11-25,Conversion of Exercise of derivative security at price 11.80 per share.,100000,1180000
2025-11-25,Sale at price 39.07 per share.,100000,3907000
2025-12-30,Stock Gift at price 0.00 per share.,27850,0
2026-01-15,Conversion of Exercise of derivative security at price 6.78 - 8.70 per share.,49775,422805
2026-01-15,Sale at price 40.17 per share.,25137,1009753
2026-01-20,Stock Gift at price 0.00 per share.,50161,0
