date,transactionType,shares,value
2024-04-01,Stock Award(Grant) at price 0.00 per share.,14327,0.0
2024-04-01,,9551,
2024-04-01,,23878,
2024-04-01,,9551,
2024-04-01,,14327,
2024-04-01,,3469,
2024-04-01,,15918,
2024-04-01,,15918,
2024-04-01,,83572,
2024-04-01,Stock Award(Grant) at price 0.00 per share.,21491,0.0
2024-04-01,,14327,
2024-04-01,Stock Award(Grant) at price 0.00 per share.,14327,0.0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,21491,0.0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,125358,0.0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,23877,0.0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,23877,0.0
2024-04-01,Stock Award(Grant) at price 0.00 per share.,35817,0.0
2024-04-17,,7460,
2024-04-17,,79111,
2024-04-17,,1179,
2024-04-17,,7460,
2024-04-17,,7460,
2024-04-17,,4700,
2024-04-17,,43883,
2024-04-23,Purchase at price 19.37 per share.,50000,968500.0
2024-04-29,Stock Gift at price 0.00 per share.,5000,0.0
2024-05-03,Sale at price 19.95 per share.,23000,458742.0
2024-07-01,,19182,
2024-10-31,Stock Gift at price 0.00 per share.,4300,0.0
2024-12-05,Stock Gift at price 0.00 per share.,1920,0.0
2025-01-02,,67074,
2025-01-29,Purchase at price 20.41 - 25.07 per share.,2408,57687.0
2025-02-03,Sale at price 23.76 - 24.15 per share.,224,5371.0
2025-03-11,Purchase at price 21.18 per share.,2300,48702.0
2025-03-13,,9441,
2025-04-01,,81356,
2025-04-01,,23243,
2025-04-01,,14010,
2025-04-01,,13945,
2025-04-01,,1674,
2025-04-01,,6700,
2025-04-01,,15497,
2025-04-01,,9298,
2025-04-01,Stock Award(Grant) at price 0.00 per share.,2096,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,8388,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,31456,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,20971,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,15729,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,110097,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,12583,0.0
2025-04-01,Stock Award(Grant) at price 0.00 per share.,18873,0.0
2025-04-16,,7089,
2025-04-16,,7089,
2025-04-16,,7089,
2025-04-16,,1883,
2025-05-08,Sale at price 21.37 per share.,8185,174885.0
2025-07-01,,20034,
2025-07-25,Stock Gift at price 0.00 per share.,4000,0.0
2025-08-06,Sale at price 25.01 per share.,30000,750279.0
2025-08-13,Purchase at price 25.48 per share.,4000,101906.0
2025-08-27,Stock Gift at price 0.00 per share.,1875,0.0
2025-12-11,Stock Gift at price 0.00 per share.,15000,0.0
2026-01-02,,69911,
2026-01-22,Sale at price 28.78 per share.,36000,1036062.0
