date,transactionType,shares,value
2024-02-27,Stock Gift at price 0.00 per share.,776,0.0
2024-02-28,Conversion of Exercise of derivative security at price 79.41 per share.,690,54793.0
2024-02-29,Sale at price 263.00 per share.,2842,747446.0
2024-03-13,Sale at price 269.48 per share.,3200,862336.0
2024-05-13,Sale at price 272.54 - 273.48 per share.,15210,4149475.0
2024-05-30,Sale at price 254.50 per share.,1000,254500.0
2024-06-10,Sale at price 249.50 per share.,1000,249500.0
2024-06-14,,827,
2024-06-14,,807,
2024-06-17,,827,
2024-08-09,Sale at price 244.03 - 245.52 per share.,35592,8699714.0
2024-10-31,Conversion of Exercise of derivative security at price 79.41 per share.,30800,2445828.0
2024-10-31,Sale at price 275.46 - 276.29 per share.,12212,3364955.0
2024-11-07,Conversion of Exercise of derivative security at price 92.02 per share.,32100,2953842.0
2024-11-07,Conversion of Exercise of derivative security at price 92.02 - 122.60 per share.,4700,499770.0
2024-11-07,Sale at price 290.56 per share.,12204,3545994.0
2024-11-08,Conversion of Exercise of derivative security at price 133.95 - 164.38 per share.,7100,1048421.0
2024-11-08,Sale at price 290.58 per share.,1657,481491.0
2024-11-12,Sale at price 290.00 - 292.05 per share.,2865,832742.0
2024-11-25,Sale at price 285.95 per share.,887,253638.0
2024-12-19,Stock Gift at price 0.00 per share.,12638,0.0
2025-02-14,,5223,
2025-02-14,,5223,
2025-02-14,,9546,
2025-02-14,,39622,
2025-02-14,,6484,
2025-02-14,,5764,
2025-02-14,,4863,
2025-02-14,,11707,
2025-02-14,,685,
2025-02-18,,1200,
2025-02-18,,2200,
2025-02-18,,1000,
2025-02-18,,1000,
2025-02-18,,1800,
2025-02-18,,7300,
2025-02-18,,1100,
2025-02-18,,900,
2025-02-18,,380,
2025-05-02,Sale at price 265.00 per share.,3000,795000.0
2025-05-15,Sale at price 270.00 per share.,1500,405000.0
2025-05-19,Conversion of Exercise of derivative security at price 121.69 - 122.60 per share.,51100,6240108.0
2025-05-20,Sale at price 272.95 - 276.59 per share.,87552,24103043.0
2025-06-13,,630,
2025-06-13,,630,
2025-08-21,Sale at price 286.56 per share.,650,186264.0
2025-08-26,Stock Gift at price 0.00 per share.,350,0.0
2025-09-11,Conversion of Exercise of derivative security at price 121.69 per share.,1900,231211.0
2025-09-12,Sale at price 298.56 per share.,698,208395.0
2025-11-04,Sale at price 292.26 per share.,5818,1700375.0
2025-11-07,Conversion of Exercise of derivative security at price 119.59 - 121.69 per share.,12100,1460899.0
2025-11-07,Sale at price 288.00 per share.,3333,959904.0
2025-11-10,Sale at price 289.76 per share.,4243,1229452.0
2025-11-10,Sale at price 290.73 - 291.31 per share.,4658,1354267.0
2025-11-11,Conversion of Exercise of derivative security at price 113.16 - 133.95 per share.,13900,1726770.0
2025-11-12,Sale at price 295.00 - 296.50 per share.,4853,1434714.0
2025-11-19,Sale at price 287.10 - 290.00 per share.,2000,577100.0
2025-12-09,Conversion of Exercise of derivative security at price 185.31 per share.,3200,592992.0
2025-12-10,Sale at price 295.00 per share.,665,196175.0
2025-12-11,Sale at price 300.81 per share.,7135,2146279.0
2025-12-15,,11400,
2026-02-13,,14445,
2026-02-13,,6212,
2026-02-13,,6212,
2026-02-13,,11114,
2026-02-13,,50181,
2026-02-13,,1684,
2026-02-13,,9973,
2026-02-13,,7484,
2026-02-13,,786,
2026-02-13,,5670,
2026-02-20,Sale at price 303.72 per share.,1137,345330.0
