date,transactionType,shares,value
2024-03-18,Stock Award(Grant) at price 275.38 per share.,22,6058
2024-03-18,Stock Award(Grant) at price 275.38 per share.,56,15421
2024-03-18,Stock Award(Grant) at price 275.38 per share.,113,31118
2024-03-18,Stock Award(Grant) at price 275.38 per share.,113,31118
2024-04-26,Sale at price 283.60 - 285.15 per share.,49850,14182349
2024-04-29,Sale at price 288.51 per share.,13567,3914229
2024-05-01,Conversion of Exercise of derivative security at price 191.71 per share.,27990,5365963
2024-05-01,Conversion of Exercise of derivative security at price 167.61 - 223.93 per share.,41110,7858744
2024-05-02,Sale at price 286.04 - 287.28 per share.,9102,2608459
2024-05-03,Conversion of Exercise of derivative security at price 136.78 per share.,2570,351525
2024-05-03,Sale at price 288.00 per share.,2570,740160
2024-05-09,Conversion of Exercise of derivative security at price 191.71 per share.,31590,6056119
2024-05-10,Sale at price 296.58 per share.,6016,1784225
2024-05-13,Sale at price 294.78 - 294.95 per share.,21050,6206520
2024-05-13,Conversion of Exercise of derivative security at price 167.61 - 191.71 per share.,21050,3726774
2024-05-14,Stock Gift at price 0.00 per share.,1100,0
2024-05-17,Sale at price 296.59 per share.,12089,3585477
2024-05-20,Conversion of Exercise of derivative security at price 167.61 - 191.71 per share.,58900,10400501
2024-05-20,Conversion of Exercise of derivative security at price 135.85 per share.,22500,3056625
2024-05-21,Sale at price 296.38 - 300.87 per share.,13344,3978624
2024-06-18,Stock Award(Grant) at price 292.42 per share.,53,15498
2024-06-18,Stock Award(Grant) at price 292.42 per share.,106,30997
2024-06-18,Stock Award(Grant) at price 292.42 per share.,106,30997
2024-06-18,Stock Award(Grant) at price 292.42 per share.,10,2924
2024-06-18,Stock Award(Grant) at price 292.42 per share.,106,30997
2024-06-18,Stock Award(Grant) at price 292.42 per share.,21,6141
2024-06-18,Stock Award(Grant) at price 292.42 per share.,106,30997
2024-09-16,Conversion of Exercise of derivative security at price 147.82 per share.,1320,195122
2024-09-16,Sale at price 308.05 per share.,1320,406626
2024-09-17,Stock Award(Grant) at price 308.05 per share.,101,31113
2024-09-17,Stock Award(Grant) at price 308.05 per share.,101,31113
2024-09-17,Stock Award(Grant) at price 308.05 per share.,10,3080
2024-09-17,Stock Award(Grant) at price 308.05 per share.,20,6161
2024-09-17,Stock Award(Grant) at price 308.05 per share.,101,31113
2024-09-17,Stock Award(Grant) at price 308.05 per share.,101,31113
2024-09-17,Stock Award(Grant) at price 308.05 per share.,50,15402
2024-10-28,Stock Gift at price 0.00 per share.,248,0
2024-10-29,Conversion of Exercise of derivative security at price 223.93 per share.,30700,6874651
2024-11-22,Sale at price 280.91 per share.,5540,1556252
2024-11-22,Conversion of Exercise of derivative security at price 136.78 per share.,5540,757761
2024-12-17,Stock Award(Grant) at price 266.20 per share.,58,15440
2024-12-17,Stock Award(Grant) at price 266.20 per share.,117,31145
2024-12-17,Stock Award(Grant) at price 266.20 per share.,117,31145
2024-12-17,Stock Award(Grant) at price 266.20 per share.,117,31145
2024-12-17,Stock Award(Grant) at price 266.20 per share.,11,2928
2024-12-17,Stock Award(Grant) at price 266.20 per share.,117,31145
2024-12-17,Stock Award(Grant) at price 266.20 per share.,23,6123
2025-01-31,Conversion of Exercise of derivative security at price 136.78 per share.,2570,351525
2025-01-31,Sale at price 255.68 per share.,1796,459205
2025-02-04,Stock Gift at price 0.00 per share.,290,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,3374,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,3668,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,3887,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,330,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,330,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,330,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,5712,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,330,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,330,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,15321,0
2025-03-05,Stock Award(Grant) at price 0.00 per share.,18660,0
