date,transactionType,shares,value
2024-03-14,Sale at price 238.29 per share.,282,67198.0
2024-04-30,Sale at price 232.81 per share.,1715,399269.0
2024-05-13,Sale at price 236.28 - 237.90 per share.,3300,781121.0
2024-05-15,Sale at price 235.29 - 237.46 per share.,3300,781224.0
2024-06-10,Sale at price 239.31 per share.,300,71793.0
2024-08-14,Conversion of Exercise of derivative security at price 132.54 per share.,5295,701799.0
2024-08-20,Stock Award(Grant) at price 0.00 per share.,6637,0.0
2024-11-21,,331,
2024-11-26,Stock Award(Grant) at price 0.00 per share.,1055,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,1055,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,4495,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,4828,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,2348,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,2553,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,13899,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,52124,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,3105,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,2109,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,2216,0.0
2024-11-26,Stock Award(Grant) at price 0.00 per share.,4007,0.0
2024-12-05,Sale at price 220.25 per share.,1500,330375.0
2024-12-06,Sale at price 220.49 per share.,1000,220490.0
2024-12-06,Conversion of Exercise of derivative security at price 147.68 - 167.91 per share.,13334,2097403.0
2024-12-09,Sale at price 219.03 - 221.01 per share.,5121,1130529.0
2024-12-19,Sale at price 223.33 per share.,2838,633811.0
2025-01-07,Sale at price 235.00 per share.,788,185180.0
2025-01-17,Sale at price 236.51 per share.,597,141196.0
2025-01-21,Sale at price 240.00 per share.,787,188880.0
2025-01-21,Sale at price 240.00 per share.,500,120000.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-01-28,Stock Award(Grant) at price 0.00 per share.,930,0.0
2025-02-10,Purchase at price 233.62 per share.,1500,350430.0
2025-02-12,Sale at price 227.99 per share.,700,159593.0
2025-03-12,Sale at price 224.91 per share.,1940,436325.0
2025-03-18,Sale at price 230.00 per share.,459,105570.0
2025-03-26,Stock Award(Grant) at price 0.00 per share.,796,0.0
2025-04-09,Sale at price 197.28 per share.,479,94497.0
2025-06-02,Sale at price 171.19 per share.,1166,199608.0
2025-07-02,Stock Award(Grant) at price 0.00 per share.,12221,0.0
2025-07-18,Conversion of Exercise of derivative security at price 147.68 per share.,6360,939245.0
2025-07-18,Sale at price 180.29 - 181.50 per share.,1185,213645.0
2025-08-08,Sale at price 192.30 per share.,863,165955.0
2025-08-11,Purchase at price 191.57 per share.,5250,1005742.0
2025-08-22,Sale at price 197.99 per share.,57,11285.0
2025-09-10,Sale at price 187.50 per share.,917,171938.0
2025-09-26,Sale at price 181.03 per share.,58,10500.0
