date,transactionType,shares,value
2024-02-29,Stock Award(Grant) at price 47.53 per share.,1788,84984
2024-02-29,Stock Award(Grant) at price 47.53 per share.,1788,84984
2024-05-24,Sale at price 42.23 per share.,2500,105575
2024-08-19,Stock Award(Grant) at price 40.58 per share.,8214,333324
2024-08-19,Stock Award(Grant) at price 40.58 per share.,6161,250013
2024-08-19,Stock Award(Grant) at price 40.58 per share.,14786,600016
2024-08-19,Stock Award(Grant) at price 40.58 per share.,18482,750000
2024-08-19,Stock Award(Grant) at price 40.58 per share.,49285,1999985
2024-08-19,Stock Award(Grant) at price 40.58 per share.,18482,750000
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-14,Stock Award(Grant) at price 57.82 per share.,3459,199999
2024-11-15,Conversion of Exercise of derivative security at price 15.83 - 20.97 per share.,11262,214268
2024-11-15,Sale at price 57.78 - 58.07 per share.,8872,514219
2024-11-22,Conversion of Exercise of derivative security at price 33.81 - 42.31 per share.,44682,1674329
2024-11-22,Sale at price 58.82 - 58.97 per share.,42125,2483197
2024-11-22,Stock Gift at price 0.00 per share.,602,0
2024-11-25,Sale at price 58.00 - 60.84 per share.,71321,4185067
2024-11-25,Conversion of Exercise of derivative security at price 20.97 - 41.00 per share.,389307,10309665
2024-12-10,Stock Gift at price 0.00 per share.,288,0
2025-02-20,Sale at price 86.56 - 86.57 per share.,25727,2227043
2025-02-20,Sale at price 88.00 per share.,11917,1048696
2025-02-20,Conversion of Exercise of derivative security at price 33.81 - 35.41 per share.,89877,3125445
2025-02-21,Sale at price 87.59 per share.,7786,681976
2025-02-21,Stock Gift at price 0.00 per share.,3439,0
2025-02-26,Sale at price 84.00 - 85.41 per share.,42214,3575737
2025-05-12,Sale at price 81.40 per share.,40000,3256000
2025-05-13,Sale at price 81.85 - 84.42 per share.,1668,137260
2025-05-13,Conversion of Exercise of derivative security at price 39.87 - 51.38 per share.,8249,367690
2025-08-18,Stock Award(Grant) at price 99.91 per share.,10009,999999
2025-08-18,Stock Award(Grant) at price 99.91 per share.,102593,10250067
2025-08-18,Stock Award(Grant) at price 99.91 per share.,10009,999999
2025-08-18,Stock Award(Grant) at price 99.91 per share.,3753,374962
2025-08-18,Stock Award(Grant) at price 99.91 per share.,2012,201019
2025-08-18,Stock Award(Grant) at price 99.91 per share.,3128,312518
2025-08-22,Stock Award(Grant) at price 99.66 per share.,36623,3649848
2025-08-22,Stock Award(Grant) at price 99.66 per share.,146489,14599094
2025-08-22,Stock Award(Grant) at price 99.66 per share.,47610,4744813
2025-08-22,Stock Award(Grant) at price 99.66 per share.,14649,1459919
2025-08-25,Stock Gift at price 0.00 per share.,22000,0
2025-08-25,Sale at price 99.05 per share.,7882,780712
2025-09-04,Stock Gift at price 0.00 per share.,1000,0
2025-09-11,Sale at price 106.12 - 106.23 per share.,11320,1202120
2025-09-11,Conversion of Exercise of derivative security at price 27.33 - 41.29 per share.,16313,529748
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-13,Stock Award(Grant) at price 100.76 per share.,1985,200009
2025-11-18,Sale at price 102.83 per share.,29000,2982070
2025-11-18,Sale at price 102.50 per share.,25029,2565472
2025-11-18,Conversion of Exercise of derivative security at price 33.81 - 42.31 per share.,35968,1345233
2025-11-21,Conversion of Exercise of derivative security at price 33.81 - 35.41 per share.,62781,2165976
2025-11-21,Sale at price 105.31 per share.,31735,3342013
2025-11-21,Sale at price 104.85 per share.,18794,1970551
2025-11-21,Conversion of Exercise of derivative security at price 20.97 per share.,81000,1698570
2025-11-24,Conversion of Exercise of derivative security at price 51.38 per share.,55423,2847634
2025-11-24,Sale at price 107.00 per share.,10344,1106808
2025-11-24,Stock Gift at price 0.00 per share.,5000,0
2025-11-26,Sale at price 110.19 - 110.20 per share.,1671,184133
2025-11-26,Conversion of Exercise of derivative security at price 26.59 per share.,1186,31536
2025-12-02,Stock Gift at price 0.00 per share.,9525,0
2025-12-04,Sale at price 115.17 per share.,583,67144
2025-12-04,Conversion of Exercise of derivative security at price 26.59 per share.,1186,31536
2026-02-09,Sale at price 151.00 - 152.00 per share.,39815,6025599
2026-02-09,Conversion of Exercise of derivative security at price 15.83 per share.,90874,1438535
2026-02-10,Conversion of Exercise of derivative security at price 41.65 per share.,8914,371268
2026-02-10,Conversion of Exercise of derivative security at price 26.59 - 40.58 per share.,21056,656550
2026-02-10,Sale at price 155.62 per share.,9166,1426413
2026-02-10,Sale at price 152.60 - 152.64 per share.,44290,6759568
2026-02-10,Sale at price 153.79 per share.,6498,999327
2026-02-10,Conversion of Exercise of derivative security at price 40.58 - 44.97 per share.,88636,3849454
2026-02-11,Sale at price 153.45 - 153.75 per share.,2147,329492
2026-02-11,Stock Gift at price 0.00 per share.,15000,0
2026-02-11,Conversion of Exercise of derivative security at price 42.31 per share.,402,17009
2026-02-17,Sale at price 154.44 per share.,14245,2199998
2026-02-17,Conversion of Exercise of derivative security at price 29.63 - 41.82 per share.,18462,650852
2026-02-18,Sale at price 154.78 - 154.99 per share.,48795,7556901
2026-02-18,Conversion of Exercise of derivative security at price 15.83 - 42.31 per share.,123348,3653390
