date,transactionType,shares,value
2024-09-26,Sale at price 36.77 - 37.65 per share.,16178415,597001788.0
2024-10-01,Sale at price 36.58 - 37.25 per share.,20000,734359.0
2024-10-01,Sale at price 36.54 - 37.27 per share.,12412322,457353248.0
2024-10-01,Sale at price 36.59 - 37.27 per share.,3050,111806.0
2024-10-04,Sale at price 37.63 - 39.95 per share.,34017,1337500.0
2024-10-04,Conversion of Exercise of derivative security at price 4.72 per share.,195500,922760.0
2024-10-04,Sale at price 40.00 per share.,195500,7820704.0
2024-10-04,Conversion of Exercise of derivative security at price 4.72 per share.,20000,94400.0
2024-10-11,Sale at price 43.90 per share.,7321,321392.0
2024-10-25,Conversion of Exercise of derivative security at price 4.72 per share.,123334,582136.0
2024-10-25,Sale at price 45.00 per share.,123334,5550030.0
2024-10-29,,5656293,
2024-10-29,Sale at price 45.01 - 45.02 per share.,5656293,254610669.0
2024-11-01,Sale at price 42.12 per share.,20000,842318.0
2024-11-05,Sale at price 50.49 per share.,8054,406646.0
2024-11-05,Conversion of Exercise of derivative security at price 4.72 per share.,20000,94400.0
2024-11-05,Sale at price 49.96 per share.,20000,999250.0
2024-11-07,,12343707,
2024-11-07,Sale at price 47.49 - 56.12 per share.,12343707,650638388.0
2024-11-08,Sale at price 58.06 per share.,8860,514412.0
2024-11-15,Sale at price 63.10 - 63.12 per share.,6323602,399064043.0
2024-11-15,,6323602,
2024-11-20,,1144069,
2024-11-20,Sale at price 63.00 - 64.44 per share.,1144069,73044303.0
2024-11-21,Sale at price 60.68 - 63.07 per share.,77109,4765179.0
2024-11-21,,348809,
2024-11-21,Sale at price 60.68 - 63.07 per share.,348809,21555678.0
2024-11-21,,169017,
2024-11-21,Sale at price 60.68 - 63.07 per share.,169017,10444904.0
2024-11-21,Sale at price 60.68 - 63.07 per share.,66785,4127176.0
2024-11-21,Sale at price 60.68 - 63.07 per share.,22218,1373027.0
2024-11-22,,2507329,
2024-11-22,Sale at price 60.68 - 63.98 per share.,2507329,157860428.0
2024-11-25,Sale at price 66.77 per share.,9746,650740.0
2024-12-02,Sale at price 66.63 - 67.29 per share.,20000,1334308.0
2024-12-03,,5280000,
2024-12-03,Sale at price 66.56 - 70.08 per share.,5280000,369908300.0
2024-12-04,Sale at price 68.26 - 70.89 per share.,13891,963826.0
2024-12-06,Sale at price 76.78 per share.,10721,823158.0
2024-12-11,Stock Gift at price 0.00 per share.,50000,0.0
2024-12-12,Conversion of Exercise of derivative security at price 4.72 per share.,315126,1487395.0
2024-12-12,Sale at price 72.63 - 75.19 per share.,315126,23099147.0
2024-12-13,,1316053,
2024-12-13,Sale at price 68.83 - 75.85 per share.,1316053,95838067.0
2025-01-02,Conversion of Exercise of derivative security at price 4.72 per share.,400000,1888000.0
2025-01-02,Sale at price 73.11 - 75.78 per share.,483987,36046086.0
2025-01-02,Sale at price 76.29 per share.,1800,137322.0
2025-01-02,Conversion of Exercise of derivative security at price 4.72 per share.,96273,454409.0
2025-01-02,Sale at price 72.83 - 75.96 per share.,96273,7024559.0
2025-01-02,Sale at price 73.15 - 75.85 per share.,20000,1490101.0
2025-01-07,Sale at price 70.23 - 75.16 per share.,4000,286540.0
2025-02-03,Sale at price 79.24 - 84.02 per share.,20000,1629103.0
2025-02-04,Sale at price 102.80 per share.,11794,1212423.0
2025-02-04,Sale at price 101.62 - 106.06 per share.,4000,415318.0
2025-02-11,Sale at price 113.03 - 118.22 per share.,13891,1610745.0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,232898,0.0
2025-02-20,Sale at price 96.40 - 107.20 per share.,375000,38426081.0
2025-02-20,Stock Award(Grant) at price 0.00 per share.,232898,0.0
2025-02-20,,375000,
2025-02-21,,432565,
2025-02-21,Sale at price 96.43 - 108.28 per share.,432565,44557681.0
2025-02-21,,675000,
2025-02-21,Sale at price 96.43 - 108.28 per share.,675000,69269088.0
2025-02-21,Sale at price 96.43 - 108.28 per share.,22405,2307897.0
2025-02-24,,211024,
2025-02-24,Sale at price 90.27 - 108.28 per share.,211024,21419899.0
2025-03-03,Sale at price 83.10 - 90.21 per share.,20000,1743735.0
2025-03-05,Sale at price 83.42 - 90.13 per share.,6776,587010.0
2025-03-07,Stock Gift at price 0.00 per share.,1000,0.0
2025-03-14,,3750000,
2025-03-14,Sale at price 79.06 - 86.64 per share.,3750000,310248337.0
2025-03-17,,310000,
2025-03-17,Sale at price 85.18 - 88.63 per share.,310000,26991578.0
2025-03-24,Stock Award(Grant) at price 0.00 per share.,36176,0.0
2025-03-31,,98177,
2025-03-31,Sale at price 79.43 - 84.26 per share.,98177,8129081.0
2025-04-01,Sale at price 82.73 - 85.18 per share.,20000,1676580.0
2025-04-03,Sale at price 81.25 per share.,800,65000.0
2025-05-01,Sale at price 117.93 - 119.49 per share.,20000,2371690.0
2025-05-08,Purchase at price 116.14 per share.,10000,1161400.0
2025-05-12,Stock Gift at price 0.00 per share.,1603,0.0
2025-05-21,Sale at price 125.26 - 127.71 per share.,344053,43471357.0
2025-05-21,,344053,
2025-05-21,,167545,
2025-05-21,Sale at price 125.26 - 127.71 per share.,34230,4324987.0
2025-05-21,,398807,
2025-05-21,Sale at price 125.26 - 127.71 per share.,1897,239689.0
2025-05-21,Sale at price 125.26 - 127.71 per share.,39416,4980241.0
2025-05-21,Sale at price 125.26 - 127.71 per share.,398807,50389568.0
2025-05-21,Sale at price 125.26 - 127.71 per share.,167545,21169439.0
2025-06-06,Stock Award(Grant) at price 0.00 per share.,2348,0.0
2025-06-06,Stock Award(Grant) at price 0.00 per share.,2348,0.0
2025-06-06,Stock Award(Grant) at price 0.00 per share.,2348,0.0
2025-06-06,Sale at price 122.65 - 127.69 per share.,20000,2507592.0
2025-06-06,Stock Award(Grant) at price 0.00 per share.,2348,0.0
2025-06-09,Sale at price 125.24 - 131.70 per share.,17000,2197986.0
2025-06-10,,405000,
2025-06-10,Sale at price 130.12 - 133.73 per share.,405000,53490923.0
2025-06-12,Stock Gift at price 0.00 per share.,7335,0.0
2025-06-20,Stock Award(Grant) at price 0.00 per share.,21850,0.0
2025-07-01,Conversion of Exercise of derivative security at price 4.72 per share.,33335,157341.0
2025-07-01,Sale at price 135.31 per share.,33335,4510452.0
2025-07-01,Sale at price 129.32 - 135.34 per share.,10214,1337545.0
