,importance
accruals_ratio,0.1334699
total_debt_yoy_growth,0.13053864
net_income_yoy_growth,0.13032338
debt_equity,0.12575454
capex_to_revenue,0.12352814
net_margin_trend_2y,0.122497186
current_ratio,0.12162257
revenue_yoy_growth,0.11226567
