rule_col,n,spearman_ic,top_decile_hit_rate,bottom_decile_hit_rate,top_bottom_spread,quarter_ic_std,stability
bear_rule_signal,20016,-0.012732159762360827,0.4695304695304695,0.5239760239760239,-0.054445554445554434,0.08986985924753339,0.550650703762333
fundamental_rule_signal,20016,0.05710136937225432,0.5464535464535465,0.4132602193419741,0.1331933271115724,0.080510022093532,0.59744988953234
momentum_rule_signal,20016,0.03440847502088119,0.525974025974026,0.4723192019950125,0.0536548239790135,0.07845663279246323,0.6077168360376839
valuation_rule_signal,20016,0.010105582408193444,0.46503496503496505,0.478135511773186,-0.01310054673822092,0.06323415090759754,0.6838292454620123
