,fundamental_score,valuation_score,momentum_score,bear_score,sector_score
fundamental_score,1.0,0.7178693676771869,0.7309918245773512,0.7487175674198626,0.6797303435027269
valuation_score,0.7178693676771869,1.0,0.7277244279188325,0.7058146577191001,0.6686227195238085
momentum_score,0.7309918245773512,0.7277244279188325,1.0,0.6715727502543012,0.6667298805841356
bear_score,0.7487175674198626,0.7058146577191001,0.6715727502543012,1.0,0.6917522245647387
sector_score,0.6797303435027269,0.6686227195238085,0.6667298805841356,0.6917522245647387,1.0
