ticker,final_score,label,fundamental_score,valuation_score,momentum_score,bear_score,sector_score,rank,selected,common_score,common_label,score_gap_vs_threshold,score_gap_vs_selected_cutoff,selected_cutoff_score,selected_rank,selection_reason,above_threshold,distance_to_threshold,selected_position
UHS,0.8017225302551645,0,0.45652960763748135,0.5288417360055623,0.5209506561411757,0.3772500860735767,0.6167821283987157,1,False,0.8017225302551645,Outperform,0.23172253025516454,0.16017672581886566,0.6415458044362988,,qualified_but_not_selected,True,0.23172253025516454,
CNP,0.7797350361410512,0,0.34742951210868833,0.42394339804042536,0.49118355895376725,0.5396999747580564,0.6486507436113743,2,False,0.7797350361410512,Outperform,0.20973503614105127,0.1381892317047524,0.6415458044362988,,qualified_but_not_selected,True,0.20973503614105127,
BKNG,0.7754285505875317,0,0.4727313136223721,0.5429871104486922,0.4705086272903178,0.3478114120618665,0.6495283248471718,3,False,0.7754285505875317,Outperform,0.20542855058753173,0.13388274615123286,0.6415458044362988,,qualified_but_not_selected,True,0.20542855058753173,
MTB,0.7670829013283545,0,0.4238074076438972,0.420868587659863,0.516928228028008,0.34884520326948837,0.7566577717857269,4,False,0.7670829013283545,Outperform,0.1970829013283546,0.12553709689205572,0.6415458044362988,,qualified_but_not_selected,True,0.1970829013283546,
CHTR,0.7657927509701415,0,0.5178101748793768,0.44114161574821703,0.5270350448744594,0.5028950513206575,0.7127184710042419,5,False,0.7657927509701415,Outperform,0.1957927509701416,0.12424694653384272,0.6415458044362988,,qualified_but_not_selected,True,0.1957927509701416,
TYL,0.7635728671120768,0,0.45218652263913256,0.44553338497874195,0.5845308802781578,0.37904281319935973,0.616580264169432,6,False,0.7635728671120768,Outperform,0.19357286711207689,0.12202706267577801,0.6415458044362988,,qualified_but_not_selected,True,0.19357286711207689,
MOS,0.7586385353625187,0,0.4399112509612373,0.5127834463017759,0.5210966948806923,0.37301279454574654,0.6966281789083725,7,False,0.7586385353625187,Outperform,0.18863853536251873,0.11709273092621986,0.6415458044362988,,qualified_but_not_selected,True,0.18863853536251873,
AJG,0.7574415153502536,0,0.445330687981177,0.45770003324409103,0.49753658652556726,0.36347111933005927,0.6205808331138847,8,False,0.7574415153502536,Outperform,0.18744151535025366,0.11589571091395479,0.6415458044362988,,qualified_but_not_selected,True,0.18744151535025366,
QCOM,0.7550473170651697,0,0.4512499190543098,0.46249483044295536,0.4731516327667953,0.3789192868574201,0.616580264169432,9,False,0.7550473170651697,Outperform,0.18504731706516975,0.11350151262887087,0.6415458044362988,,qualified_but_not_selected,True,0.18504731706516975,
V,0.7525144359699045,0,0.47912598093212705,0.5039747828945728,0.4631219503456267,0.36368345245485895,0.6205808331138847,10,False,0.7525144359699045,Outperform,0.18251443596990458,0.1109686315336057,0.6415458044362988,,qualified_but_not_selected,True,0.18251443596990458,
FISV,0.7522755535530325,0,0.4735338376772259,0.5035290510254695,0.5301733981428545,0.37297564455734766,0.6205808331138847,11,False,0.7522755535530325,Outperform,0.1822755535530326,0.11072974911673372,0.6415458044362988,,qualified_but_not_selected,True,0.1822755535530326,
TROW,0.7521005481238894,0,0.40864602681773937,0.4341223935008397,0.470615247747713,0.45307525753366584,0.6205808331138847,12,False,0.7521005481238894,Outperform,0.18210054812388943,0.11055474368759055,0.6415458044362988,,qualified_but_not_selected,True,0.18210054812388943,
AMZN,0.7503564928283422,0,0.3677813934379941,0.42896854398056744,0.44759223758366457,0.4685593180980462,0.6384884322945465,13,True,0.7503564928283422,Outperform,0.1803564928283422,0.10881068839204333,0.6415458044362988,1.0,selected_above_threshold,True,0.1803564928283422,13.0
PGR,0.7487526493452874,0,0.49307159562252345,0.473038503200304,0.47501764690457116,0.35521436750116187,0.6205808331138847,14,False,0.7487526493452874,Outperform,0.17875264934528745,0.10720684490898857,0.6415458044362988,,qualified_but_not_selected,True,0.17875264934528745,
GLW,0.7485422031280347,0,0.43051906641696164,0.4508071775261855,0.5942261732200866,0.48013250493218795,0.5140683185891476,15,True,0.7485422031280347,Outperform,0.1785422031280347,0.10699639869173583,0.6415458044362988,6.0,selected_above_threshold,True,0.1785422031280347,15.0
SPGI,0.7480275018636309,0,0.4138691352712476,0.4434168292588294,0.5027124375412673,0.48580985141696126,0.6205808331138847,16,False,0.7480275018636309,Outperform,0.17802750186363092,0.10648169742733204,0.6415458044362988,,qualified_but_not_selected,True,0.17802750186363092,
FDS,0.7455669995902043,0,0.4147472679265781,0.43112990825263164,0.5199667416206896,0.35644523176066534,0.6205808331138847,17,False,0.7455669995902043,Outperform,0.1755669995902044,0.10402119515390551,0.6415458044362988,,qualified_but_not_selected,True,0.1755669995902044,
F,0.7435328276892726,0,0.4476354907639464,0.4285006554870349,0.4887490254179928,0.5076911085933368,0.6384884322945465,18,False,0.7435328276892726,Outperform,0.1735328276892727,0.10198702325297382,0.6415458044362988,,qualified_but_not_selected,True,0.1735328276892727,
ERIE,0.739187041602122,0,0.3782763493524971,0.43362335370107996,0.5035625860969795,0.3671455823637203,0.6205808331138847,19,True,0.739187041602122,Outperform,0.16918704160212206,0.09764123716582318,0.6415458044362988,7.0,selected_above_threshold,True,0.16918704160212206,19.0
MA,0.7370399002773362,0,0.5591776775848262,0.43606349121887183,0.4556561025979934,0.41918405553105526,0.6205808331138847,20,False,0.7370399002773362,Outperform,0.16703990027733628,0.09549409584103741,0.6415458044362988,,qualified_but_not_selected,True,0.16703990027733628,
MCHP,0.7340070848635035,0,0.4921452270193833,0.48055935687374857,0.5532339890494636,0.37766872957765724,0.616580264169432,21,False,0.7340070848635035,Outperform,0.16400708486350357,0.0924612804272047,0.6415458044362988,,qualified_but_not_selected,True,0.16400708486350357,
BAX,0.7333991560885055,0,0.40465467169191444,0.4416423215069354,0.5389512945846786,0.4394415027315457,0.6167821283987157,22,False,0.7333991560885055,Outperform,0.16339915608850553,0.09185335165220665,0.6415458044362988,,qualified_but_not_selected,True,0.16339915608850553,
INTC,0.732792323515345,0,0.5599001686411954,0.5343041379841109,0.43031686640782046,0.4922174474285781,0.5549222377524888,23,False,0.732792323515345,Outperform,0.162792323515345,0.09124651907904613,0.6415458044362988,,qualified_but_not_selected,True,0.162792323515345,
ZBRA,0.729967823642376,0,0.3846748447735415,0.44991959222875416,0.49876566367853686,0.489376565809661,0.5140683185891476,24,False,0.729967823642376,Outperform,0.15996782364237605,0.08842201920607717,0.6415458044362988,,qualified_but_not_selected,True,0.15996782364237605,
EIX,0.729873212859362,0,0.477297125349773,0.4318666816797102,0.5278032897437431,0.35746687348931316,0.6486507436113743,25,False,0.729873212859362,Outperform,0.15987321285936207,0.08832740842306319,0.6415458044362988,,qualified_but_not_selected,True,0.15987321285936207,
INTU,0.729560894548438,0,0.4849810892284529,0.5193318817445097,0.5513388876683347,0.3708616306918171,0.616580264169432,26,False,0.729560894548438,Outperform,0.15956089454843803,0.08801509011213915,0.6415458044362988,,qualified_but_not_selected,True,0.15956089454843803,
HUM,0.7285744171484142,0,0.46432364894967987,0.4284492688295987,0.5520143629184865,0.35020335824316384,0.6167821283987157,27,False,0.7285744171484142,Outperform,0.15857441714841425,0.08702861271211537,0.6415458044362988,,qualified_but_not_selected,True,0.15857441714841425,
GS,0.7264345193570361,0,0.45101309637573717,0.49513563069759586,0.49097885013644665,0.35590901259288665,0.6205808331138847,28,False,0.7264345193570361,Outperform,0.15643451935703612,0.08488871492073724,0.6415458044362988,,qualified_but_not_selected,True,0.15643451935703612,
GL,0.7224229605922445,0,0.45816342310704755,0.49729078533841864,0.45965052225513076,0.3452302589950589,0.6205808331138847,29,False,0.7224229605922445,Outperform,0.15242296059224458,0.0808771561559457,0.6415458044362988,,qualified_but_not_selected,True,0.15242296059224458,
ROP,0.715049589127896,0,0.4457026822953456,0.4400901998338248,0.49391794527875066,0.3642238109134938,0.616580264169432,30,False,0.715049589127896,Outperform,0.145049589127896,0.07350378469159713,0.6415458044362988,,qualified_but_not_selected,True,0.145049589127896,
ALL,0.7139891544119397,0,0.47521551915550475,0.48013332665858366,0.4650797659960988,0.34774247695151084,0.6205808331138847,31,False,0.7139891544119397,Outperform,0.1439891544119397,0.07244334997564084,0.6415458044362988,,qualified_but_not_selected,True,0.1439891544119397,
MCK,0.7132913221779958,0,0.5330631834780598,0.507044486248217,0.5328882358083664,0.3604393148618253,0.6167821283987157,32,False,0.7132913221779958,Outperform,0.1432913221779959,0.07174551774169702,0.6415458044362988,,qualified_but_not_selected,True,0.1432913221779959,
BDX,0.7132803491795051,0,0.43549386352771924,0.4398641389314706,0.4990240056109401,0.36181403264787704,0.6167821283987157,33,False,0.7132803491795051,Outperform,0.14328034917950516,0.07173454474320629,0.6415458044362988,,qualified_but_not_selected,True,0.14328034917950516,
REGN,0.7110987197507993,0,0.4318878616278978,0.4413737986904206,0.5430232557213819,0.4676298995116766,0.616580264169432,34,False,0.7110987197507993,Outperform,0.14109871975079935,0.06955291531450047,0.6415458044362988,,qualified_but_not_selected,True,0.14109871975079935,
CNC,0.7086148302150236,0,0.4691196832679161,0.547737086862808,0.5521322696798702,0.46401332886692537,0.6167821283987157,35,False,0.7086148302150236,Outperform,0.13861483021502363,0.06706902577872476,0.6415458044362988,,qualified_but_not_selected,True,0.13861483021502363,
PANW,0.7074270470851428,0,0.4610988898414511,0.49528559019757323,0.4830168609636895,0.3804779407416421,0.616580264169432,36,False,0.7074270470851428,Outperform,0.13742704708514286,0.06588124264884399,0.6415458044362988,,qualified_but_not_selected,True,0.13742704708514286,
ADP,0.7053771959597182,0,0.472093858640106,0.4833732129084696,0.47559134552107696,0.352812947855213,0.7122092460799524,37,False,0.7053771959597182,Outperform,0.1353771959597182,0.06383139152341932,0.6415458044362988,,qualified_but_not_selected,True,0.1353771959597182,
FCX,0.7048667877489254,0,0.41822126559018064,0.4350962851628958,0.5976301455940702,0.4518848930167095,0.5218198459941454,38,False,0.7048667877489254,Outperform,0.13486678774892547,0.06332098331262659,0.6415458044362988,,qualified_but_not_selected,True,0.13486678774892547,
DVN,0.7043721980475124,0,0.4437580756409232,0.4198307105838831,0.5361713171499792,0.359702384333628,0.5160747719504922,39,False,0.7043721980475124,Outperform,0.13437219804751244,0.06282639361121356,0.6415458044362988,,qualified_but_not_selected,True,0.13437219804751244,
PTC,0.7037355529096245,0,0.4773630772698927,0.5118374963663562,0.4843242020811962,0.37941045324482353,0.616580264169432,40,False,0.7037355529096245,Outperform,0.13373555290962458,0.0621897484733257,0.6415458044362988,,qualified_but_not_selected,True,0.13373555290962458,
HBAN,0.7034688352518725,0,0.4737774244183399,0.5385116122368558,0.4797477495384099,0.3530095372364224,0.7566577717857269,41,False,0.7034688352518725,Outperform,0.1334688352518726,0.06192303081557371,0.6415458044362988,,qualified_but_not_selected,True,0.1334688352518726,
HPQ,0.7011850656405676,0,0.5235654493113131,0.45560821271592894,0.504645450402881,0.5353730552166734,0.616580264169432,42,False,0.7011850656405676,Outperform,0.13118506564056764,0.05963926120426877,0.6415458044362988,,qualified_but_not_selected,True,0.13118506564056764,
AMAT,0.6974666106645794,0,0.4175617645762747,0.45358490424826836,0.5618965776367951,0.4913538307766847,0.616580264169432,43,True,0.6974666106645794,Outperform,0.12746661066457943,0.05592080622828055,0.6415458044362988,2.0,selected_above_threshold,True,0.12746661066457943,43.0
