score_col,mean_abs_corr,redundancy_index,multiplier
fundamental_score,0.7193272757942819,0.7386545515885639,0.7414709069440026
valuation_score,0.7050077932097321,0.7100155864194642,0.7514945447531876
bear_score,0.7044642999895006,0.7089285999790012,0.7518749900073496
momentum_score,0.6992547208336551,0.6985094416673103,0.7555216954164414
sector_score,0.6767087920438524,0.6534175840877048,0.7713038455693033
