,fundamental_score,valuation_score,momentum_score,bear_score,sector_score
fundamental_score,1.0,0.7172120270464277,0.7486846457551587,0.7668761239318858,0.6875020496993978
valuation_score,0.7172120270464277,1.0,0.7152084398479419,0.7303387274267935,0.6931073813995605
momentum_score,0.7486846457551587,0.7152084398479419,1.0,0.7080419992348427,0.6259142358448506
bear_score,0.7668761239318858,0.7303387274267935,0.7080419992348427,1.0,0.675369870409071
sector_score,0.6875020496993978,0.6931073813995605,0.6259142358448506,0.675369870409071,1.0
