ticker,weight,score,rank
ALGN,0.11915311915311916,0.8689050513204958,1
ALB,0.08883308883308882,0.8143324061979136,2
DECK,0.12564212564212565,0.8088043153403707,3
HAL,0.14492414492414493,0.7942108041197641,4
TPL,0.13817313817313817,0.7903365436350983,5
WBD,0.08518408518408518,0.78788434215569,6
MTCH,0.15000015000015,0.7815817574723662,7
FICO,0.1480901480901481,0.7669042469079859,8
