,importance
interest_coverage__pct_universe,0.07412390410900116
revenue_decline__pct_universe,0.0632181465625763
interest_coverage,0.06166049465537071
consecutive_losses__pct_universe,0.05972464755177498
revenue_decline,0.05842185765504837
fcf_margin__pct_universe,0.039760127663612366
rule_confidence,0.03855642303824425
debt_equity__pct_universe,0.03726043179631233
interest_coverage__pct_sector,0.03512491285800934
consecutive_losses__pct_sector,0.03192329779267311
revenue_decline__pct_sector,0.03181637078523636
current_ratio__pct_universe,0.03111361153423786
current_ratio,0.029396962374448776
insider_sell_ratio__pct_universe,0.026882007718086243
insider_sell_ratio,0.026472121477127075
debt_to_ebitda,0.025910690426826477
debt_to_ebitda__pct_sector,0.02500532753765583
debt_equity__pct_sector,0.024987492710351944
consecutive_losses,0.024375123903155327
total_debt_yoy_growth__pct_universe,0.024342278018593788
insider_net_ratio_90d,0.023524805903434753
insider_net_ratio_90d__pct_universe,0.023479318246245384
current_ratio__pct_sector,0.023477187380194664
debt_to_ebitda__pct_universe,0.023083465173840523
fcf_margin__pct_sector,0.02268674224615097
total_debt_yoy_growth__pct_sector,0.022237367928028107
total_debt_yoy_growth,0.02155008353292942
fcf_margin,0.021509457379579544
debt_equity,0.017465690150856972
insider_net_ratio_90d__pct_sector,0.017090532928705215
insider_sell_ratio__pct_sector,0.013819141313433647
