,shap_importance
fcf,0.13067381699938335
debt_equity,0.02964795722763254
debt_to_ebitda,0.017225939096208887
current_ratio,0.016865859732859374
insider_net_shares_90d,0.012362170467918146
eps_surprise_pct,0.012301299822068597
interest_coverage,0.005180145159255277
total_debt_yoy_growth,0.005158537988362758
eps_revision,0.004289836528865817
insider_sell_ratio,0.0037902466725096427
insider_selling,0.0030688655859141107
debt_growth_high,0.0022892560812529557
liquidity_risk,0.0014741925174765586
debt_ebitda_high,0.001369544501894922
revenue_decline,0.000986975127040923
debt_equity_high,0.0008177179563527807
eps_miss,0.0003052507564618824
low_coverage,0.00026241586972323977
consecutive_losses,0.0002526417840674332
fcf_negative,1.1987019376251225e-05
