,shap_importance
debt_equity,0.045987969959706235
fcf,0.0410703637796143
debt_to_ebitda,0.03374860876684071
current_ratio,0.03113447531409498
insider_net_shares_90d,0.019591042264172544
eps_surprise_pct,0.015062831165239866
total_debt_yoy_growth,0.012947935341120638
interest_coverage,0.01181555979782946
eps_revision,0.007771352155515246
liquidity_risk,0.007522186178981678
insider_sell_ratio,0.00407561063468446
insider_selling,0.003380311841391413
debt_growth_high,0.00332475757220856
debt_ebitda_high,0.002992257329386622
debt_equity_high,0.0018079865622793265
revenue_decline,0.001713392751512592
low_coverage,0.0007594356232108368
fcf_negative,0.0007246269695411482
eps_miss,0.000329671964822651
consecutive_losses,0.00011002390608843905
