,importance
insider_net_shares_90d,0.11316803012140411
total_debt_yoy_growth,0.10735435873596953
current_ratio,0.10069782355560206
fcf,0.09977063008622009
eps_surprise_pct,0.09110168960997009
interest_coverage,0.08939307698894586
eps_revision,0.08824989990990868
debt_equity,0.08741606551399454
debt_to_ebitda,0.07155997272222923
insider_sell_ratio,0.06254688162781027
revenue_decline,0.01683691907879708
fcf_negative,0.01557733449642564
debt_ebitda_high,0.010988117385060711
insider_selling,0.01045973022251327
debt_growth_high,0.008852338785971728
liquidity_risk,0.007405606539459352
low_coverage,0.0069289382488039244
eps_miss,0.005248974693072986
debt_equity_high,0.004276280811643957
consecutive_losses,0.0021673308661969842
