,shap_importance
eps_surprise_pct,0.05521380963951647
eps_revision,0.02861389798538656
interest_coverage,0.02092366831935848
debt_to_ebitda,0.01667228337798845
total_debt_yoy_growth,0.011687487599181496
debt_equity,0.00957509948166494
current_ratio,0.009029214460175447
debt_ebitda_high,0.004599975542160662
liquidity_risk,0.0026615085639057462
revenue_decline,0.0015611830540369087
debt_growth_high,0.0011897580427281387
debt_equity_high,0.0006775274987922236
eps_miss,0.0004931640364558285
low_coverage,0.00036382009537921255
consecutive_losses,0.0002590855185327824
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
