,shap_importance
debt_to_ebitda,0.055621561084828686
debt_equity,0.03893095301545255
insider_net_shares_90d,0.023682834166621355
eps_surprise_pct,0.014379376947343186
eps_revision,0.010007791965594568
current_ratio,0.00919428113798269
interest_coverage,0.0067524761781086766
total_debt_yoy_growth,0.006258413301420652
insider_selling,0.005046713517659187
insider_sell_ratio,0.004426473870896524
revenue_decline,0.0024068394099903533
debt_growth_high,0.0021063840816804773
debt_ebitda_high,0.0019413025918012022
debt_equity_high,0.0017266266380258596
liquidity_risk,0.0013957982783584393
consecutive_losses,0.0004546004575895907
eps_miss,0.0003710897467537484
low_coverage,0.0003637757539250841
fcf,0.0
fcf_negative,0.0
