,shap_importance
fcf,0.10172022166764699
debt_to_ebitda,0.04515859176336342
debt_equity,0.032423742228611004
current_ratio,0.02272552795788829
insider_net_shares_90d,0.016259735843132818
eps_surprise_pct,0.0091625055588804
total_debt_yoy_growth,0.008839453048429237
insider_sell_ratio,0.008628412064337112
debt_ebitda_high,0.004280833347599714
interest_coverage,0.004190224296638568
eps_revision,0.003276628700020472
insider_selling,0.00193232017461046
debt_equity_high,0.0013801487954494603
revenue_decline,0.00112448121376736
eps_miss,0.0007001481641549738
liquidity_risk,0.0006478151389614243
consecutive_losses,0.0006247056453582362
debt_growth_high,0.0006141443158967991
low_coverage,0.0005054918156404759
fcf_negative,3.2324227015744545e-05
