,shap_importance
insider_net_shares_90d,0.036895139429022596
fcf,0.03268521967477793
interest_coverage,0.032439964183117904
debt_to_ebitda,0.015331598323838083
eps_surprise_pct,0.011357489539246321
current_ratio,0.01129957536853506
insider_selling,0.008717173509534288
insider_sell_ratio,0.0082817177007012
debt_equity,0.006456811125332287
eps_revision,0.005627708334603353
total_debt_yoy_growth,0.005582796544108296
revenue_decline,0.004184836573110713
fcf_negative,0.002679532044377748
debt_ebitda_high,0.0013237358515791379
liquidity_risk,0.0010570648528131963
low_coverage,0.0007105438363296062
debt_growth_high,0.0007069573327541875
debt_equity_high,0.0003835165250786249
eps_miss,0.00020053605029846683
consecutive_losses,0.0001807137283777958
